key,0,1
#,,
int32,str,str
0,"TEXT_CTSMJICAVERECLAMATION_00832_TALK_ACTOR","0"
1,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_033_000","ねこみみさんから話は聞いているよー！
ぼくも確認してみたけど、きみの調査のとおり、
この奥が空洞になっているみたいだね！"
2,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_033_005","岩壁を崩す道具があれば、中に入れるようにできそうだよ！
道具の作り方は教えるから、用意してもらえないかな？"
3,"TEXT_CTSMJICAVERECLAMATION_00832_SYSTEM_033_000","「魔法人形用の砕岩装備」の、
開拓製作のレシピが開放されました！
製作したら、「たんけんくん」に渡してみましょう！"
4,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_000","「魔法人形用の砕岩装備」が完成したら、
ぼくに声をかけてね！"
5,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_005","「魔法人形用の砕岩装備」を用意してくれたんだねー！
これがあれば、この硬い岩盤も壊せそうだよ！
さっそく、掘削作業を始めてもいいかな？"
6,"TEXT_CTSMJICAVERECLAMATION_00832_SYSTEM_034_000","山の洞窟への道を開通させますか？
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>※一度開放すると、元の状態に戻すことはできません。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
7,"TEXT_CTSMJICAVERECLAMATION_00832_Q1_034_000","ザクッと開通させて！"
8,"TEXT_CTSMJICAVERECLAMATION_00832_Q1_034_005","今はやめておこう"
9,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_010","それじゃあ、掘削作業を始めるね！"
10,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_015","準備ができたら声をかけてね！"
11,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_020","こんなに巨大な空洞になっていたなんて……！
ここでも、いろんな発見がありそうだね！"
12,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_034_025","それじゃ、ぼくはこれで！
自由に洞窟を探検してみてね！"
13,"TEXT_CTSMJICAVERECLAMATION_00832_SYSTEM_034_005","グラナリーオフィスに、
新たな探索地「洞窟」が追加されました。"
14,"TEXT_CTSMJICAVERECLAMATION_00832_TANKEN_100_005","こんにちは！
ぼくは島主様と一緒に、この山を調査しているところです！"
