key,0,1
#,,
int32,str,str
0,"TEXT_STMBDI311_03190_SEQ_00","大道具部屋の妖艶な劇団員は、冒険者に微笑みかけている。"
1,"TEXT_STMBDI311_03190_SEQ_01","異邦の劇作家が冒険者に礼を言いたいという。大道具部屋の「異邦の劇作家」と話そう。"
2,"TEXT_STMBDI311_03190_SEQ_02","ハンコックから譲り受けたダルマスカワインをゲゲルジュに渡して、以前渡した偽のダルマスカワインを返してもらうことになった。大道具部屋の「異邦の劇作家」と話そう。"
3,"TEXT_STMBDI311_03190_SEQ_03","異邦の劇作家から、シャマニ・ローマニに助力を請うことを提案された。東ラノシアのワインポートへ向かい、「シャマニ・ローマニ」と話そう。"
4,"TEXT_STMBDI311_03190_SEQ_04","ゲゲルジュから、偽ダルマスカワインを返してもらえた。ワインポートの「シャマニ・ローマニ」と話そう。"
5,"TEXT_STMBDI311_03190_SEQ_05","シャマニ・ローマニにもダルマスカワインを渡した。続けて、東ラノシアの切られた革紐亭で「ドレスト」と話して、彼にもダルマスカワインを渡そう。"
6,"TEXT_STMBDI311_03190_SEQ_06","ドレストもワインを喜んでくれたようだ。劇場艇プリマビスタの大道具部屋で「異邦の劇作家」と話そう。"
7,"TEXT_STMBDI311_03190_SEQ_07","異邦の劇作家と話した。彼からのおつかいを果たしたことで報酬を渡された。ありがたく受け取っておこう。"
8,"TEXT_STMBDI311_03190_SEQ_08",""
9,"TEXT_STMBDI311_03190_SEQ_09",""
10,"TEXT_STMBDI311_03190_SEQ_10",""
11,"TEXT_STMBDI311_03190_SEQ_11",""
12,"TEXT_STMBDI311_03190_SEQ_12",""
13,"TEXT_STMBDI311_03190_SEQ_13",""
14,"TEXT_STMBDI311_03190_SEQ_14",""
15,"TEXT_STMBDI311_03190_SEQ_15",""
16,"TEXT_STMBDI311_03190_SEQ_16",""
17,"TEXT_STMBDI311_03190_SEQ_17",""
18,"TEXT_STMBDI311_03190_SEQ_18",""
19,"TEXT_STMBDI311_03190_SEQ_19",""
20,"TEXT_STMBDI311_03190_SEQ_20",""
21,"TEXT_STMBDI311_03190_SEQ_21",""
22,"TEXT_STMBDI311_03190_SEQ_22",""
23,"TEXT_STMBDI311_03190_SEQ_23",""
24,"TEXT_STMBDI311_03190_TODO_00","異邦の劇作家と話す"
