Index,0:？,1:？
0,TEXT_RAIDGUIDEENTRANCE32_LIGHTKIX_000_000,呼哧……呼哧……<br>我是监视员 工作是监视！<br>迎击 击退 要另拿钱！
1,TEXT_RAIDGUIDEENTRANCE32_Q1_000_010,要做什么？
2,TEXT_RAIDGUIDEENTRANCE32_A1_000_011,询问“亚历山大零式机神城律动之章”的开始条件
3,TEXT_RAIDGUIDEENTRANCE32_A1_000_012,以通常的分配方式开始“<InstanceContent:<var:1>:3>”
4,TEXT_RAIDGUIDEENTRANCE32_A1_100_012,以仅限贪婪的分配方式开始“<InstanceContent:<var:1>:3>”
5,TEXT_RAIDGUIDEENTRANCE32_A1_101_012,以队长分配的分配方式开始“<InstanceContent:<var:1>:3>”
6,TEXT_RAIDGUIDEENTRANCE32_A1_000_013,取消
7,TEXT_RAIDGUIDEENTRANCE32_00105_Q3_000_015,有什么想问的？
8,TEXT_RAIDGUIDEENTRANCE32_00105_A3_000_016,询问“亚历山大零式机神城律动之章”的开始条件
9,TEXT_RAIDGUIDEENTRANCE32_00105_A3_000_017,取消
10,TEXT_RAIDGUIDEENTRANCE32_LIGHTKIX_000_020,呼哧……呼哧……<br>你们 又要 攻进去啦？<br>想进的家伙 随你便！
11,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_050,“亚历山大零式机神城律动之章”是由多个迷宫组成的，<br>其中有些迷宫不能够使用“返回”。
12,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_051,每个玩家在“亚历山大零式机神城律动之章”的进攻进度<br>都会在特定阶段被记录，<br>重新挑战迷宫时可以继续上次的进度进行攻略。
13,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_052,"进攻进度的记录会在每周<switch ( <value:星期> ) { 周日 , 周一 , 周二 , 周三 , 周四 , 周五 , 周六 }>的<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）被重置。"
14,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_053,开始“亚历山大零式机神城律动之章”，<br>需要8名等级达到<br>60级以上的战斗精英或魔法导师来组成队伍。
15,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_054,另外，所有成员必须要领取并完成任务“英雄梦想诗：机神城之章”。
16,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_055,“亚历山大零式机神城律动之章”的开始地点<br>取决于小队队长的进攻进度。
17,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_056,如果满足开始条件，<br>和小队队长进攻进度不同的成员也可以同步参加。
18,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_100_056,未到达小队队长进攻进度的成员，<br>其进攻进度会被更新为和小队队长相同。<br>因此，可以直接从同一迷宫继续进行挑战。
19,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_057,进攻进度先于小队队长的成员，<br>在小队队长超过其进攻进度之前，<br>其进攻进度不会被更新。
20,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_100_057,这种情况下，在其进攻进度被更新前是无法获得报酬的。<br>宝箱数量也会随队伍里已完成该层攻略的成员人数发生变化。
21,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_058,“亚历山大零式机神城律动之章”存在限定时间。<br>进入迷宫经过90分钟（地球时间）之后，<br>将强制结束“亚历山大零式机神城律动之章”。
22,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_059,在留有战利品的状态下退出“亚历山大零式机神城律动之章”的话，<br>战利品中的道具会自动转移到背包里。
23,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_060,请注意：这种情况下，放不下的道具会被自动丢弃。
24,TEXT_RAIDGUIDEENTRANCE32_Q2_000_100,要以通常的分配方式开始“<InstanceContent:<var:1>:3>”吗？
25,TEXT_RAIDGUIDEENTRANCE32_Q2_100_100,要以仅限贪婪的分配方式开始“<InstanceContent:<var:1>:3>”吗？
26,TEXT_RAIDGUIDEENTRANCE32_Q2_101_100,要以队长分配的分配方式开始“<InstanceContent:<var:1>:3>”吗？
27,TEXT_RAIDGUIDEENTRANCE32_A2_000_101,是
28,TEXT_RAIDGUIDEENTRANCE32_A2_000_102,否
29,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_110,未能开始<InstanceContentTextData:<var:1>:0>“<InstanceContent:<var:2>:3>”。<br>请确认开始条件。
30,TEXT_RAIDGUIDEENTRANCE32_LIGHTKIX_000_200,呼哧……呼哧……<br>我是监视员 工作是监视！<br>如果青蓝之手有动作 我就会通报 但仅仅是 通报！
31,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_210,已经通过了“亚历山大零式机神城律动之章”的挑战，<br>在进攻进度被重置后方可再次进行挑战。
32,TEXT_RAIDGUIDEENTRANCE32_SYSTEM_000_211,"进攻进度的记录会在每周<switch ( <value:星期> ) { 周日 , 周一 , 周二 , 周三 , 周四 , 周五 , 周六 }>的<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）被重置。<br>请在重置后再次进行挑战。"
