Index,0:？,1:？
0,TEXT_BANVAN404_02192_SEQ_00,{{color|id=508|特殊规则： 等级调整（限定职业）}}<br>西风岛的穆纳瓦努遇到了无法解决的问题。
1,TEXT_BANVAN404_02192_SEQ_01,※本任务为{{color|id=508|}} 等级调整（限定职业）任务，<br>　需要与接受任务时的职业相同才可继续进行任务。<br><br>穆纳瓦努委托冒险者去帮木工奇努瓦努解决困难。和西风岛的木工奇努瓦努对话。
2,TEXT_BANVAN404_02192_SEQ_02,木工奇努瓦努委托冒险者捉来活蹦乱跳的风筝猫。前往云顶营地，对周边的{{EventItem|2001919|0}}使用{{EventItem|2001934|0}}，捕获5只。
3,TEXT_BANVAN404_02192_SEQ_03,捕获了{{EventItem|2001919|0}}。将{{EventItem|2001919|0}}交给西风岛的木工奇努瓦努。
4,TEXT_BANVAN404_02192_SEQ_04,将{{EventItem|2001919|0}}交给了木工奇努瓦努。衮杜族有个习俗，那就是放风筝猫在天上飞，以它们飞去的方向占卜吉凶。不知这些被冒险者抓来的风筝猫会有怎样的命运……
5,TEXT_BANVAN404_02192_SEQ_05,
6,TEXT_BANVAN404_02192_SEQ_06,
7,TEXT_BANVAN404_02192_SEQ_07,
8,TEXT_BANVAN404_02192_SEQ_08,
9,TEXT_BANVAN404_02192_SEQ_09,
10,TEXT_BANVAN404_02192_SEQ_10,
11,TEXT_BANVAN404_02192_SEQ_11,
12,TEXT_BANVAN404_02192_SEQ_12,
13,TEXT_BANVAN404_02192_SEQ_13,
14,TEXT_BANVAN404_02192_SEQ_14,
15,TEXT_BANVAN404_02192_SEQ_15,
16,TEXT_BANVAN404_02192_SEQ_16,
17,TEXT_BANVAN404_02192_SEQ_17,
18,TEXT_BANVAN404_02192_SEQ_18,
19,TEXT_BANVAN404_02192_SEQ_19,
20,TEXT_BANVAN404_02192_SEQ_20,
21,TEXT_BANVAN404_02192_SEQ_21,
22,TEXT_BANVAN404_02192_SEQ_22,
23,TEXT_BANVAN404_02192_SEQ_23,
24,TEXT_BANVAN404_02192_TODO_00,和木工奇努瓦努对话
25,TEXT_BANVAN404_02192_TODO_01,对{{EventItem|2001919|0}}使用{{EventItem|2001934|0}} 将其捕获
26,TEXT_BANVAN404_02192_TODO_02,将{{EventItem|2001919|0}}交给木工奇努瓦努
27,TEXT_BANVAN404_02192_TODO_03,
28,TEXT_BANVAN404_02192_TODO_04,
29,TEXT_BANVAN404_02192_TODO_05,
30,TEXT_BANVAN404_02192_TODO_06,
31,TEXT_BANVAN404_02192_TODO_07,
32,TEXT_BANVAN404_02192_TODO_08,
33,TEXT_BANVAN404_02192_TODO_09,
34,TEXT_BANVAN404_02192_TODO_10,
35,TEXT_BANVAN404_02192_TODO_11,
36,TEXT_BANVAN404_02192_TODO_12,
37,TEXT_BANVAN404_02192_TODO_13,
38,TEXT_BANVAN404_02192_TODO_14,
39,TEXT_BANVAN404_02192_TODO_15,
40,TEXT_BANVAN404_02192_TODO_16,
41,TEXT_BANVAN404_02192_TODO_17,
42,TEXT_BANVAN404_02192_TODO_18,
43,TEXT_BANVAN404_02192_TODO_19,
44,TEXT_BANVAN404_02192_TODO_20,
45,TEXT_BANVAN404_02192_TODO_21,
46,TEXT_BANVAN404_02192_TODO_22,
47,TEXT_BANVAN404_02192_TODO_23,
48,TEXT_BANVAN404_02192_02192_MUNAVANU_000_001,对了、对了，<name:玩家全名>！<br>木工奇努瓦努托了我一件事，我正发愁呢，<br>但你的话一定能够胜任。
49,TEXT_BANVAN404_02192_02192_MUNAVANU_000_002,我会为你提供相应的报酬，<br>还请你帮帮木工奇努瓦努的忙吧，拜托了。
50,TEXT_BANVAN404_02192_02192_MUNAVANU_000_010,无
51,TEXT_BANVAN404_02192_02192_GINUVANU_000_020,难道说、难道说，<br>你是来帮我的？<br>真是及时雨，大救星！
52,TEXT_BANVAN404_02192_02192_GINUVANU_000_021,其实是这样的，我急需风筝猫。<br>可不是要死的，我想要活蹦乱跳的风筝猫！
53,TEXT_BANVAN404_02192_02192_GINUVANU_000_022,给你这{{EventItem|2001934|0}}，<br>你拿去让{{EventItem|2001919|0}}闻一闻它，<br>等它们醉了就趁机抓来5只！
54,TEXT_BANVAN404_02192_02192_GINUVANU_000_030,给你这{{EventItem|2001934|0}}，<br>你拿去让{{EventItem|2001919|0}}闻一闻它，<br>等它们醉了就趁机抓来5只！
55,TEXT_BANVAN404_02192_02192_GAELICAT02192_000_040,喵！
56,TEXT_BANVAN404_02192_02192_SYSTEM_000_041,{{EventItem|2001919|0}}十分警觉，<br>这样下去根本捉不到它……
57,TEXT_BANVAN404_02192_02192_GAELICAT02192_000_042,喵喵……<br>呼噜呼噜呼噜……
58,TEXT_BANVAN404_02192_02192_SYSTEM_000_043,风筝猫闻了{{EventItem|2001934|0}}后便醉了。<br>看准时机捕获了{{EventItem|2001919|0}}！
59,TEXT_BANVAN404_02192_02192_GINUVANU_000_050,你捉住{{EventItem|2001919|0}}了吗？<br>你没有杀了它们吧？我反对暴力！
60,TEXT_BANVAN404_02192_02192_GINUVANU_000_051,就是它、就是它！谢谢你！<br>有了这么活泼的风筝猫，<br>肯定能占卜出如春风般喜人的好运势。
61,TEXT_BANVAN404_02192_02192_GINUVANU_000_052,我们族在浮岛上建新房子前，<br>会让风筝猫来帮忙占卜一下吉凶。
62,TEXT_BANVAN404_02192_02192_GINUVANU_000_053,利努瓦努大人对传统很讲究，<br>一定要、一定要按部就班给办妥才行。
