key,0,1
#,,
int32,str,str
0,"TEXT_STMBDA408_02507_SEQ_00","バルダム覇道前のヒエンは、試練に挑みたいようだ。"
1,"TEXT_STMBDA408_02507_SEQ_01","ヒエンの提案で、シリナたちモル族の一員として終節の合戦に臨むことになった。合戦への参加を認められるためには、バルダム覇道を越え、一人前の戦士であることを証明しなければならない。「伝統試練 バルダム覇道」を制覇し、その証として怪鳥ヨルを従えよう。

※コンテンツファインダーから攻略に参加できます。"
2,"TEXT_STMBDA408_02507_SEQ_02","バルダム覇道の最奥で、ヨルに力を見せつけた。バルダム覇道の入口へと戻ろう。"
3,"TEXT_STMBDA408_02507_SEQ_03","入口へと帰還したところ、リセも間もなく帰ってきた。バルダム覇道前の「リセ」と話そう。"
4,"TEXT_STMBDA408_02507_SEQ_04","リセから笛をもらい、ヨルを呼んでみた。これで、終節の合戦の参加者として認められるはずだ。ヒエンとゴウセツも無事に帰還することを願おう。"
5,"TEXT_STMBDA408_02507_SEQ_05",""
6,"TEXT_STMBDA408_02507_SEQ_06",""
7,"TEXT_STMBDA408_02507_SEQ_07",""
8,"TEXT_STMBDA408_02507_SEQ_08",""
9,"TEXT_STMBDA408_02507_SEQ_09",""
10,"TEXT_STMBDA408_02507_SEQ_10",""
11,"TEXT_STMBDA408_02507_SEQ_11",""
12,"TEXT_STMBDA408_02507_SEQ_12",""
13,"TEXT_STMBDA408_02507_SEQ_13",""
14,"TEXT_STMBDA408_02507_SEQ_14",""
15,"TEXT_STMBDA408_02507_SEQ_15",""
16,"TEXT_STMBDA408_02507_SEQ_16",""
17,"TEXT_STMBDA408_02507_SEQ_17",""
18,"TEXT_STMBDA408_02507_SEQ_18",""
19,"TEXT_STMBDA408_02507_SEQ_19",""
20,"TEXT_STMBDA408_02507_SEQ_20",""
21,"TEXT_STMBDA408_02507_SEQ_21",""
22,"TEXT_STMBDA408_02507_SEQ_22",""
23,"TEXT_STMBDA408_02507_SEQ_23",""
24,"TEXT_STMBDA408_02507_TODO_00","「伝統試練 バルダム覇道」を攻略"
25,"TEXT_STMBDA408_02507_TODO_01","「伝統試練 バルダム覇道」を攻略"
26,"TEXT_STMBDA408_02507_TODO_02","リセと話す"
27,"TEXT_STMBDA408_02507_TODO_03",""
28,"TEXT_STMBDA408_02507_TODO_04",""
29,"TEXT_STMBDA408_02507_TODO_05",""
30,"TEXT_STMBDA408_02507_TODO_06",""
31,"TEXT_STMBDA408_02507_TODO_07",""
32,"TEXT_STMBDA408_02507_TODO_08",""
33,"TEXT_STMBDA408_02507_TODO_09",""
34,"TEXT_STMBDA408_02507_TODO_10",""
35,"TEXT_STMBDA408_02507_TODO_11",""
36,"TEXT_STMBDA408_02507_TODO_12",""
37,"TEXT_STMBDA408_02507_TODO_13",""
38,"TEXT_STMBDA408_02507_TODO_14",""
39,"TEXT_STMBDA408_02507_TODO_15",""
40,"TEXT_STMBDA408_02507_TODO_16",""
41,"TEXT_STMBDA408_02507_TODO_17",""
42,"TEXT_STMBDA408_02507_TODO_18",""
43,"TEXT_STMBDA408_02507_TODO_19",""
44,"TEXT_STMBDA408_02507_TODO_20",""
45,"TEXT_STMBDA408_02507_TODO_21",""
46,"TEXT_STMBDA408_02507_TODO_22",""
47,"TEXT_STMBDA408_02507_TODO_23",""
48,"TEXT_STMBDA408_02507_LYSE_000_000","ここからが本番、だね！"
49,"TEXT_STMBDA408_02507_GOSETSU_000_005","ふむ……この先、確かに空気が違うでござる。
触れがたき神域の気配よ。"
50,"TEXT_STMBDA408_02507_HIEN_000_010","では、これより「バルダム覇道」の試練に参る。"
51,"TEXT_STMBDA408_02507_HIEN_000_011","準備ができた者から突入し、
各自、怪鳥「ヨル」を従えて帰還してほしい。"
52,"TEXT_STMBDA408_02507_HIEN_000_012","これは、「終節の合戦」……
ひいてはドマ奪還までの通過地点だ。
ひとりも脱落せんよう、互いに心してかかろうぞ！"
53,"TEXT_STMBDA408_02507_LYSE_000_020","ドマ奪還までの通過地点なら、
当然、アラミゴ解放にも続く道だよ。
さあ、全力で突破してこう！"
54,"TEXT_STMBDA408_02507_HIEN_000_025","鳥ひとつ手懐けられんようでは、
ドマで待つ民に合わせる顔がないわ。
互いに、よい成果を持ち帰ろう。"
55,"TEXT_STMBDA408_02507_GOSETSU_000_030","拙者とて、かつては異国の山河を渡り、
幾多の戦場を駆け抜けたものでござる。
老いぼれと案じるには及ばん！"
56,"TEXT_STMBDA408_02507_LYSE_000_040","やっぱり、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>の方が早かったか。"
57,"TEXT_STMBDA408_02507_LYSE_000_041","その様子だと、試練はバッチリみたいだね。
アタシの方も、どうにかこうにか。"
58,"TEXT_STMBDA408_02507_LYSE_000_042","ヒエンとゴウセツは、まだ試練中かな……？
とりあえず、ここでふたりを待ってようか。"
59,"TEXT_STMBDA408_02507_LYSE_000_050","あっ、そうだ。
シリナから、鳥寄せの笛を預かってたんだった。"
60,"TEXT_STMBDA408_02507_LYSE_000_051","はい、あなたの分。
さっそく鳴らして、ヨルが来るかどうか、
試してみようよ！"
61,"TEXT_STMBDA408_02507_LYSE_000_052","あっ、見て！"
62,"TEXT_STMBDA408_02507_LYSE_000_053","ヨル、来てくれたよ！
ちゃんと、自分に勝ったアタシたちを認めてるんだ。"
63,"TEXT_STMBDA408_02507_LYSE_000_054","これで、文句なしに合戦の参加者だよね。
……がんばろう、<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>！"
