key,0,1
#,,
int32,str,str
0,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_000","申シ訳　ゴザイマセン。
タダイマ　混雑　シテオリマス。
順番ニ　ゴ案内シマス　ノデ　オ待チクダサイ。"
1,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_010","ドノヨウナ本　ヲ　オ探シデスカ？
アナタノ　知識れべる　ト　資格ニ　応ジテ
最適ナ図書　ヲ　ゴ案内シマス。"
2,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_Q1_000_100","何と言う？"
3,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_101","「宇宙の理」について知りたい"
4,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_102","「哲学者議会」について知りたい"
5,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_103","「シャーレアンの思想」について知りたい"
6,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_104","「健康の秘訣」について知りたい"
7,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_105","「シャーレアンの成り立ち」について知りたい"
8,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_106","「植民都市」について知りたい"
9,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_107","「ムスクマロイ」について知りたい"
10,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_A1_000_110","やめる"
11,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_120","オススメ　可能ナ本　ガ　辛ウジテ　1冊　アリマシタ。
該当図書　ヲ　コチラヘ　転移サセマス。
ドーゾ　ユックリ　ゴ覧クダサイ。"
12,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_130","オヤ　ソレハ　賢者　ノ　そうるくりすたる　デスネ？
ソレデハ　コチラノ図書　ヲ　転移サセマス。
ドーゾ　ユックリ　ゴ覧クダサイ。"
13,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_201","(-『天を学ぶ～入門編～』-)君は、天の神秘について知ろうとしたことがあるだろうか？
……いや、明日の空模様の話ではない。
もっと遠く……巡る陽や、輝く星々についてだ。"
