key,0,1
#,,
int32,str,str
0,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_000","ああ、君か！
何か御用がおありかな？"
1,"TEXT_FESNYR2023OMIKUJI_00776_Q1_000_1","何を聞く？"
2,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_1","「おみくじ」を引きたい"
3,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_2","「おみくじ」の由来は？"
4,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_3","あなたについて知りたい"
5,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_4","キャンセル"
6,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_003","おみくじは1回100ギルだよ。
引いていくかい？"
7,"TEXT_FESNYR2023OMIKUJI_00776_Q1_000_000","100ギルを支払いますか？"
8,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_001","よしきた！
さあ、おみくじを引いておくれ！"
9,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_004","おっと、おみくじ代が足りないみたいだね。
また来ておくれよ！"
10,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_002","おみくじの結果はどうだったかな？
君の新しい日々を照らす言葉になりますように！"
11,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_010","おみくじの始まりは、数千年前に遡るんだ。
東方の神話で神々の使いともされる十二の獣たちが、
とある僧侶の夢に、それぞれ十二の神託を携えて現れたという。"
12,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_011","十二の獣の十二の御言葉……総じて144文の経文だ。
夢から経文を授かった僧侶が、それを整理して、
人々の運勢を占うものとして広めたのが、おみくじの始まり。"
13,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_012","彼が修行のため、旅して回ったおかげで、
東方では、広くおみくじが知られるようになったそうだよ。"
14,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_020","僕は見ての通り、ヴィエラ族でね。
少しばかり長生きをするうち、
降神祭にも関わる「12」という数字の神秘に魅了されたんだ。"
15,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_021","東方の十二の獣、エオルゼアの十二神、
それにヴィエラ族の男たちの姓の数もそうだね。
各地に残る「12」の数字には、何か繋がりがありそうじゃない？"
16,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_022","そうして「12」を追う旅を続けるうちに、
おみくじに出会い、今に至るというわけさ。"
17,"TEXT_FESNYR2023OMIKUJI_00776_OMIKUJISHI_000_023","ちなみに僕の名前は……今は、モリソバ！
街暮らしのヴィエラ族は、よく名前を変えるんだけど、
僕は時々の吉凶に応じて、12の名前を使い分けているのさ！"
18,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_001","（★未使用／削除予定★）"
19,"TEXT_FESNYR2023OMIKUJI_00776_A1_000_002","（★未使用／削除予定★）"
