Index,0:？,1:？
0,TEXT_HEAVNM303_01480_SEQ_00,田园郡的斯利普斯利克斯好像有什么烦心事。
1,TEXT_HEAVNM303_01480_SEQ_01,斯利普斯利克斯说最近空贼们经常在影之国附近看到一个怪物的身影。也许找到这个怪物，从它身上取下一些东西带回来的话，能够帮忙探明事件的真相。突破影之国。<br><br>※可以通过任务搜索器参加。
2,TEXT_HEAVNM303_01480_SEQ_02,从在影之国遭遇的飞行生物身上取得了一些残骸。将残骸交给在田园郡等待的斯利普斯利克斯。
3,TEXT_HEAVNM303_01480_SEQ_03,"原来在影之国遭遇的飞行生物是古代亚拉戈帝国制造的对蛮神兵器。斯利普斯利克斯认为是对蛮神兵器将在影之国徘徊的大群妖异错当成了蛮神，所以才出现在了影之国附近。可以将作为报酬得到的{{Item|17521|0}}交给斯利姆西克斯，请他帮忙打造装备。<br><br>※本任务可重复进行。本任务每周最多可完成1次。完成后，该周无法再次接受。如接受任务后拖延到下周完成，则会消耗掉完成周的任务受理限额。<br><br>※每周<switch ( <value:星期> ) { 周日 , 周一 , 周二 , 周三 , 周四 , 周五 , 周六 }>的<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）之后可以再次进行挑战。请在重置前耐心等待。"
4,TEXT_HEAVNM303_01480_SEQ_04,
5,TEXT_HEAVNM303_01480_SEQ_05,
6,TEXT_HEAVNM303_01480_SEQ_06,
7,TEXT_HEAVNM303_01480_SEQ_07,
8,TEXT_HEAVNM303_01480_SEQ_08,
9,TEXT_HEAVNM303_01480_SEQ_09,
10,TEXT_HEAVNM303_01480_SEQ_10,
11,TEXT_HEAVNM303_01480_SEQ_11,
12,TEXT_HEAVNM303_01480_SEQ_12,
13,TEXT_HEAVNM303_01480_SEQ_13,
14,TEXT_HEAVNM303_01480_SEQ_14,
15,TEXT_HEAVNM303_01480_SEQ_15,
16,TEXT_HEAVNM303_01480_SEQ_16,
17,TEXT_HEAVNM303_01480_SEQ_17,
18,TEXT_HEAVNM303_01480_SEQ_18,
19,TEXT_HEAVNM303_01480_SEQ_19,
20,TEXT_HEAVNM303_01480_SEQ_20,
21,TEXT_HEAVNM303_01480_SEQ_21,
22,TEXT_HEAVNM303_01480_SEQ_22,
23,TEXT_HEAVNM303_01480_SEQ_23,
24,TEXT_HEAVNM303_01480_TODO_00,突破影之国
25,TEXT_HEAVNM303_01480_TODO_01,将{{EventItem|2002028|0}}交给斯利普斯利克斯
26,TEXT_HEAVNM303_01480_TODO_02,
27,TEXT_HEAVNM303_01480_TODO_03,
28,TEXT_HEAVNM303_01480_TODO_04,
29,TEXT_HEAVNM303_01480_TODO_05,
