Index,0:？,1:？
0,TEXT_DEEPDUNGEON2ENTRANCE_KYUSEI_000_000,哎呀，您找我有什么事吗？<br>现在这里正在警戒中，请稍后再来。
1,TEXT_DEEPDUNGEON2ENTRANCE_TEST_START_MENU_ENTER,{{color|id=565|挑战“天之御柱”}}
2,TEXT_DEEPDUNGEON2ENTRANCE_TEST_START_MENU_RESET,重置“攻略进度”
3,TEXT_DEEPDUNGEON2ENTRANCE_TEST_START_MENU_BREAKUP,解散“固定队伍”
4,TEXT_DEEPDUNGEON2ENTRANCE_TEST_START_MENU_SCORE,确认“积分”
5,TEXT_DEEPDUNGEON2ENTRANCE_TEST_START_MENU_ABOUT,查看说明
6,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_MENU_TITLE,要做什么？
7,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_MENU_FIXED,“固定队伍”进入
8,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_MENU_MATCHING,“随机组队”进入
9,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_MENU_BACK,返回
10,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_FIXED_Q,确定以“固定队伍”进入吗？
11,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_MATCHING_Q,确定以“随机组队”进入吗？
12,TEXT_DEEPDUNGEON2ENTRANCE_KYUSEI_000_010,……您真的想要一个人前去探索吗？<br>就算是<name:玩家全名>您，<br>我想也肯定会陷入苦战，真的没问题吗？
13,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ENTER_SOLO,确定要单人进入“天之御柱”？
14,TEXT_DEEPDUNGEON2ENTRANCE_ENTER_WHICH_Q,要从哪层开始进入？
15,TEXT_DEEPDUNGEON2ENTRANCE_ENTER_A1,1层
16,TEXT_DEEPDUNGEON2ENTRANCE_ENTER_A2,21层
17,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TITLE,想看哪一项内容？
18,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT,1.关于“天之御柱”
19,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_RESET,2.关于重置“攻略进度”
20,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE,3.关于“解散固定队伍”
21,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP,4.关于“聚魔装备”
22,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_ITEM,5.关于“特殊的道具”
23,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_BACK,返回主目录
24,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_TITLE,1.关于“天之御柱”
25,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q1,1-1.挑战“天之御柱”的方法
26,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_LEVEL_Q1,1-2.关于“天之御柱”中的等级
27,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q5,1-3.进入“天之御柱”时的注意事项
28,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_BACK,返回上层目录
29,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_305,{{color|id=506|1-1.挑战“天之御柱”的方法}}<br><br>“天之御柱”直插云霄，是1～4人用副本任务。<br><br>和九星对话即可选择<br>以“固定队伍”或“随机组队”挑战迷宫。<br><br>此外，只有等级在61级以上的战斗精英或魔法导师<br>可以挑战天之御柱。<br>
30,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_405,{{color|id=506|1-2.关于“天之御柱”中的等级}}<br><br>在“天之御柱”中有削减力量的结界。<br><br>进入天之御柱1层时，<br>所有人的等级都会暂时变为61级状态。<br><br>和迷宫内部的敌人战斗，<br>可以重新赚取经验使等级上升。<br><br>此外，从21层之后开始挑战时，<br>所有人的等级都会变为70级。<br><br>
31,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_415,{{color|id=506|1-3进入“天之御柱”时的注意事项}}<br><br>31层以后的层数是挑战型任务，<br>只能以“固定队伍”进入，<br>且需要存档显示的团灭次数为0。<br><br>团灭次数除了会因队伍全军覆没增加外，<br>中途退出也会增加。<br><br>此外，只有在以“固定队伍”挑战时，<br>才会计算攻略时的积分。<br>
32,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_105,{{color|id=506|2.关于重置“攻略进度”}}<br><br>重置攻略进度后，<br>可以重新开始挑战“天之御柱”。<br><br>虽然等级会变回61级，从1层开始挑战。<br>或是等级变为70级，从21层开始挑战。<br>但可以继承之前聚魔装备的强化值。<br><br>攻略进度重置后将无法复原，<br>敬请注意。<br><br>
33,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE_TITLE,3.关于“解散固定队伍”
34,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE_Q1,3-1.关于“解散固定队伍”
35,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE_Q2,3-2.关于“固定队伍”解散后的进入方法
36,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE_Q3,3-3.“固定队伍”成员的攻略进度不同时的解决方法
37,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_DISSOLVE_BACK,返回上层目录
38,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_201,{{color|id=506|3-1.关于“解散固定队伍”}}<br><br>在难以以“固定队伍”继续进行攻略时，<br>可选择将“固定队伍”解散。<br><br>解散后，可以继承攻略进度和“聚魔装备”的强化值，<br>但将无法再以“固定队伍”继续攻略。<br><br>此时，可使用“随机组队”继续进行挑战。<br><br>
39,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_202,{{color|id=506|3-2.关于“固定队伍”解散后的进入方法}}<br><br>解散“固定队伍”时如果还未突破30层，<br>接下来的挑战可以选择“随机组队”进行。<br><br>此外，可以先寻找攻略进度相同的冒险者组队，<br>然后通过“随机组队”一起继续攻略。<br>此时将只匹配补充空缺成员。<br><br>不过，解散“固定队伍”后，<br>将无法继承之前持有的“魔陶器”和“魔石”。<br>
40,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_203,{{color|id=506|3-3.“固定队伍”成员的攻略进度不同时的解决方法}}<br><br>如果由于某些原因导致队伍成员的攻略进度出现不同，<br>首先请解散该“固定队伍”。<br><br>解散队伍后，可通过“随机组队”<br>将攻略进度推进到和想要一起游玩的冒险者处于同一层。<br><br>进度一致后，请先组队，再以“随机组队”一起进入迷宫。<br>
41,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_TITLE,4.关于“聚魔装备”
42,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q1,4-1.关于“聚魔装备”
43,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q2,4-2.关于“强化值”
44,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q3,4-3.关于“强化值”不足导致的限制
45,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_BACK,返回上层目录
46,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_505,{{color|id=506|4-1.关于“聚魔装备”}}<br><br>在“天之御柱”中，由于结界的影响，<br>平时使用的装备将无法发挥出本来的力量。<br><br>因此在迷宫内，<br>需要使用将使用者的以太具现化的天之御柱专用“聚魔装备”。<br><br>聚魔装备会在进入迷宫时自动穿戴到角色身上。<br><br><br>
47,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_507,{{color|id=506|4-2.关于“强化值”}}<br><br>冒险者可以通过在迷宫内的一些机遇，<br>来提升聚魔装备的“强化值”，使装备变得更强。<br><br>不过，如果冒险者的等级或攻略中的层数过低，<br>将可能无法发挥出“聚魔装备”实际强化值的性能。<br><br>“聚魔装备”的性能在无法全部发挥时，<br>将会有标记在迷宫内可见的“角色情报”的“装备”处显示。<br>
48,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_508,{{color|id=506|4-3.关于强化值不足导致的限制}}<br><br>在通过“随机组队”进行挑战时，<br>有些层设定了强化值的限制。<br><br>在受到限制时，<br>请将强化值提升到可以进入的程度后再继续挑战。<br><br>此外，固定队伍进入时没有强化值的限制。<br><br>
49,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_TITLE,5.关于“特殊的道具”
50,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_Q1,5-1.关于“魔陶器”
51,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_Q2,5-2.关于“魔石”
52,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_BACK,返回上层目录
53,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_600,{{color|id=506|5.1.关于“魔陶器”}}<br><br>在天之御柱中，有只可在攻略过程中使用的<br>名为“魔陶器”的特殊道具。<br><br>“魔陶器”可以通过打开宝箱获得，<br>且小队内的所有队员共享其使用权。<br><br>可以发挥点亮所在层全部地图、增加宝箱数量等<br>各种非常有用的效果。<br>结合实际情况活用“魔陶器”吧！<br>
54,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_601,{{color|id=506|5.1.关于“魔石”}}<br><br>在天之御柱中，有只可在攻略过程中使用的<br>名为“魔石”的特殊道具。<br><br>“魔石”可以通过打开宝箱获得，<br>且小队内的所有队员共享其使用权。<br><br>可以对所在层的所有敌人发挥出强力的效果。<br>当陷入苦战时，<br>结合实际情况活用“魔石”吧！<br>
55,TEXT_DEEPDUNGEON2ENTRANCE_DESCRIPTION_LAST,返回
56,TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_TOP_MENU_NEXT,{{color|id=565|挑战下一层}}
57,TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_TOP_MENU_EXPLAIN,查看说明
58,TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_Q,可以以现在的小队继续进行攻略。<br>要前往下一层吗？
59,TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_000,
60,TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_020,
61,TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_050,
62,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE,
63,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE,
64,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q2,
65,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q3,
66,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_LEVEL_Q2,
67,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q4,
68,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q4EX,
69,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_306,
70,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_307,
71,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_405,
72,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_410,
73,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_308,
74,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_308,
75,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_202,
76,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_507,
77,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_TITLE,
78,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q1,
79,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q2,
80,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q3,
81,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_BACK,
82,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_700,
83,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_701,
84,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_702,
85,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_TITLE,
86,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_Q1,
87,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_Q2,
88,TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_BACK,
89,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_800,
90,TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_801,
