key,0,1
#,,
int32,str,str
0,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_SYSTEM_000_001","解放軍の将校がまとめた報告書のようだ。"
1,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_Q1_000_000","何を読む？"
2,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_000_001","ガイウス・バエサルについて"
3,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_000_002","ルビーウェポンについて"
4,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_100_002","サファイアウェポンについて"
5,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_200_002",""
6,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_000_003","ミリサンディアについて"
7,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_100_003","リコンについて"
8,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_200_003",""
9,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_A1_000_004","キャンセル"
10,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_REPORT00655_000_003","本名、ガイウス・バエサル。
帝都「ガレマルド」出身、元帝国軍第XIV軍団長。
アラミゴを含め、5つの都市国家を征服した要警戒人物。"
11,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_REPORT00655_000_004","カストルム・メリディアヌムの戦いで行方不明になるも、
後に「影の狩人」を名乗り、アシエンとの戦いに身を投じる。"
12,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_REPORT00655_000_005","また、凍結されていたはずのアルテマウェポン開発計画が、
第VII軍団によって、引き継がれていたことを知ると、
その情報を携えてエオルゼア同盟軍に接触。"
13,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_REPORT00655_000_006","ルビーウェポンの迎撃に、情報面で貢献するも、
その搭乗者である孤児兵たちと過去に接点がある模様。
今後も動向に警戒すべきと判断する。"
14,"TEXT_REGGYRRESISTANCEOFFICERSREPORT_00655_REPORT00655_000_007","機体名、ルビーウェポン。
ガレマール帝国軍第VII軍団の手で開発された、
アルテマウェポンの後継機の1機。"
