key,0,1
#,,
int32,str,str
0,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE1_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
1,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE2_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
2,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE3_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
3,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE4_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
4,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE5_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
5,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE6_000_000","こちらは、ロウェナ商会の取引窓口です。
取引は、完全紹介制となっておりますので、
申し訳ございませんが、お引き取りください。"
6,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_ROWENASLAVE7_000_000","今現在、新規取引の受付は停止しております。
ひとりひとりの職人さんと、誠実に向き合うための、
一時的な措置となりますので、ご了承くださいませ。"
7,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_SYSTEM_000_001","これまで「収集品納品窓口」で求められていた、
クラフターの製作アイテムは、
収集品として製作できなくなりました。"
8,"TEXT_CMNDEFROWENASCOLLECTABLESSHOP_00689_SYSTEM_000_002","すでに収集品として製作済みのアイテムは、
モードゥナのレヴナンツトールにいる「収集品回収窓口」に、
納品できますので、なるべくお早めに交換してください。"
