Index,0:？,1:？
0,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_000,哟，旅行者。<br>虽然这里这么寒酸，<br>你要是愿意的话就在这里待会吧。
1,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_010,你说哈尔里克不见了？！<br>不妙啊，让闲着的人全体出动去进行搜索吧！
2,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_020,……抱歉，给我点时间。
3,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_030,我得先冷静一下。<br>……病患们的生命还在我们手中。
4,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_040,嗯，已经没事了。<br>不能总是低落下去。<br>……病患们的生命还在我们手中。
5,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_050,初次见到夜空的时候，让我感动地哭了出来。<br>闪耀着星星光芒的天空是如此的美丽，它给予了我希望。<br>我想大家也一定是同样的心情吧。
6,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_060,……没事的，就算光芒重新回来了，我也不会舍弃希望。<br>我相信那个美丽的夜晚会重新归来，<br>我将继续照顾患者们。
7,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_070,今后夜晚的黑暗将会成为理所应当的事情。<br>泰丝琳也一定会……高兴的……<br>我说的没错吧？
8,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_080,等患者们再恢复恢复就该进行复健训练了，<br>得找鼹灵族准备一些必要的器具才行。<br>哎呀……这种让人开心的烦恼真是越多越好呢！
9,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_090,自从没有了食罪灵出没，<br>与以前相比，我们能更轻松地走到客店外面去了。<br>这也是对亏了你们啊，谢谢。
10,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_100,多亏了阿莉塞的介绍，<br>今后食罪灵化的治疗也将继续进行下去。
11,TEXT_REGNOR4WILLFORT_00629_WILLFORT_000_101,就算现在无法立刻治好他们，<br>不过我打算今后和全体看护人一起努力，<br>直到患者们能够从真正的意义上迎来启程离开这里的那一天。
