Index,0:？,1:？
0,TEXT_JOBWHM001_01124_SEQ_00,林场水车的盖罗尔特有事想要拜托冒险者。
1,TEXT_JOBWHM001_01124_SEQ_01,接受了盖罗尔特的委托。调查拉诺西亚外地武伽玛罗武装矿山的{{EObj|2002496|0}}，获取{{EventItem|2000993|0}}。
2,TEXT_JOBWHM001_01124_SEQ_02,获得了{{EventItem|2000993|0}}。将{{EventItem|2000993|0}}交给北部林区林场水车的盖罗尔特。
3,TEXT_JOBWHM001_01124_SEQ_03,将{{EventItem|2000993|0}}交给了盖罗尔特。将镶嵌了2个{{Item|5721|0}}的{{Item|2049|0}}交给北部林区林场水车的盖罗尔特。
4,TEXT_JOBWHM001_01124_SEQ_04,将{{Item|2049|0}}交给了盖罗尔特。调查库尔札斯中央高地圣人泪的{{EObj|2003993|0}}，开放死化奇美拉讨伐战。完成死化奇美拉讨伐战，获取{{EventItem|2001002|0}}。<br><br>※可以通过任务搜索器参加。<br>※此任务需要在成为白魔法师的状态下完成。
5,TEXT_JOBWHM001_01124_SEQ_05,获得了{{EventItem|2001002|0}}。将{{EventItem|2001002|0}}交给北部林区林场水车的盖罗尔特。
6,TEXT_JOBWHM001_01124_SEQ_06,将{{EventItem|2001002|0}}交给了盖罗尔特。和摩杜纳丧灵钟的罗薇娜对话。
7,TEXT_JOBWHM001_01124_SEQ_07,和罗薇娜进行了交谈。突破南部林区的邪教驻地无限城古堡，获取{{EventItem|2001011|0}}。<br><br>※可以通过任务搜索器参加。<br>※此任务需要在成为白魔法师的状态下完成。
8,TEXT_JOBWHM001_01124_SEQ_08,获得了{{EventItem|2001011|0}}。将{{EventItem|2001011|0}}交给摩杜纳丧灵钟的罗薇娜。
9,TEXT_JOBWHM001_01124_SEQ_09,将{{EventItem|2001011|0}}交给了罗薇娜。将{{EventItem|2001020|0}}交给北部林区林场水车的盖罗尔特。
10,TEXT_JOBWHM001_01124_SEQ_10,将{{EventItem|2001020|0}}交给了盖罗尔特。装备上{{Item|2046|0}}，前往拉诺西亚外地的武伽玛罗武装矿山，讨伐{{BNpcName|1833|0}}、{{BNpcName|1835|0}}和{{BNpcName|1834|0}}各8名。
11,TEXT_JOBWHM001_01124_SEQ_11,成功讨伐了魔物。和北部林区林场水车的盖罗尔特对话。
12,TEXT_JOBWHM001_01124_SEQ_12,和盖罗尔特进行了交谈。调查东萨纳兰日影地修炼所的{{EObj|2003994|0}}，开放海德拉讨伐战。装备上{{Item|2046|0}}，完成海德拉讨伐战。<br><br>※可以通过任务搜索器参加。
13,TEXT_JOBWHM001_01124_SEQ_13,成功讨伐了{{BNpcName|2161|0}}。和北部林区林场水车的盖罗尔特对话。
14,TEXT_JOBWHM001_01124_SEQ_14,和盖罗尔特进行了交谈。将{{Item|2046|0}}交给北部林区林场水车的盖罗尔特。
15,TEXT_JOBWHM001_01124_SEQ_15,将{{Item|2046|0}}交给了盖罗尔特。参加伊弗利特歼灭战，从蛮神伊弗利特身上得到{{EventItem|2001029|0}}。<br><br>※可以通过任务搜索器参加。<br>※此任务需要在成为白魔法师的状态下完成。
16,TEXT_JOBWHM001_01124_SEQ_16,获得了{{EventItem|2001029|0}}。参加迦楼罗歼灭战，从蛮神迦楼罗身上得到{{EventItem|2001038|0}}。<br><br>※可以通过任务搜索器参加。<br>※此任务需要在成为白魔法师的状态下完成。
17,TEXT_JOBWHM001_01124_SEQ_17,获得了{{EventItem|2001038|0}}。参加泰坦歼灭战，从蛮神泰坦身上得到{{EventItem|2001047|0}}。<br><br>※可以通过任务搜索器参加。<br>※此任务需要在成为白魔法师的状态下完成。
18,TEXT_JOBWHM001_01124_SEQ_18,获得了{{EventItem|2001047|0}}。将{{EventItem|2001029|0}}、{{EventItem|2001038|0}}和{{EventItem|2001047|0}}交给北部林区林场水车的盖罗尔特。
19,TEXT_JOBWHM001_01124_SEQ_19,将{{EventItem|2001029|0}}、{{EventItem|2001038|0}}和{{EventItem|2001047|0}}交给了盖罗尔特。将{{Item|6267|0}}交给北部林区林场水车的盖罗尔特。
20,TEXT_JOBWHM001_01124_SEQ_20,将{{Item|6267|0}}交给了盖罗尔特。冒险者成功狩猎了蛮神，盖罗尔特深受感动，展现出武器工匠的精湛技艺，完成了{{Item|2052|0}}。
21,TEXT_JOBWHM001_01124_SEQ_21,
22,TEXT_JOBWHM001_01124_SEQ_22,
23,TEXT_JOBWHM001_01124_SEQ_23,
24,TEXT_JOBWHM001_01124_TODO_00,调查武伽玛罗武装矿山的{{EObj|2002496|0}} 获取{{EventItem|2000993|0}}
25,TEXT_JOBWHM001_01124_TODO_01,将{{EventItem|2000993|0}}交给林场水车的盖罗尔特
26,TEXT_JOBWHM001_01124_TODO_02,将镶有魔晶石的{{Item|2049|0}}交给盖罗尔特
27,TEXT_JOBWHM001_01124_TODO_03,调查圣人泪的{{EObj|2003993|0}}<br>在成为白魔法师的状态下完成死化奇美拉讨伐战
28,TEXT_JOBWHM001_01124_TODO_04,将{{EventItem|2001002|0}}交给林场水车的盖罗尔特
29,TEXT_JOBWHM001_01124_TODO_05,和丧灵钟的罗薇娜对话
30,TEXT_JOBWHM001_01124_TODO_06,成为白魔法师的状态下突破邪教驻地无限城古堡<br>获取{{EventItem|2001011|0}}
31,TEXT_JOBWHM001_01124_TODO_07,将{{EventItem|2001011|0}}交给丧灵钟的罗薇娜
32,TEXT_JOBWHM001_01124_TODO_08,将{{EventItem|2001020|0}}交给林场水车的盖罗尔特
33,TEXT_JOBWHM001_01124_TODO_09,装备上{{Item|2046|0}} 讨伐武伽玛罗武装矿山的{{BNpcName|1833|0}}
34,TEXT_JOBWHM001_01124_TODO_10,装备上{{Item|2046|0}} 讨伐武伽玛罗武装矿山的{{BNpcName|1835|0}}
35,TEXT_JOBWHM001_01124_TODO_11,装备上{{Item|2046|0}} 讨伐武伽玛罗武装矿山的{{BNpcName|1834|0}}
36,TEXT_JOBWHM001_01124_TODO_12,和林场水车的盖罗尔特对话
37,TEXT_JOBWHM001_01124_TODO_13,调查日影地修炼所的{{EObj|2003994|0}}<br>装备上{{Item|2046|0}} 完成海德拉讨伐战
38,TEXT_JOBWHM001_01124_TODO_14,和林场水车的盖罗尔特对话
39,TEXT_JOBWHM001_01124_TODO_15,将{{Item|2046|0}}交给盖罗尔特
40,TEXT_JOBWHM001_01124_TODO_16,成为白魔法师的状态下完成伊弗利特歼灭战<br>获取{{EventItem|2001029|0}}
41,TEXT_JOBWHM001_01124_TODO_17,成为白魔法师的状态下完成迦楼罗歼灭战<br>获取{{EventItem|2001038|0}}
42,TEXT_JOBWHM001_01124_TODO_18,成为白魔法师的状态下完成泰坦歼灭战<br>获取{{EventItem|2001047|0}}
43,TEXT_JOBWHM001_01124_TODO_19,将指定物品交给林场水车的盖罗尔特
44,TEXT_JOBWHM001_01124_TODO_20,将{{Item|6267|0}}交给盖罗尔特
45,TEXT_JOBWHM001_01124_TODO_21,
46,TEXT_JOBWHM001_01124_TODO_22,
47,TEXT_JOBWHM001_01124_TODO_23,
48,TEXT_JOBWHM001_01124_GEROLT_000_000,啧……听好了，<br>别看我现在在给酒馆做破水壶，<br>可我就算再怎么堕落，都是个一流武器工匠。
49,TEXT_JOBWHM001_01124_GEROLT_000_001,我可不想干那种半吊子的活。<br>而且要修复上古武器可是件不得了的事。<br>你也必须去给我收集材料，不干活我可不帮你。
50,TEXT_JOBWHM001_01124_GEROLT_000_002,你想要怎样的武器？<br>跟我说说。
51,TEXT_JOBWHM001_01124_GEROLT_000_003,啥？适合“白魔法”的幻杖？<br>我可没听过什么白魔法……
52,TEXT_JOBWHM001_01124_GEROLT_000_004,原来如此……<br>如果你真的继承了阿·拓瓦·坎特的白魔法，<br>那重现他的爱杖{{Item|2052|0}}就可以了吧。
53,TEXT_JOBWHM001_01124_GEROLT_000_005,我多少还是知道些他的事情。<br>和那些在黑衣森林中度过一生的角尊不同，<br>他离开森林，探寻居住在森林外的元灵，前往各地旅行。
54,TEXT_JOBWHM001_01124_GEROLT_000_006,在旅途中，他使用治愈之力帮助他人，行善积德，<br>但最后在威尔布兰德岛的奥·哥摩罗火山下落不明……
55,TEXT_JOBWHM001_01124_GEROLT_000_007,最终，坎特家在阿·拓瓦那里绝后了。<br>名杖{{Item|2052|0}}也不知所踪。
56,TEXT_JOBWHM001_01124_GEROLT_000_008,现在有名的武伽玛罗武装矿山，<br>就是奥·哥摩罗火山的入口。
57,TEXT_JOBWHM001_01124_GEROLT_000_009,那里也是地灵族的领地，挺危险的……<br>不过，想要寻找名杖{{Item|2052|0}}的话，你非去不可。
58,TEXT_JOBWHM001_01124_GEROLT_000_010,最终，坎特家在阿·拓瓦那里绝后了。<br>名杖{{Item|2052|0}}也不知所踪。
59,TEXT_JOBWHM001_01124_GEROLT_000_011,现在有名的武伽玛罗武装矿山，<br>就是奥·哥摩罗火山的入口。
60,TEXT_JOBWHM001_01124_GEROLT_000_012,那里也是地灵族的领地，挺危险的……<br>不过，想要寻找名杖{{Item|2052|0}}的话，你非去不可。
61,TEXT_JOBWHM001_01124_GEROLT_000_020,……你、你竟然真拿回来上古武器了……<br>啧，没想到真要开工干活了啊……
62,TEXT_JOBWHM001_01124_GEROLT_000_021,没办法，我就帮帮你吧。<br>可你拿来的这上古武器也太破破烂烂了。
63,TEXT_JOBWHM001_01124_GEROLT_000_022,估计稍微一加工，它就会坏掉了。<br>只能以别的武器为原型，<br>再把上古武器和它组合起来了。
64,TEXT_JOBWHM001_01124_GEROLT_000_023,至于原型武器……就选{{Item|2049|0}}吧。<br>你去准备镶嵌了两个{{Item|5721|0}}的{{Item|2049|0}}。
65,TEXT_JOBWHM001_01124_GEROLT_000_024,毕竟是要为上古武器当原型，<br>不是上乘品可不行。如果你能将它们全带来，<br>我就帮你修复名杖{{Item|2052|0}}。
66,TEXT_JOBWHM001_01124_GEROLT_000_030,至于原型武器……就选{{Item|2049|0}}吧。<br>你去准备镶嵌了两个{{Item|5721|0}}的{{Item|2049|0}}。
67,TEXT_JOBWHM001_01124_GEROLT_000_031,我可不管给你做原型武器，<br>你去自己准备吧。
68,TEXT_JOBWHM001_01124_GEROLT_000_040,原型武器没有问题。<br>为了能把它和上古武器组合起来，<br>我要稍微改改它……
69,TEXT_JOBWHM001_01124_GEROLT_000_041,啧，这玩意比我想象的难搞。<br>你拿来的这上古武器简直是不能再破了……
70,TEXT_JOBWHM001_01124_GEROLT_000_042,因此我把它修得十分结实！<br>可这样一来，想打磨它，普通磨刀石就派不上用场了……
71,TEXT_JOBWHM001_01124_GEROLT_000_043,因此我需要将刚玉溶解、粉碎后得到的{{EventItem|2001002|0}}。<br>可问题是这玩意很难搞到……
72,TEXT_JOBWHM001_01124_GEROLT_000_044,话说你知道吗？<br>有一些魔物为了在胃里分解整吞下的猎物，<br>会连同矿石一起吃下去。
73,TEXT_JOBWHM001_01124_GEROLT_000_045,那种魔物的吐息中夹杂着高温热气……<br>比如在库尔札斯中央高地肆虐的魔物——{{BNpcName|2162|0}}，<br>……你明白该怎么做了吧？
74,TEXT_JOBWHM001_01124_GEROLT_000_046,收拾了它，拿回{{EventItem|2001002|0}}。<br>这样就能打磨武器的细节了。
75,TEXT_JOBWHM001_01124_SYSTEM_000_047,可以在库尔札斯中央高地圣人泪的{{EObj|2003993|0}}<br>开放死化奇美拉讨伐战。
76,TEXT_JOBWHM001_01124_SYSTEM_000_048,在成为白魔法师的状态下挑战死化奇美拉讨伐战，<br>打倒{{BNpcName|2162|0}}！
77,TEXT_JOBWHM001_01124_GEROLT_000_050,赶快做完水壶去喝个小酒……<br>哎、哎哟！你吓我一跳！
78,TEXT_JOBWHM001_01124_GEROLT_000_051,难道说你忘了该干什么？<br>那我就再告诉你一次。
79,TEXT_JOBWHM001_01124_GEROLT_000_052,你要去收拾掉{{BNpcName|2162|0}}，并把{{EventItem|2001002|0}}带回来。<br>这样我就能打磨细节了。
80,TEXT_JOBWHM001_01124_SYSTEM_000_053,可以在库尔札斯中央高地圣人泪的{{EObj|2003993|0}}<br>开放死化奇美拉讨伐战。
81,TEXT_JOBWHM001_01124_SYSTEM_000_054,在成为白魔法师的状态下挑战死化奇美拉讨伐战，<br>打倒{{BNpcName|2162|0}}！
82,TEXT_JOBWHM001_01124_GEROLT_000_060,……啧，你怎么还没死啊……<br>{{BNpcName|2162|0}}也够不中用的……<br>没，我什么都没说，你别在意。
83,TEXT_JOBWHM001_01124_GEROLT_000_061,总之，我收下这个{{EventItem|2001002|0}}了，<br>你等等，我接着去修复幻杖……
84,TEXT_JOBWHM001_01124_GEROLT_000_062,呼……<br>打磨完细节，<br>终于修理得像那么回事了。
85,TEXT_JOBWHM001_01124_GEROLT_000_063,但还是觉得缺点什么……<br>可我又看不出到底缺了什么……
86,TEXT_JOBWHM001_01124_GEROLT_000_064,要是能再多掌握点上古武器的情报就好了……<br>对！我需要情报！
87,TEXT_JOBWHM001_01124_GEROLT_000_065,你去给我收集有关使用上古武器的英雄们的作品。<br>比如描写他们英勇事迹的传说和诗歌。<br>没准能从那里得到些灵感和线索。
88,TEXT_JOBWHM001_01124_GEROLT_000_066,你问到哪里去找？<br>你去问问罗薇娜有没有这方面的旧书。<br>那婆娘可是古董的行家。
89,TEXT_JOBWHM001_01124_ROWENA_000_070,最近怎么样啊？<br>看你的表情，是烦透了盖罗尔特吧？<br>话说，你找我有什么事？
90,TEXT_JOBWHM001_01124_ROWENA_000_071,……为了修复上古武器，<br>你想要记载了英雄事迹的书来作为参考……
91,TEXT_JOBWHM001_01124_ROWENA_000_072,的确，只要找我，<br>就能轻而易举找到你们想要的手抄本或古书。
92,TEXT_JOBWHM001_01124_ROWENA_000_073,但我可是个商人，不能白给你。<br>就让我们有点冒险者和商人的样子，<br>来做个交易吧。
93,TEXT_JOBWHM001_01124_ROWENA_000_074,我去帮你找有关阿·拓瓦·坎特的书，<br>你去帮我找我想要的东西。
94,TEXT_JOBWHM001_01124_ROWENA_000_075,我想要{{EventItem|2001011|0}}。<br>只要去黑衣森林南部林区，突破无限城古堡就能找到了，<br>那里是第五星历的遗迹。
95,TEXT_JOBWHM001_01124_ROWENA_000_076,为了公平交易，<br>我们就去寻找对方需要的东西吧。
96,TEXT_JOBWHM001_01124_ROWENA_000_080,你帮我找到了啊，<br>按照约定，我把这个给你。
97,TEXT_JOBWHM001_01124_GEROLT_000_090,啧，你怎么这么快就回来了……<br>没什么，没什么！你辛苦了！
98,TEXT_JOBWHM001_01124_GEROLT_000_091,这的确是记载着阿·拓瓦·坎特事迹的手抄本，<br>不过解读起来可费劲了。
99,TEXT_JOBWHM001_01124_GEROLT_000_092,对了，在我休息……<br>啊不对，在我解读这手抄本的时候，<br>你去试试这{{Item|2046|0}}！
100,TEXT_JOBWHM001_01124_GEROLT_000_093,外形已经修得有模有样了，<br>应该能用了。
101,TEXT_JOBWHM001_01124_GEROLT_000_094,你以白魔法师的眼光去试试这武器还有什么不足之处。
102,TEXT_JOBWHM001_01124_GEROLT_000_095,把从手抄本上得到的情报和你的亲身感受结合在一起，<br>寻找它到底缺点什么。
103,TEXT_JOBWHM001_01124_GEROLT_000_096,你就像阿·拓瓦·坎特那样，装备上{{Item|2046|0}}，<br>和强大的敌人战斗吧！
104,TEXT_JOBWHM001_01124_GEROLT_000_097,你去拉诺西亚外地的武伽玛罗武装矿山，<br>讨伐{{BNpcName|1833|0}}、{{BNpcName|1835|0}}和{{BNpcName|1834|0}}各8名！
105,TEXT_JOBWHM001_01124_GEROLT_000_100,你就像阿·拓瓦·坎特那样，装备上{{Item|2046|0}}，<br>和强大的敌人战斗吧！
106,TEXT_JOBWHM001_01124_GEROLT_000_101,你去拉诺西亚外地的武伽玛罗武装矿山，<br>讨伐{{BNpcName|1833|0}}、{{BNpcName|1835|0}}和{{BNpcName|1834|0}}各8名！
107,TEXT_JOBWHM001_01124_EPICMOOGLE_000_105,这么重要的武器，怎么能弄丢了呢库啵！<br>莫古帮你捡回来了库啵！<br>千万别再丢了库啵！
108,TEXT_JOBWHM001_01124_GEROLT_000_110,你回来了啊。<br>……不过看你这表情，<br>应该是还没想到上古武器到底缺少点什么吧。
109,TEXT_JOBWHM001_01124_GEROLT_000_111,看来只能再去打一仗找找灵感了……我想想啊，<br>你就去挑战日影地修炼所的老大多头龙{{BNpcName|2161|0}}吧。<br>打倒了它，你就能名流千古了。
110,TEXT_JOBWHM001_01124_SYSTEM_000_112,可以在东萨纳兰日影地修炼所前的{{EObj|2003993|0}}<br>开放海德拉讨伐战。
111,TEXT_JOBWHM001_01124_SYSTEM_000_113,装备上{{Item|2046|0}}，<br>挑战海德拉讨伐战，打倒{{BNpcName|2161|0}}！
112,TEXT_JOBWHM001_01124_FAFAJONI_000_120,里面的魔物都收拾得差不多了，<br>但只剩下{{BNpcName|2161|0}}这个难办的家伙……<br>什么？！你是来向它挑战的？
113,TEXT_JOBWHM001_01124_FAFAJONI_000_121,修炼所里的老大{{BNpcName|2161|0}}十分恐怖，<br>我无法保证你还能活着出来，<br>尽管如此你也要挑战吗？
114,TEXT_JOBWHM001_01124_SYSTEM_000_125,只有在装备着{{Item|2046|0}}时，<br>才能向{{BNpcName|2161|0}}挑战。
115,TEXT_JOBWHM001_01124_GEROLT_000_130,啊？你问手抄本看得怎么样了？<br>一看那种密密麻麻的小字，我就头疼！<br>……我正在做水壶转换心情呢。
116,TEXT_JOBWHM001_01124_GEROLT_000_131,唠唠叨叨、唠唠叨叨，<br>你怎么跟我妈似的！
117,TEXT_JOBWHM001_01124_GEROLT_000_132,你也别在这里磨蹭了，<br>快点去试一下{{Item|2046|0}}，<br>然后告诉我感想！
118,TEXT_JOBWHM001_01124_EPICMOOGLE_000_135,这么重要的武器，怎么能弄丢了呢库啵！<br>莫古帮你捡回来了库啵！<br>千万别再丢了库啵！
119,TEXT_JOBWHM001_01124_GEROLT_000_140,啧，你怎么又活着回来了……<br>怎么就没被{{BNpcName|2161|0}}吃了呢？<br>算了，我们来说说手抄本的事吧。
120,TEXT_JOBWHM001_01124_GEROLT_000_141,你拿回的那本手抄本，<br>是阿达内斯圣柜堂的咒术师写的随笔。
121,TEXT_JOBWHM001_01124_GEROLT_000_142,上面记载了造访乌尔达哈的阿·拓瓦·坎特，<br>和那个咒术师笔者的谈话内容。
122,TEXT_JOBWHM001_01124_GEROLT_000_143,你放心。<br>我在上面也发现了有关{{Item|2052|0}}的情报。<br>幻术师一般都喜欢使用天然木材制造的幻杖对吧？
123,TEXT_JOBWHM001_01124_GEROLT_000_144,但是，阿·拓瓦·坎特角尊持有的却是石材制的幻杖，<br>熟知魔法的笔者看到后，感到很不可思议，便提出了疑问。
124,TEXT_JOBWHM001_01124_GEROLT_000_145,对此，阿·拓瓦·坎特是这么回答的。<br>“似石非石。此乃经过岁月的洗礼，安如磐石的树木”。
125,TEXT_JOBWHM001_01124_GEROLT_000_146,也就是说，<br>{{Item|2052|0}}是使用树木变成的石头——硅化木制造的。
126,TEXT_JOBWHM001_01124_GEROLT_000_147,我之前是用石材修补上古武器缺损的部分，<br>难怪情况不太理想啊……
127,TEXT_JOBWHM001_01124_EPICMOOGLE_000_149,这么重要的武器，怎么能弄丢了呢库啵！<br>莫古帮你捡回来了库啵！<br>千万别再丢了库啵！
128,TEXT_JOBWHM001_01124_GEROLT_000_148,我这边的收获就是这些。<br>你那边有什么收获啊？你用过这把幻杖了吧？<br>快跟我说说你感觉怎么样？
129,TEXT_JOBWHM001_01124_GEROLT_000_150,原来如此……我明白你想表达什么了。<br>你说的的确有些道理。
130,TEXT_JOBWHM001_01124_GEROLT_000_151,好，<br>那我就一边按着手抄本里写的修，<br>一边调整到你能用顺手。把幻杖给我。
131,TEXT_JOBWHM001_01124_GEROLT_000_152,好，<br>那我就一边按着手抄本里写的修，<br>一边调整到你能用顺手。把幻杖给我。
132,TEXT_JOBWHM001_01124_GEROLT_000_153,嗯……现在更像模像样了。<br>就剩下淬火了……
133,TEXT_JOBWHM001_01124_GEROLT_000_154,将上古武器和原型武器，还有使用者的灵魂结合在一起，<br>以淬火将它们完全融合！<br>这样就能使武器重现英姿了！
134,TEXT_JOBWHM001_01124_GEROLT_000_155,为此，需要烈如地狱业火的火焰、<br>维持熊熊火焰的烈风、制作坚固火炉的黄土，<br>还有冷却武器时所需的油。
135,TEXT_JOBWHM001_01124_GEROLT_000_156,因此需要火神的{{EventItem|2001029|0}}、<br>风神的{{EventItem|2001038|0}}、土神的{{EventItem|2001047|0}}……<br>还要准备{{Item|6267|0}}！
136,TEXT_JOBWHM001_01124_SYSTEM_000_157,在伊弗利特歼灭战中可获得{{EventItem|2001029|0}}，<br>在迦楼罗歼灭战中可获得{{EventItem|2001038|0}}，<br>在泰坦歼灭战中可获得{{EventItem|2001047|0}}。
137,TEXT_JOBWHM001_01124_SYSTEM_000_158,另外，只要给丧灵钟的奥里亚娜15个{{Item|28|0}}，<br>就能获得{{Item|6267|0}}。
138,TEXT_JOBWHM001_01124_GEROLT_000_160,为此，需要烈如地狱业火的火焰、<br>维持熊熊火焰的烈风、制作坚固火炉的黄土，<br>还有冷却武器时所需的油。
139,TEXT_JOBWHM001_01124_GEROLT_000_161,因此需要火神的{{EventItem|2001029|0}}、<br>风神的{{EventItem|2001038|0}}、土神的{{EventItem|2001047|0}}……<br>还要准备{{Item|6267|0}}！
140,TEXT_JOBWHM001_01124_SYSTEM_000_162,在伊弗利特歼灭战中可获得{{EventItem|2001029|0}}，<br>在迦楼罗歼灭战中可获得{{EventItem|2001038|0}}，<br>在泰坦歼灭战中可获得{{EventItem|2001047|0}}。
141,TEXT_JOBWHM001_01124_SYSTEM_000_163,另外，只要给丧灵钟的奥里亚娜15个{{Item|28|0}}，<br>就能获得{{Item|6267|0}}。
