Index,0:？,1:？
0,TEXT_JOBSCH520_01672_SEQ_00,放浪神古神殿的斯里托·卡里托有事情想要拜托冒险者。
1,TEXT_JOBSCH520_01672_SEQ_01,接受了斯里托·卡里托的委托。和拉诺西亚高地石绿湖东部遗迹的阿尔卡·佐尔卡对话。
2,TEXT_JOBSCH520_01672_SEQ_02,和阿尔卡·佐尔卡进行了交谈。获取石绿湖东部遗迹内的{{EObj|2005520|0}}。
3,TEXT_JOBSCH520_01672_SEQ_03,击退了大楔石的守护者，获得了{{EventItem|2001586|0}}。将{{EventItem|2001586|0}}交给放浪神古神殿的斯里托·卡里托。
4,TEXT_JOBSCH520_01672_SEQ_04,将{{EventItem|2001586|0}}交给了斯里托·卡里托。他打算在重新封印放浪神古神殿一角的同时，研究出尼姆瘟疫的治疗方法。<br><br>※学者的等级达到54级以上时，可以从放浪神古神殿的斯里托·卡里托那里领取下一个学者任务。
5,TEXT_JOBSCH520_01672_SEQ_05,
6,TEXT_JOBSCH520_01672_SEQ_06,
7,TEXT_JOBSCH520_01672_SEQ_07,
8,TEXT_JOBSCH520_01672_SEQ_08,
9,TEXT_JOBSCH520_01672_SEQ_09,
10,TEXT_JOBSCH520_01672_SEQ_10,
11,TEXT_JOBSCH520_01672_SEQ_11,
12,TEXT_JOBSCH520_01672_SEQ_12,
13,TEXT_JOBSCH520_01672_SEQ_13,
14,TEXT_JOBSCH520_01672_SEQ_14,
15,TEXT_JOBSCH520_01672_SEQ_15,
16,TEXT_JOBSCH520_01672_SEQ_16,
17,TEXT_JOBSCH520_01672_SEQ_17,
18,TEXT_JOBSCH520_01672_SEQ_18,
19,TEXT_JOBSCH520_01672_SEQ_19,
20,TEXT_JOBSCH520_01672_SEQ_20,
21,TEXT_JOBSCH520_01672_SEQ_21,
22,TEXT_JOBSCH520_01672_SEQ_22,
23,TEXT_JOBSCH520_01672_SEQ_23,
24,TEXT_JOBSCH520_01672_TODO_00,和石绿湖东部遗迹的阿尔卡·佐尔卡对话
25,TEXT_JOBSCH520_01672_TODO_01,获取{{EventItem|2001586|0}}
26,TEXT_JOBSCH520_01672_TODO_02,将{{EventItem|2001586|0}}交给斯里托·卡里托
27,TEXT_JOBSCH520_01672_TODO_03,
28,TEXT_JOBSCH520_01672_TODO_04,
29,TEXT_JOBSCH520_01672_TODO_05,
30,TEXT_JOBSCH520_01672_TODO_06,
31,TEXT_JOBSCH520_01672_TODO_07,
32,TEXT_JOBSCH520_01672_TODO_08,
33,TEXT_JOBSCH520_01672_TODO_09,
34,TEXT_JOBSCH520_01672_TODO_10,
35,TEXT_JOBSCH520_01672_TODO_11,
36,TEXT_JOBSCH520_01672_TODO_12,
37,TEXT_JOBSCH520_01672_TODO_13,
38,TEXT_JOBSCH520_01672_TODO_14,
39,TEXT_JOBSCH520_01672_TODO_15,
40,TEXT_JOBSCH520_01672_TODO_16,
41,TEXT_JOBSCH520_01672_TODO_17,
42,TEXT_JOBSCH520_01672_TODO_18,
43,TEXT_JOBSCH520_01672_TODO_19,
44,TEXT_JOBSCH520_01672_TODO_20,
45,TEXT_JOBSCH520_01672_TODO_21,
46,TEXT_JOBSCH520_01672_TODO_22,
47,TEXT_JOBSCH520_01672_TODO_23,
48,TEXT_JOBSCH520_01672_SURITOCARITO_000_000,好消息，<name:玩家全名>。<br>我总算找到封印了古神殿的{{EObj|2005520|0}}的所在之处了。
49,TEXT_JOBSCH520_01672_SURITOCARITO_000_001,多亏有阿尔卡·佐尔卡协助我进行调查。<br>他似乎很热衷于对尼姆的研究，<br>对于现存遗迹的丰富知识真是帮上大忙了。
