Index,0:？,1:？
0,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_1,这里是采矿工行会。<br>你来这里有什么事吗？
1,TEXT_REGWILMINGUILD_00065_Q1_000_1,想了解什么？
2,TEXT_REGWILMINGUILD_00065_A1_000_1,你是做什么的？
3,TEXT_REGWILMINGUILD_00065_A1_000_2,什么是“采矿”？
4,TEXT_REGWILMINGUILD_00065_A1_000_3,取消
5,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_2,我是阿达尔博塔，<br>是采矿工行会的行会会长。<br>差不多就算是采矿工们的头领吧。
6,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_3,我负责管理聚集在这个行会的粗人们，<br>为了能将矿山老板的工作委托高效率处理完，<br>从而由里到外给予各方支援。
7,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_4,关于自己能否胜任行会会长一职……<br>对此我还抱有疑惑……但我会尽全力加油的。
8,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_5,大致来讲，采矿就是将沉睡于地下的<br>有价值的矿物挖掘出来的工作……
9,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_6,你们冒险者身上穿戴的武器和防具都要用到金属零件，<br>而收集制作这些零件所需的素材，也是采矿的工作内容之一。
10,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_7,虽然是一份艰苦的工作，<br>但将想要的东西挖掘出来时那特殊的成就感，<br>有着无以伦比的快感。
11,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_8,你可以为了这种无形的快感而挖掘，<br>也可以为了一夜暴富而挖掘金矿。<br>行会不会过问采矿目的。
12,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_010,这不是<name:玩家全名>么！<br>你这是怎么了？过来看我们了么？
13,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_020,这不是<name:玩家全名>吗？<br>咦……你在这里瞎晃悠没问题吗？<br>铜刃团好像接到命令都在追捕你呢。
14,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_021,我让行会会员们在采矿的时候注意着点有没有什么好的藏身之处，<br>要是找到了我会通知你的！
15,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_030,听说你在我介绍的佣兵团干的不错！<br>还在那边被称作老师？
16,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_031,我们明明只是铲一铲挖一挖石头而已，<br>但对他们来说我们这些专家却是“老师”呀……<br>我期待着你今后还会带来什么有趣的故事！
17,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_035,听说你在迅风佣兵团那边遇到了不少事情！<br>但能平安回来了就好，这比什么都强！
18,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_036,你在远方扬名的时候，<br>韦德·格利也在努力提高自己！<br>多半是你的活跃表现刺激到他了吧！
19,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_040,这不是<name:玩家全名>嘛！<br>田园郡的工作还顺利吗？
20,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_041,我倒不是很担心你。<br>毕竟多难的工作你都能马上解决嘛。<br>我很期待你工作完成以后向我汇报详情呢！
21,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_060,我听说了阿拉米格解放的事。<br>虽然我很小的时候就离开了那里，不过听到这个消息还是很高兴的。<br>谢谢你为了我的祖国而战，<name:玩家全名>。
22,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_061,虽然我不能放下采矿工行会会长的职责去支援阿拉米格，<br>不过我会想办法尽我所能来帮你的。
23,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_050,田园郡的工作辛苦你了。<br>你工作的地方是叫斯提克奇克斯工房对吧？<br>他们很感谢你呢。
24,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_051,用挖掘出的矿石带给人们幸福……<br>真不愧是传说中的采矿工。<br>为了不输给你我也会加油的！
25,TEXT_REGWILMINGUILD_00065_Q2_000_001,想了解什么？
26,TEXT_REGWILMINGUILD_00065_A2_000_001,最近怎么样？
27,TEXT_REGWILMINGUILD_00065_A2_000_002,什么是“采矿”？
28,TEXT_REGWILMINGUILD_00065_A2_000_003,取消
29,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_100,最近啊……<br>虽然我和迪普·卡尼恩的关系还是挺僵硬的，<br>不过我觉得这样已经很不错了。
30,TEXT_REGWILMINGUILD_00065_ADALBERTA_000_101,时间应该可以填补我们之间的距离……
