key,0,1
#,,
int32,str,str
0,"TEXT_CMNRADENTERJUNGLE_00080_ELILFALK_1","この奥「ブレイフロクスの野営地」は
「イエロージャケット第三陸戦隊」の管轄である。
冒険者、用件を簡潔に述べたまえ。"
1,"TEXT_CMNRADENTERJUNGLE_00080_Q1_1","用件は？"
2,"TEXT_CMNRADENTERJUNGLE_00080_A1_1","「奪還支援ブレイフロクスの野営地」の開始条件について聞く"
3,"TEXT_CMNRADENTERJUNGLE_00080_A1_2","「奪還支援ブレイフロクスの野営地」を開始する"
4,"TEXT_CMNRADENTERJUNGLE_00080_A1_3","キャンセル"
5,"TEXT_CMNRADENTERJUNGLE_00080_ELILFALK_5","「ブレイフロクスの野営地」は、特別危険区域に指定されている。
人数と参加資格に制限があるため、気をつけよ。"
6,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_6","「奪還支援ブレイフロクスの野営地」を開始するためには、
ファイター＆ソーサラーのレベル32以上のプレイヤー4名で
パーティを組む必要があります。"
7,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_7","（地球時間）90分が経過すると
強制的に「奪還支援ブレイフロクスの野営地」は終了します。"
8,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_8","なお、レベル35以上の場合、攻略中はレベル34扱いとなります。"
9,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_9","戦利品が残っている状態で「ブレイフロクスの野営地」から出ると
自動的に、戦利品目録にあるすべてのアイテムを入手します。
入手できなかったアイテムは破棄されますので、ご注意ください。"
10,"TEXT_CMNRADENTERJUNGLE_00080_Q2_1","「奪還支援ブレイフロクスの野営地」を開始しますか？"
11,"TEXT_CMNRADENTERJUNGLE_00080_A2_1","はい"
12,"TEXT_CMNRADENTERJUNGLE_00080_A2_2","いいえ"
13,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_10","<Sheet(InstanceContentTextData,IntegerParameter(1),0)/>「<Sheet(InstanceContent,IntegerParameter(2),3)/>」を開始できませんでした。
開始条件を確認してください。"
14,"TEXT_CMNRADENTERJUNGLE_00080_SYSTEM_20","「奪還支援ブレイフロクスの野営地」が、
コンテンツファインダーに登録されました。"
