Index,0:？,1:？
0,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_000_000,光才是一切……<br>不会发光的东西是没有价值的。<br>……我一直以来都是这么被教导的。
1,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_Q1_000_000,要做什么？
2,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A1_000_001,交易黄道武器·本我
3,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A1_000_002,交易流光水晶
4,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A1_100_002,关于流光水晶
5,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A1_000_003,取消
6,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_000_010,你果然就是传说中的英雄……<br>是黄道武器·本我的持有者啊。<br>谢谢你能把这么贵重的东西交给我。
7,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_100_010,这武器可以说是你自身灵魂的结晶，<br>我一定会用它制作出{{Item|13575|0}}和{{Item|13576|0}}的。
8,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_000_011,不过，黄道武器·本我会作为材料被消耗掉，<br>这一点请你理解……<br>而且，如果是单手剑的话必须要配上盾才行。
9,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_SYSTEM_000_012,请注意：交出黄道武器·本我后会失去该装备。
10,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_000_013,哎呀……你好像并没有黄道武器·本我啊。<br>呵呵呵，这可瞒不过我的眼睛。
11,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_Q2_000_000,要使用哪种武器制作{{Item|13575|0}}和{{Item|13576|0}}？
12,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A2_000_001,<Item:<var:1>:0>
13,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A2_000_002,<Item:<var:1>:0>和<Item:<var:2>:0>
14,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_A2_000_003,取消
15,TEXT_CMNDEF2ANIMAWEAPON010TRADE_00324_TALK_000_020,哎呀……<br>你还装备着<Item:<var:1>:0>呢。<br>这样我可没法拿走啊。
