Index,0:？,1:？
0,TEXT_CMNGSCCHOCOBORACETRAINING_00227_TALK_ACTOR_02,你想让<input:1>接受训练吗？<br>那请你先选择训练时使用的饲料吧！
1,TEXT_CMNGSCCHOCOBORACETRAINING_00227_001_DONE,嗯，你的竞赛陆行鸟又有所成长了哦！<br>就保持这个状态，不断地培育它吧！
2,TEXT_CMNGSCCHOCOBORACETRAINING_00227_TALK_ACTOR,你想训练你的竞赛陆行鸟？<br>那请你先选择训练时使用的饲料吧！
3,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_001_01,嗯？<br>你似乎还没有已经登记的竞赛陆行鸟啊。
4,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_001_02,只有已经登记过的竞赛陆行鸟可以接受训练。<br>要进行训练，需要先登记一只竞赛陆行鸟。
5,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_002_01,哎哟，不好意思……你的陆行鸟暂时无法接受训练了。<br>如果继续训练下去，它的身体会坚持不住的。<br>等它变强一些，再来接受训练吧！
6,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_002_02,可以接受训练的次数会随着竞赛陆行鸟等级的提升而增加。<br>等级提高之后可以继续训练。
7,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_003_01,嗯……你似乎没有带着训练使用的饲料哦？
8,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_003_02,要进行竞赛陆行鸟的训练，<br>需要被称为饲料的特殊野菜。<br>饲料可以在陆行鸟用品商处购买。
9,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_004_01,继续使用这种饲料训练下去，<br>它也不会再提高属性了……
10,TEXT_CMNGSCCHOCOBORACETRAINING_00227_ERROR_004_02,竞赛陆行鸟的<RacingChocoboParam:<var:1>:0>已经无法再增加了。<br>尝试训练其他的属性吧。
11,TEXT_CMNGSCCHOCOBORACETRAINING_00227_001_Q1,（★未使用／削除予定★）
12,TEXT_CMNGSCCHOCOBORACETRAINING_00227_001_A1,（★未使用／削除予定★）
13,TEXT_CMNGSCCHOCOBORACETRAINING_00227_001_A2,（★未使用／削除予定★）
