Index,0:？,1:？
0,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_001,看来你做好准备领取专家之证了？<br>那么，就告诉我你想要在哪条道路上达到终极吧。
1,TEXT_CMNDEFMEISTER_00260_MEISTER_MENU_TITLE,要接受哪个职业的专家制作认证？
2,TEXT_CMNDEFMEISTER_00260_MEISTER_MENU_CLASS,<ClassJob:<var:1>:0> <if (<var:2> == 1) { [专家制作] }>
3,TEXT_CMNDEFMEISTER_00260_MEISTER_MENU_EXPLAIN,询问有关“专家制作”的事情
4,TEXT_CMNDEFMEISTER_00260_MEISTER_MENU_CANCEL,取消
5,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_010,你想要将<ClassJob:<var:1>:0>认定为专家制作吗？
6,TEXT_CMNDEFMEISTER_00260_MEISTER_ASK_01,要将<ClassJob:<var:1>:0>认定为专家制作吗？
7,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_015,那么，我就正式认定你为<ClassJob:<var:1>:0>专家。<br>不要忘记随身携带这个专家之证，<br>你就以更高的目标继续努力精进技艺吧！
8,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_016,<ClassJob:<var:1>:0>？你在说什么傻话。<br>你不是已经被认定为<ClassJob:<var:1>:0>专家了吗？
9,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_017,哼，可笑，这点程度还不够资格成为<ClassJob:<var:1>:0>专家。<br>看来你是还没睡醒吧？
10,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_018,只有等级达到55级以上的能工巧匠才予以发放专家之证。
11,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_030,你根本没带着作为专家之证材料的<Item:<var:1>:0>啊！<br>连这点东西都没法自己弄到的话，我可不会认可你的。
12,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_031,发放专家之证需要<Item:<var:1>:0>。
13,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_040,你已经持有3个专家之证了。<br>如果你想要成为其他职业的专家，<br>那就得再还回来一个。
14,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_041,"专家之证每周只能返还3次。<br>返还次数会在每周星期<switch ( <value:星期> ) { 日 , 一 , 二 , 三 , 四 , 五 , 六 }>的<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）刷新。"
15,TEXT_CMNDEFMEISTER_00260_RETURN_MEISTER_MENU_TITLE,要返还哪个职业的专家之证？
16,TEXT_CMNDEFMEISTER_00260_RETURN_MEISTER_MENU_CLASS,<ClassJob:<var:1>:0>
17,TEXT_CMNDEFMEISTER_00260_RETURN_MEISTER_MENU_CANCEL,取消
18,TEXT_CMNDEFMEISTER_00260_RETURN_MEISTER_ASK_01,确定要返还<ClassJob:<var:1>:0>的专家之证，<br>接受<ClassJob:<var:2>:0>的专家制作认定吗？<br>（本周剩余返还次数：<var:3>次）
19,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_050,嗯……你这不是还戴着<Item:<var:1>:0>么。<br>你得先摘下来我才能回收。
20,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_051,<Item:<var:1>:0>正处于装备状态。<br>请放到兵装库或背包之后，<br>再和奥尔德兰对话。
21,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_060,看样子你并没有<Item:<var:1>:0>啊。<br>得先有了才能回收。
22,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_061,当前没有<Item:<var:1>:0>。<br>请放到兵装库或背包之后，<br>再和奥尔德兰对话。
23,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_090,你还想要返还多少次专家之证？<br>自己决定的道路就不要轻易放弃！<br>继续在现在这条路上走走看吧！
24,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_091,"专家之证每周只能返还3次。<br>返还次数会在每周星期<switch ( <value:星期> ) { 日 , 一 , 二 , 三 , 四 , 五 , 六 }>的<if (<value:小时> <switch ( <value:小时> ) { 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 }>) { 0 }>点（地球时间）刷新。"
25,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_EXPLAIN_Q1_01,想要问些什么？
26,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_EXPLAIN_A1_01,什么是专家制作？
27,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_EXPLAIN_A2_01,什么是专家之证？
28,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_EXPLAIN_A3_01,关于专家技能
29,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_EXPLAIN_END_01,取消
30,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_070,众所周知，要成为能工巧匠有很多路可以走，<br>例如锻铁、雕金、制革等。<br>学习多个职业，习得各职业的技能会在各个方面派上用场。
31,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_071,但是，如果要想将某个职业练到极致，<br>那么就必须要在这条路上专心修行才行。<br>不管多有才能，同时将3种职业练至极致也算是极限了。
32,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_072,总的来说，<br>“专家制作”就是要在自己决定的工匠道路上达到终极，<br>是一个光荣的能工巧匠称号……
33,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_073,戴上专家之证，<br>确定了自己要在那条道路上走下去的决心，<br>才可以开始熟练掌握高超的技艺。
34,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_074,也并不是不可以改变前进的道路。<br>但是，这需要相当大的努力才行，这一点我不说你也明白吧。
35,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_075,装备专家之证后可以成为专家。
36,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_076,制作专家之证所必须的{{Item|10336|0}}，<br>需要使用{{Item|17833|0}}换取。
37,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_080,你知道灵魂水晶吗？<br>那是一种印刻着战士们记忆的特殊石头，<br>据说蕴藏着先人的记忆和知识。
38,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_081,我认为，工匠也需要类似的东西。<br>所以经过反复的试验，创造出了适合熟练工匠的灵魂水晶……<br>也就是专家之证。
39,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_082,要制作专家之证，<br>就需要一种名为{{Item|10336|0}}的特殊素材，<br>然后再由我来进行加工。
40,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_083,{{Item|10336|0}}是一种很稀有的东西……<br>不过，如果连这点东西都筹备不到的话，<br>那还称得上什么专家。
41,TEXT_CMNDEFMEISTER_00260_ARDERAN_000_084,然后，我再给你一个忠告。<br>不要企图每条道路都达到终极。<br>不管多有才能，同时将3种职业练至极致也算是极限了。
42,TEXT_CMNDEFMEISTER_00260_SYSTEM_000_085,最多可持有3个专家之证。<br>也就是说，最多可将3个职业发展成专家。
