Index,0:？,1:？
0,TEXT_CLSALC450_00649_SEQ_00,炼金术士行会的塞文利安看上去十分焦躁。
1,TEXT_CLSALC450_00649_SEQ_01,接受了塞文利安的委托。制作{{ItemHQ|4607|0}}、{{ItemHQ|4608|0}}和{{ItemHQ|4606|0}}各1个，交给乌尔达哈炼金术士行会的塞文利安。
2,TEXT_CLSALC450_00649_SEQ_02,将{{ItemHQ|4607|0}}、{{ItemHQ|4608|0}}和{{ItemHQ|4606|0}}交给了塞文利安。塞文利安所研究的究极炼金术是为了复活5年前去世的瓦·奈嘉。他表示要再次挑战究极炼金术。祝愿他能挑战成功，并继续努力锻炼。<br><br>※炼金术士的等级达到50级以上时，可以从塞文利安那里领取下一个炼金术士任务。
3,TEXT_CLSALC450_00649_SEQ_03,
4,TEXT_CLSALC450_00649_SEQ_04,
5,TEXT_CLSALC450_00649_SEQ_05,
6,TEXT_CLSALC450_00649_SEQ_06,
7,TEXT_CLSALC450_00649_SEQ_07,
8,TEXT_CLSALC450_00649_SEQ_08,
9,TEXT_CLSALC450_00649_SEQ_09,
10,TEXT_CLSALC450_00649_SEQ_10,
11,TEXT_CLSALC450_00649_SEQ_11,
12,TEXT_CLSALC450_00649_SEQ_12,
13,TEXT_CLSALC450_00649_SEQ_13,
14,TEXT_CLSALC450_00649_SEQ_14,
15,TEXT_CLSALC450_00649_SEQ_15,
16,TEXT_CLSALC450_00649_SEQ_16,
17,TEXT_CLSALC450_00649_SEQ_17,
18,TEXT_CLSALC450_00649_SEQ_18,
19,TEXT_CLSALC450_00649_SEQ_19,
20,TEXT_CLSALC450_00649_SEQ_20,
21,TEXT_CLSALC450_00649_SEQ_21,
22,TEXT_CLSALC450_00649_SEQ_22,
23,TEXT_CLSALC450_00649_SEQ_23,
24,TEXT_CLSALC450_00649_TODO_00,将委托品交给塞文利安
25,TEXT_CLSALC450_00649_TODO_01,
26,TEXT_CLSALC450_00649_TODO_02,
27,TEXT_CLSALC450_00649_TODO_03,
28,TEXT_CLSALC450_00649_TODO_04,
29,TEXT_CLSALC450_00649_TODO_05,
30,TEXT_CLSALC450_00649_TODO_06,
31,TEXT_CLSALC450_00649_TODO_07,
