Index,0:？,1:？
0,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_000,你来得正好。<br>真可怜啊……因为中毒呼吸也很急促，看起来它很痛苦。<br>我们也会倾尽全力的，请你和贝斯里克一起治疗它吧。
1,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_050,多亏了<name:玩家全名>制作的解毒药饵，<br>它的身体渐渐恢复过来了。
2,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_100,多亏了有<name:玩家全名>的帮助，<br>跳跳体内的毒素好像已经全都排出来了。<br>谢谢你。
3,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_150,你看！<br>跳跳站起来了！<br>太令人开心了！
4,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_200,你来看望跳跳了啊，<br>它恢复得很顺利，<br>看起来它很喜欢<name:玩家全名>呢。
5,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_220,嗯，果然如此……<br>跳跳看到<name:玩家全名>来了<br>就会很高兴。
6,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_250,听说你们把它留在云村了……<br>但刚才它又回来了。<br>这到底是怎么回事呢？
7,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_300,居然是会说话的阿马罗，真是惊人……<br>我们也只是在传说中听说过而已。
8,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_320,能从跳跳的口中听到它自己的愿望真是太好了。
9,TEXT_CTSDKBCHARACTER3SUB2_00577_KNEMCHELEIMIN_000_350,<name:玩家全名>，<br>我代表圣林牧场感谢你。<br>欢迎你随时来玩。
