Index,0:？,1:？
0,TEXT_BANDWA004_03899_SEQ_00,{{color|id=508|特殊规则： 等级调整（限定职业）}}<br>沃茨之锤的罗尼图对战车的试验品很满意。
1,TEXT_BANDWA004_03899_SEQ_01,※本任务为{{color|id=508|}} 等级调整（限定职业）任务，<br>　需要与接受任务时的职业相同才可继续进行任务。<br><br>罗尼图等人为了向出现在据点的两位老长老表示决心，准备发起挑战。和沃茨之锤的罗尼图谈谈。
2,TEXT_BANDWA004_03899_SEQ_02,罗尼图为了量产战车，想要扩张据点。为了帮助罗尼图，和沃茨之锤的收集素材的自走人偶交谈，获取需要的素材。
3,TEXT_BANDWA004_03899_SEQ_03,从收集素材的自走人偶那里获取了素材。准备好扩张据点需要的东西，并交给沃茨之锤的罗尼图。
4,TEXT_BANDWA004_03899_SEQ_04,将扩张据点需要的东西交给了罗尼图。罗尼图似乎很担心打破了规矩的奥佐古。和拉迪斯卡瞭望塔的奥佐古谈谈。
5,TEXT_BANDWA004_03899_SEQ_05,和奥佐古进行了交谈。由衷热爱制造的奥佐古不仅不后悔，而且还非常享受现在的状态。和沃茨之锤的罗尼图谈谈。
6,TEXT_BANDWA004_03899_SEQ_06,听说奥佐古状态不错，罗尼图放心了许多。为了达成两位老长老给予的试炼，继续帮助罗尼图等人。
7,TEXT_BANDWA004_03899_SEQ_07,
8,TEXT_BANDWA004_03899_SEQ_08,
9,TEXT_BANDWA004_03899_SEQ_09,
10,TEXT_BANDWA004_03899_SEQ_10,
11,TEXT_BANDWA004_03899_SEQ_11,
12,TEXT_BANDWA004_03899_SEQ_12,
13,TEXT_BANDWA004_03899_SEQ_13,
14,TEXT_BANDWA004_03899_SEQ_14,
15,TEXT_BANDWA004_03899_SEQ_15,
16,TEXT_BANDWA004_03899_SEQ_16,
17,TEXT_BANDWA004_03899_SEQ_17,
18,TEXT_BANDWA004_03899_SEQ_18,
19,TEXT_BANDWA004_03899_SEQ_19,
20,TEXT_BANDWA004_03899_SEQ_20,
21,TEXT_BANDWA004_03899_SEQ_21,
22,TEXT_BANDWA004_03899_SEQ_22,
23,TEXT_BANDWA004_03899_SEQ_23,
24,TEXT_BANDWA004_03899_TODO_00,和罗尼图对话
25,TEXT_BANDWA004_03899_TODO_01,和收集素材的自走人偶对话
