Index,0:？,1:？
0,TEXT_BANQIQ101_03806_SEQ_00,{{color|id=508|特殊规则： 等级调整（限定职业）}}<br>※本任务需要与接受任务时的职业相同才可继续进行任务。<br><br>霍啪栌古盘的柯呫卢利·帕嗦梸，想要请冒险者帮忙收集挖掘道具的素材。
1,TEXT_BANQIQ101_03806_SEQ_01,将柯呫卢利·帕嗦梸委托的物品交给她
2,TEXT_BANQIQ101_03806_SEQ_02,
3,TEXT_BANQIQ101_03806_SEQ_03,
4,TEXT_BANQIQ101_03806_SEQ_04,
5,TEXT_BANQIQ101_03806_SEQ_05,
6,TEXT_BANQIQ101_03806_SEQ_06,
7,TEXT_BANQIQ101_03806_SEQ_07,
8,TEXT_BANQIQ101_03806_SEQ_08,
9,TEXT_BANQIQ101_03806_SEQ_09,
10,TEXT_BANQIQ101_03806_SEQ_10,
11,TEXT_BANQIQ101_03806_SEQ_11,
12,TEXT_BANQIQ101_03806_SEQ_12,
13,TEXT_BANQIQ101_03806_SEQ_13,
14,TEXT_BANQIQ101_03806_SEQ_14,
15,TEXT_BANQIQ101_03806_SEQ_15,
16,TEXT_BANQIQ101_03806_SEQ_16,
17,TEXT_BANQIQ101_03806_SEQ_17,
18,TEXT_BANQIQ101_03806_SEQ_18,
19,TEXT_BANQIQ101_03806_SEQ_19,
20,TEXT_BANQIQ101_03806_SEQ_20,
21,TEXT_BANQIQ101_03806_SEQ_21,
22,TEXT_BANQIQ101_03806_SEQ_22,
23,TEXT_BANQIQ101_03806_SEQ_23,
24,TEXT_BANQIQ101_03806_TODO_00,<if (<var:4> == 16) { <if (<var:1> < <var:2>) { 在伊奇丝玛雅艾禁林的矿脉采取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> } else { <if (<var:4> == 17) { <if (<var:1> < <var:2>) { 在伊奇丝玛雅艾禁林的草场采取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> } else { <if (<var:4> == 18) { <if (<var:1> < <var:2>) { 在缪栎的乡愁南部钓取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> }> }> }>
25,TEXT_BANQIQ101_03806_TODO_01,
26,TEXT_BANQIQ101_03806_TODO_02,
27,TEXT_BANQIQ101_03806_TODO_03,
28,TEXT_BANQIQ101_03806_TODO_04,
29,TEXT_BANQIQ101_03806_TODO_05,
30,TEXT_BANQIQ101_03806_TODO_06,
31,TEXT_BANQIQ101_03806_TODO_07,
32,TEXT_BANQIQ101_03806_TODO_08,
33,TEXT_BANQIQ101_03806_TODO_09,
34,TEXT_BANQIQ101_03806_TODO_10,
35,TEXT_BANQIQ101_03806_TODO_11,
36,TEXT_BANQIQ101_03806_TODO_12,
37,TEXT_BANQIQ101_03806_TODO_13,
38,TEXT_BANQIQ101_03806_TODO_14,
39,TEXT_BANQIQ101_03806_TODO_15,
40,TEXT_BANQIQ101_03806_TODO_16,
41,TEXT_BANQIQ101_03806_TODO_17,
42,TEXT_BANQIQ101_03806_TODO_18,
43,TEXT_BANQIQ101_03806_TODO_19,
44,TEXT_BANQIQ101_03806_TODO_20,
45,TEXT_BANQIQ101_03806_TODO_21,
46,TEXT_BANQIQ101_03806_TODO_22,
47,TEXT_BANQIQ101_03806_TODO_23,
48,TEXT_BANQIQ101_03806_QHOTERLPASOL_000_000,挖掘工作需要很多种道具，<br>可是道具用了就会没有，<br>所以需要经常补充是也。
49,TEXT_BANQIQ101_03806_QHOTERLPASOL_000_001,也就是说，制作道具的素材有多少都不会嫌多是也！<br>希望尔能帮忙收集一下素材。
50,TEXT_BANQIQ101_03806_QHOTERLPASOL_000_010,某希望尔能去伊奇丝玛雅艾禁林<br>帮忙采取3个左右的{{Item|29517|0}}，<br>那么就拜托尔了是也。
