Index,0:？,1:？
0,TEXT_FESPDY601_03850_SEQ_00,※本任务是特定期间内的任务。<br><br>乌尔达哈的管家之王正在招募愿意参加活动的人。
1,TEXT_FESPDY601_03850_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<br>　季节活动结束后无法进行，敬请注意。<br>　详情请参见官方网站。<br><br>和管家之王进行了交谈。和他交谈的过程中，阿尔蒂希雅走了过来，表示有一个一脸苦相的女孩子让她很在意。于是大家决定一起寻找少女。先到乌尔达哈的纳尔之门附近寻找看到过少女的人。
2,TEXT_FESPDY601_03850_SEQ_02,和开朗的市民进行了交谈。据称少女前往了来生回廊的蓝玉大街国际市场。到蓝玉大街国际市场附近寻找看到过少女的人。
3,TEXT_FESPDY601_03850_SEQ_03,和严肃的市民进行了交谈。据称少女前往了黄金广场。到黄金广场附近寻找看到过少女的人。
4,TEXT_FESPDY601_03850_SEQ_04,和高雅的市民进行了交谈。据称少女前往了政府层。另外他还表示少女应该是福隆戴尔药学院的孩子。前往学者走廊，在附近寻找孤寂的少女。
5,TEXT_FESPDY601_03850_SEQ_05,和孤寂的少女莫莫露进行了交谈。原本和朋友洛莉约定一起去参加女儿节，可如今却不能外出了，所以才会如此孤寂。阿尔蒂希雅了解情况之后，便提出给药学院装饰一番，并招揽嘉宾，让孩子们即使无法外出也可以感受女儿节的氛围。和学者走廊的药学院的炼金术士谈谈，前往福隆戴尔药学院儿科病房。
6,TEXT_FESPDY601_03850_SEQ_06,到达了福隆戴尔药学院儿科病房。为了获得装饰许可，和福隆戴尔药学院儿科病房的达米利奥谈谈。若是离开了福隆戴尔药学院儿科病房，乌尔达哈的药学院的炼金术士会带领冒险者前往福隆戴尔药学院儿科病房。
7,TEXT_FESPDY601_03850_SEQ_07,和达米利奥进行了交谈。顺利获得了许可，开始为装饰做准备。为了在孩子们进行定期检查时完成装饰，和福隆戴尔药学院儿科病房的孩子们对话，让孩子们去进行定期检查。
8,TEXT_FESPDY601_03850_SEQ_08,和孩子们进行了交谈。在达米利奥等人为装饰做准备时，冒险者决定和莫莫露一起前去邀请洛莉憧憬之人前往病房。和福隆戴尔药学院儿科病房的莫莫露谈谈。
9,TEXT_FESPDY601_03850_SEQ_09,和莫莫露进行了交谈。为了邀请洛莉憧憬之人雷多伦特·罗斯，前往裁衣匠行会和雷多伦特·罗斯谈谈。
