key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
9,"バトル","大物狙い：黒衣森","アルシュ、クィーンボリート、ジャッカネイプス、シロッコ、パイア、太っ腹のホットポックス、プリンスオブペストをすべて討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
10,"バトル","大物狙い：ザナラーン","エルダーモスホーン、カクタージャック、ダディーロングレッグ、弾指のココルン、ネストコマンダー、バルディ、ピュラウスタをすべて討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
11,"バトル","大物狙い：クルザス","ウラエウス、スピットファイア、ダウニーダンスタンをすべて討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
12,"バトル","大物狙い：モードゥナ","ドドレを討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
13,"バトル","大物狙い：シュポシェの霊窟","シアリングシェリダン、ジャイアントレモラ、ローンクァールをすべて討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
14,"バトル","大物狙い：蛮族","断頭のロゾル・トトロック、炎拳のアリグ・ロー、ペイトリアーク03 ズ・ガをすべて討伐する","0",0,10," / ","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
15,"バトル","名うての大物殺し","ノートリアスモンスターを25種類討伐する","0",0,30,"Notorious Monster Hunter / Notorious Monster Hunter","",255,255,0,"ui/icon/062000/062904.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
16,"バトル","真イフリート討滅","真イフリート討滅戦で、イフリートを討伐する","0",0,5," / ","",255,255,0,"ui/icon/062000/062912.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
17,"バトル","善王モグル・モグXII世 討滅","善王モグル・モグXII世 討滅戦で、善王モグル・モグXII世を討伐する","0",0,5," / ","",255,255,0,"ui/icon/062000/062912.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
18,"バトル","真ガルーダ討滅","真ガルーダ討滅戦で、ガルーダを討伐する","0",0,5," / ","",255,255,0,"ui/icon/062000/062912.tex",2,0,,,,,,,,,,0,1,"AchievementHideCondition#0"
19,"ファイター","剣術士：レベル10","剣術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/030000/030408.tex",3,3,"剣術士",,,,,,,,,1,1,"AchievementHideCondition#0"
20,"ファイター","剣術士：レベル20","剣術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/030000/030408.tex",3,3,"剣術士",,,,,,,,,2,1,"AchievementHideCondition#0"
21,"ファイター","剣術士：レベル30","剣術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/030000/030408.tex",3,3,"剣術士",,,,,,,,,3,1,"AchievementHideCondition#0"
22,"ファイター","剣術士：レベル40","剣術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/030000/030408.tex",3,3,"剣術士",,,,,,,,,4,1,"AchievementHideCondition#0"
23,"ファイター","剣術士：レベル50","剣術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/030000/030408.tex",3,3,"剣術士",,,,,,,,,5,1,"AchievementHideCondition#0"
24,"ファイター","格闘士：レベル10","格闘士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031004.tex",3,3,"格闘士",,,,,,,,,21,1,"AchievementHideCondition#0"
25,"ファイター","格闘士：レベル20","格闘士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031004.tex",3,3,"格闘士",,,,,,,,,22,1,"AchievementHideCondition#0"
26,"ファイター","格闘士：レベル30","格闘士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031004.tex",3,3,"格闘士",,,,,,,,,23,1,"AchievementHideCondition#0"
27,"ファイター","格闘士：レベル40","格闘士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031004.tex",3,3,"格闘士",,,,,,,,,24,1,"AchievementHideCondition#0"
28,"ファイター","格闘士：レベル50","格闘士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031004.tex",3,3,"格闘士",,,,,,,,,25,1,"AchievementHideCondition#0"
29,"ファイター","斧術士：レベル10","斧術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031409.tex",3,3,"斧術士",,,,,,,,,41,1,"AchievementHideCondition#0"
30,"ファイター","斧術士：レベル20","斧術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031409.tex",3,3,"斧術士",,,,,,,,,42,1,"AchievementHideCondition#0"
31,"ファイター","斧術士：レベル30","斧術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031409.tex",3,3,"斧術士",,,,,,,,,43,1,"AchievementHideCondition#0"
32,"ファイター","斧術士：レベル40","斧術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031409.tex",3,3,"斧術士",,,,,,,,,44,1,"AchievementHideCondition#0"
33,"ファイター","斧術士：レベル50","斧術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031409.tex",3,3,"斧術士",,,,,,,,,45,1,"AchievementHideCondition#0"
34,"ファイター","槍術士：レベル10","槍術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031816.tex",3,3,"槍術士",,,,,,,,,61,1,"AchievementHideCondition#0"
35,"ファイター","槍術士：レベル20","槍術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031816.tex",3,3,"槍術士",,,,,,,,,62,1,"AchievementHideCondition#0"
36,"ファイター","槍術士：レベル30","槍術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031816.tex",3,3,"槍術士",,,,,,,,,63,1,"AchievementHideCondition#0"
37,"ファイター","槍術士：レベル40","槍術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031816.tex",3,3,"槍術士",,,,,,,,,64,1,"AchievementHideCondition#0"
38,"ファイター","槍術士：レベル50","槍術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/031000/031816.tex",3,3,"槍術士",,,,,,,,,65,1,"AchievementHideCondition#0"
39,"ファイター","弓術士：レベル10","弓術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032204.tex",3,3,"弓術士",,,,,,,,,81,1,"AchievementHideCondition#0"
40,"ファイター","弓術士：レベル20","弓術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032204.tex",3,3,"弓術士",,,,,,,,,82,1,"AchievementHideCondition#0"
41,"ファイター","弓術士：レベル30","弓術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032204.tex",3,3,"弓術士",,,,,,,,,83,1,"AchievementHideCondition#0"
42,"ファイター","弓術士：レベル40","弓術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032204.tex",3,3,"弓術士",,,,,,,,,84,1,"AchievementHideCondition#0"
43,"ファイター","弓術士：レベル50","弓術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032204.tex",3,3,"弓術士",,,,,,,,,85,1,"AchievementHideCondition#0"
44,"全般","武を誇りし者","剣術士、格闘士、斧術士、槍術士、弓術士のすべてのレベルが50に到達する","30",50,20,"Master Fighter / Master Fighter","",255,255,0,"ui/icon/002000/002547.tex",1,26,,,,,,,,,,1,1,"AchievementHideCondition#0"
45,"ソーサラー","幻術士：レベル10","幻術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032611.tex",3,3,"幻術士",,,,,,,,,1,1,"AchievementHideCondition#0"
46,"ソーサラー","幻術士：レベル20","幻術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032611.tex",3,3,"幻術士",,,,,,,,,2,1,"AchievementHideCondition#0"
47,"ソーサラー","幻術士：レベル30","幻術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032611.tex",3,3,"幻術士",,,,,,,,,3,1,"AchievementHideCondition#0"
48,"ソーサラー","幻術士：レベル40","幻術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032611.tex",3,3,"幻術士",,,,,,,,,4,1,"AchievementHideCondition#0"
49,"ソーサラー","幻術士：レベル50","幻術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032611.tex",3,3,"幻術士",,,,,,,,,5,1,"AchievementHideCondition#0"
50,"ソーサラー","呪術士：レベル10","呪術士のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032806.tex",3,3,"呪術士",,,,,,,,,21,1,"AchievementHideCondition#0"
51,"ソーサラー","呪術士：レベル20","呪術士のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032806.tex",3,3,"呪術士",,,,,,,,,22,1,"AchievementHideCondition#0"
52,"ソーサラー","呪術士：レベル30","呪術士のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032806.tex",3,3,"呪術士",,,,,,,,,23,1,"AchievementHideCondition#0"
53,"ソーサラー","呪術士：レベル40","呪術士のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032806.tex",3,3,"呪術士",,,,,,,,,24,1,"AchievementHideCondition#0"
54,"ソーサラー","呪術士：レベル50","呪術士のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/032000/032806.tex",3,3,"呪術士",,,,,,,,,25,1,"AchievementHideCondition#0"
55,"全般","魔を統べし者","幻術士と呪術士と巴術士のすべてのレベルが50に到達する","31",50,20,"Master Sorcerer / Master Sorcerer","",255,255,0,"ui/icon/002000/002661.tex",1,26,,,,,,,,,,2,1,"AchievementHideCondition#0"
56,"全般","八つの道を究めし者","アチーブメント「武を誇りし者」と「魔を統べし者」を達成する","34",50,30," / ","パラゴンクラウン",1,255,3,"ui/icon/002000/002517.tex",4,2,"武を誇りし者","魔を統べし者",,,,,,,,3,1,"AchievementHideCondition#0"
57,"クラフター","木工師：レベル10","木工師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035001.tex",3,3,"木工師",,,,,,,,,1,1,"AchievementHideCondition#0"
58,"クラフター","木工師：レベル20","木工師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035001.tex",3,3,"木工師",,,,,,,,,2,1,"AchievementHideCondition#0"
59,"クラフター","木工師：レベル30","木工師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035001.tex",3,3,"木工師",,,,,,,,,3,1,"AchievementHideCondition#0"
60,"クラフター","木工師：レベル40","木工師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035001.tex",3,3,"木工師",,,,,,,,,4,1,"AchievementHideCondition#0"
61,"クラフター","木工師：レベル50","木工師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035001.tex",3,3,"木工師",,,,,,,,,5,1,"AchievementHideCondition#0"
62,"クラフター","鍛冶師：レベル10","鍛冶師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035106.tex",3,3,"鍛冶師",,,,,,,,,21,1,"AchievementHideCondition#0"
63,"クラフター","鍛冶師：レベル20","鍛冶師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035106.tex",3,3,"鍛冶師",,,,,,,,,22,1,"AchievementHideCondition#0"
64,"クラフター","鍛冶師：レベル30","鍛冶師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035106.tex",3,3,"鍛冶師",,,,,,,,,23,1,"AchievementHideCondition#0"
65,"クラフター","鍛冶師：レベル40","鍛冶師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035106.tex",3,3,"鍛冶師",,,,,,,,,24,1,"AchievementHideCondition#0"
66,"クラフター","鍛冶師：レベル50","鍛冶師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035106.tex",3,3,"鍛冶師",,,,,,,,,25,1,"AchievementHideCondition#0"
67,"クラフター","甲冑師：レベル10","甲冑師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035203.tex",3,3,"甲冑師",,,,,,,,,41,1,"AchievementHideCondition#0"
68,"クラフター","甲冑師：レベル20","甲冑師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035203.tex",3,3,"甲冑師",,,,,,,,,42,1,"AchievementHideCondition#0"
69,"クラフター","甲冑師：レベル30","甲冑師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035203.tex",3,3,"甲冑師",,,,,,,,,43,1,"AchievementHideCondition#0"
70,"クラフター","甲冑師：レベル40","甲冑師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035203.tex",3,3,"甲冑師",,,,,,,,,44,1,"AchievementHideCondition#0"
71,"クラフター","甲冑師：レベル50","甲冑師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035203.tex",3,3,"甲冑師",,,,,,,,,45,1,"AchievementHideCondition#0"
72,"クラフター","彫金師：レベル10","彫金師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035301.tex",3,3,"彫金師",,,,,,,,,61,1,"AchievementHideCondition#0"
73,"クラフター","彫金師：レベル20","彫金師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035301.tex",3,3,"彫金師",,,,,,,,,62,1,"AchievementHideCondition#0"
74,"クラフター","彫金師：レベル30","彫金師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035301.tex",3,3,"彫金師",,,,,,,,,63,1,"AchievementHideCondition#0"
75,"クラフター","彫金師：レベル40","彫金師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035301.tex",3,3,"彫金師",,,,,,,,,64,1,"AchievementHideCondition#0"
76,"クラフター","彫金師：レベル50","彫金師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035301.tex",3,3,"彫金師",,,,,,,,,65,1,"AchievementHideCondition#0"
77,"クラフター","革細工師：レベル10","革細工師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035404.tex",3,3,"革細工師",,,,,,,,,81,1,"AchievementHideCondition#0"
78,"クラフター","革細工師：レベル20","革細工師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035404.tex",3,3,"革細工師",,,,,,,,,82,1,"AchievementHideCondition#0"
79,"クラフター","革細工師：レベル30","革細工師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035404.tex",3,3,"革細工師",,,,,,,,,83,1,"AchievementHideCondition#0"
80,"クラフター","革細工師：レベル40","革細工師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035404.tex",3,3,"革細工師",,,,,,,,,84,1,"AchievementHideCondition#0"
81,"クラフター","革細工師：レベル50","革細工師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035404.tex",3,3,"革細工師",,,,,,,,,85,1,"AchievementHideCondition#0"
82,"クラフター","裁縫師：レベル10","裁縫師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035501.tex",3,3,"裁縫師",,,,,,,,,101,1,"AchievementHideCondition#0"
83,"クラフター","裁縫師：レベル20","裁縫師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035501.tex",3,3,"裁縫師",,,,,,,,,102,1,"AchievementHideCondition#0"
84,"クラフター","裁縫師：レベル30","裁縫師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035501.tex",3,3,"裁縫師",,,,,,,,,103,1,"AchievementHideCondition#0"
85,"クラフター","裁縫師：レベル40","裁縫師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035501.tex",3,3,"裁縫師",,,,,,,,,104,1,"AchievementHideCondition#0"
86,"クラフター","裁縫師：レベル50","裁縫師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035501.tex",3,3,"裁縫師",,,,,,,,,105,1,"AchievementHideCondition#0"
87,"クラフター","錬金術師：レベル10","錬金術師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035604.tex",3,3,"錬金術師",,,,,,,,,121,1,"AchievementHideCondition#0"
88,"クラフター","錬金術師：レベル20","錬金術師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035604.tex",3,3,"錬金術師",,,,,,,,,122,1,"AchievementHideCondition#0"
89,"クラフター","錬金術師：レベル30","錬金術師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035604.tex",3,3,"錬金術師",,,,,,,,,123,1,"AchievementHideCondition#0"
90,"クラフター","錬金術師：レベル40","錬金術師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035604.tex",3,3,"錬金術師",,,,,,,,,124,1,"AchievementHideCondition#0"
91,"クラフター","錬金術師：レベル50","錬金術師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035604.tex",3,3,"錬金術師",,,,,,,,,125,1,"AchievementHideCondition#0"
92,"クラフター","調理師：レベル10","調理師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035704.tex",3,3,"調理師",,,,,,,,,141,1,"AchievementHideCondition#0"
93,"クラフター","調理師：レベル20","調理師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035704.tex",3,3,"調理師",,,,,,,,,142,1,"AchievementHideCondition#0"
94,"クラフター","調理師：レベル30","調理師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035704.tex",3,3,"調理師",,,,,,,,,143,1,"AchievementHideCondition#0"
95,"クラフター","調理師：レベル40","調理師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035704.tex",3,3,"調理師",,,,,,,,,144,1,"AchievementHideCondition#0"
96,"クラフター","調理師：レベル50","調理師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/035000/035704.tex",3,3,"調理師",,,,,,,,,145,1,"AchievementHideCondition#0"
97,"全般","職人気質な冒険者","木工師、鍛冶師、甲冑師、彫金師、革細工師、裁縫師、錬金術師、調理師のすべてのレベルが50に到達する","33",50,20,"Master Crafter / Master Crafter","",255,255,0,"ui/icon/061000/061269.tex",1,26,,,,,,,,,,21,1,"AchievementHideCondition#0"
98,"ギャザラー","採掘師：レベル10","採掘師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038003.tex",3,3,"採掘師",,,,,,,,,1,1,"AchievementHideCondition#0"
99,"ギャザラー","採掘師：レベル20","採掘師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038003.tex",3,3,"採掘師",,,,,,,,,2,1,"AchievementHideCondition#0"
100,"ギャザラー","採掘師：レベル30","採掘師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038003.tex",3,3,"採掘師",,,,,,,,,3,1,"AchievementHideCondition#0"
101,"ギャザラー","採掘師：レベル40","採掘師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038003.tex",3,3,"採掘師",,,,,,,,,4,1,"AchievementHideCondition#0"
102,"ギャザラー","採掘師：レベル50","採掘師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038003.tex",3,3,"採掘師",,,,,,,,,5,1,"AchievementHideCondition#0"
103,"ギャザラー","園芸師：レベル10","園芸師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038103.tex",3,3,"園芸師",,,,,,,,,21,1,"AchievementHideCondition#0"
104,"ギャザラー","園芸師：レベル20","園芸師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038103.tex",3,3,"園芸師",,,,,,,,,22,1,"AchievementHideCondition#0"
105,"ギャザラー","園芸師：レベル30","園芸師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038103.tex",3,3,"園芸師",,,,,,,,,23,1,"AchievementHideCondition#0"
106,"ギャザラー","園芸師：レベル40","園芸師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038103.tex",3,3,"園芸師",,,,,,,,,24,1,"AchievementHideCondition#0"
107,"ギャザラー","園芸師：レベル50","園芸師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038103.tex",3,3,"園芸師",,,,,,,,,25,1,"AchievementHideCondition#0"
108,"ギャザラー","漁師：レベル10","漁師のレベルが10に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038203.tex",3,3,"漁師",,,,,,,,,41,1,"AchievementHideCondition#0"
109,"ギャザラー","漁師：レベル20","漁師のレベルが20に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038203.tex",3,3,"漁師",,,,,,,,,42,1,"AchievementHideCondition#0"
110,"ギャザラー","漁師：レベル30","漁師のレベルが30に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038203.tex",3,3,"漁師",,,,,,,,,43,1,"AchievementHideCondition#0"
111,"ギャザラー","漁師：レベル40","漁師のレベルが40に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038203.tex",3,3,"漁師",,,,,,,,,44,1,"AchievementHideCondition#0"
112,"ギャザラー","漁師：レベル50","漁師のレベルが50に到達する","0",0,5," / ","",255,255,0,"ui/icon/038000/038203.tex",3,3,"漁師",,,,,,,,,45,1,"AchievementHideCondition#0"
113,"全般","自然の恵みを我が手に","採掘師、園芸師、漁師のすべてのレベルが50に到達する","32",50,20,"Master Gatherer / Master Gatherer","",255,255,0,"ui/icon/001000/001981.tex",1,26,,,,,,,,,,22,1,"AchievementHideCondition#0"
114,"通貨","血と汗の対価：ランク1","リーヴの報酬により、累計100ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/025000/025919.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
115,"通貨","血と汗の対価：ランク2","リーヴの報酬により、累計1,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/025000/025919.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
116,"通貨","血と汗の対価：ランク3","リーヴの報酬により、累計10,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/025000/025919.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
117,"通貨","血と汗の対価：ランク4","リーヴの報酬により、累計100,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/025000/025919.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
118,"通貨","血と汗の対価：ランク5","リーヴの報酬により、累計1,000,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/025000/025919.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
119,"通貨","商神ナルザルに愛されし者","リーヴの報酬により、累計10,000,000ギル獲得する","1",10,10,"Honest Adventurer / Honest Adventurer","",255,255,0,"ui/icon/000000/000463.tex",3,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
120,"通貨","塵も積もれば山となる：ランク1","エネミー討伐時に得られるギルにより、累計1,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/026000/026001.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
121,"通貨","塵も積もれば山となる：ランク2","エネミー討伐時に得られるギルにより、累計10,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/026000/026001.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
122,"通貨","塵も積もれば山となる：ランク3","エネミー討伐時に得られるギルにより、累計100,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/026000/026001.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
123,"通貨","塵も積もれば山となる：ランク4","エネミー討伐時に得られるギルにより、累計1,000,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/026000/026001.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
124,"通貨","塵も積もれば山となる：ランク5","エネミー討伐時に得られるギルにより、累計10,000,000ギル獲得する","0",0,5," / ","",255,255,0,"ui/icon/026000/026001.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
125,"通貨","筋金入りの武辺者","エネミー討伐時に得られるギルにより、累計100,000,000ギル獲得する","0",0,10,"Scavenger / Scavenger","",255,255,0,"ui/icon/000000/000613.tex",0,1,,,,,,,,,,0,1,"AchievementHideCondition#0"
126,"全般","高潔なるテンプラー","テンプラーチェーンコイフ、テンプラーホーバージョン、テンプラーソルレットをすべて入手する
※入手した装備品をすべて着用した状態で、グリダニア：旧市街にいる「ジョナサス」に話しかけてください","0",0,5," / ","",255,255,0,"ui/icon/040000/040039.tex",4,1,,,,,,,,,,1,1,"AchievementHideCondition#0"
127,"全般","勇猛なるバッカニア","バッカニアトライコーン、バッカニアシャツ、バッカニアブーツをすべて入手する
※入手した装備品をすべて着用した状態で、グリダニア：旧市街にいる「ジョナサス」に話しかけてください","0",0,5," / ","",255,255,0,"ui/icon/041000/041099.tex",4,1,,,,,,,,,,2,1,"AchievementHideCondition#0"
