key,0,1,2,3,4,5,6,7
#,Type,AdditionalData,AcceptClassJobCategory,Category,UnlockCondition,SortKey,Icon,Name
int32,byte,Row,ClassJobCategory,byte,BannerCondition,uint16,Image,str
0,0,,"所有职业",0,"BannerCondition#0",0,,"未設定"
1,20,"normal/idle","所有职业",3,"BannerCondition#1",1,"ui/icon/082000/082083.tex","站立姿势：收回武器1"
2,11,"","所有职业",3,"BannerCondition#1",2,"ui/icon/082000/082083.tex","站立姿势：收回武器2"
3,11,"","所有职业",3,"BannerCondition#1",3,"ui/icon/082000/082083.tex","站立姿势：收回武器3"
4,11,"","所有职业",3,"BannerCondition#1",4,"ui/icon/082000/082083.tex","站立姿势：收回武器4"
5,11,"","所有职业",3,"BannerCondition#1",5,"ui/icon/082000/082083.tex","站立姿势：收回武器5"
6,11,"改变姿势","所有职业",3,"BannerCondition#1",6,"ui/icon/082000/082083.tex","站立姿势：收回武器6"
7,11,"改变姿势","所有职业",3,"BannerCondition#1",7,"ui/icon/082000/082083.tex","站立姿势：收回武器7"
8,20,"battle/idle","所有职业",3,"BannerCondition#1",8,"ui/icon/082000/082083.tex","站立姿势：拔出武器1"
9,11,"","所有职业",3,"BannerCondition#1",9,"ui/icon/082000/082083.tex","站立姿势：拔出武器2"
10,0,,"",0,"BannerCondition#0",0,,""
11,0,,"",0,"BannerCondition#0",0,,""
12,0,,"",0,"BannerCondition#0",0,,""
13,11,"欢迎","所有职业",1,"BannerCondition#1",1003,"ui/icon/064000/064041.tex",""
14,11,"打招呼","所有职业",1,"BannerCondition#7",1004,"ui/icon/064000/064361.tex",""
15,11,"道别","所有职业",1,"BannerCondition#1",1005,"ui/icon/064000/064015.tex",""
16,11,"挥手","所有职业",1,"BannerCondition#1",1006,"ui/icon/064000/064016.tex",""
17,0,,"",0,"BannerCondition#0",0,,""
18,11,"敬礼","所有职业",1,"BannerCondition#1",1008,"ui/icon/064000/064031.tex",""
19,0,,"",0,"BannerCondition#0",0,,""
20,0,,"",0,"BannerCondition#0",0,,""
21,0,,"",0,"BannerCondition#0",0,,""
22,0,,"",0,"BannerCondition#0",0,,""
23,0,,"",0,"BannerCondition#0",0,,""
24,11,"啦哩吼","所有职业",1,"BannerCondition#9",1014,"ui/icon/064000/064383.tex",""
25,11,"轻笑","所有职业",1,"BannerCondition#1",1015,"ui/icon/064000/064020.tex",""
26,11,"大笑","所有职业",1,"BannerCondition#1",1016,"ui/icon/064000/064021.tex",""
27,11,"高兴","所有职业",1,"BannerCondition#1",1017,"ui/icon/064000/064018.tex",""
