key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
#,Name,Bg,BattalionMode,PlaceName{Region},PlaceName{Zone},PlaceName,Map,LoadingImage,ExclusiveType,TerritoryIntendedUse,ContentFinderCondition,,WeatherRate,,,PCSearch,Stealth,Mount,,BGM,PlaceName{Region}Icon,PlaceNameIcon,ArrayEventHandler,QuestBattle,Aetheryte,FixedTime,Resident,AchievementIndex,IsPvpZone,ExVersion,,,,MountSpeed,,,,,,,
int32,str,str,byte,PlaceName,PlaceName,PlaceName,Map,LoadingImage,byte,byte,ContentFinderCondition,bit&01,byte,bit&02,byte,bit&04,bit&08,bit&10,bit&20,Row,Image,Image,ArrayEventHandler,QuestBattle,Aetheryte,int32,uint16,sbyte,bit&40,ExVersion,byte,byte,byte,MountSpeed,bit&80,bit&01,byte,bit&02,bit&04,bit&08,bit&10
1,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
2,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
3,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
4,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
5,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
6,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
7,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
8,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
9,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
10,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
11,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
13,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
14,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
15,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
16,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
17,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
18,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
19,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
20,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
21,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
22,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
24,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
25,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
26,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
27,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
28,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
29,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
128,"s1t1","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"拉诺西亚","利姆萨·罗敏萨城区","利姆萨·罗敏萨上层甲板","s1t1/01","LoadingImage#2",0,0,"",False,14,True,0,True,False,False,False,"BGMSituation#1020",,,"ArrayEventHandler#852085","QuestBattle#0","利姆萨·罗敏萨下层甲板",-1,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
129,"s1t2","ffxiv/sea_s1/twn/s1t2/level/s1t2",1,"拉诺西亚","利姆萨·罗敏萨城区","利姆萨·罗敏萨下层甲板","s1t2/01","LoadingImage#2",0,0,"",False,15,True,0,True,False,False,False,"BGMSituation#1020",,,"ArrayEventHandler#852088","QuestBattle#0","利姆萨·罗敏萨下层甲板",-1,0,1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
130,"w1t1","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"萨纳兰","乌尔达哈城区","乌尔达哈现世回廊","w1t1/01","LoadingImage#4",0,0,"",False,7,True,0,True,False,False,False,"BGMSituation#1035",,,"ArrayEventHandler#852086","QuestBattle#0","乌尔达哈现世回廊",-1,0,2,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
131,"w1t2","ffxiv/wil_w1/twn/w1t2/level/w1t2",1,"萨纳兰","乌尔达哈城区","乌尔达哈来生回廊","w1t2/01","LoadingImage#4",0,0,"",False,8,True,0,True,False,False,False,"BGMSituation#1035",,,"ArrayEventHandler#853381","QuestBattle#0","乌尔达哈现世回廊",-1,0,3,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
132,"f1t1","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"黑衣森林","格里达尼亚城区","格里达尼亚新街","f1t1/00","LoadingImage#3",0,0,"",False,1,True,0,True,False,False,False,"BGMSituation#1003",,,"ArrayEventHandler#852087","QuestBattle#0","格里达尼亚新街",-1,2,4,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
133,"f1t2","ffxiv/fst_f1/twn/f1t2/level/f1t2",1,"黑衣森林","格里达尼亚城区","格里达尼亚旧街","f1t2/00","LoadingImage#3",0,0,"",False,2,True,0,True,False,False,False,"BGMSituation#1003",,,"ArrayEventHandler#852103","QuestBattle#0","格里达尼亚新街",-1,0,5,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
134,"s1f1","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,"拉诺西亚","拉诺西亚","中拉诺西亚","s1f1/00","LoadingImage#2",0,1,"",False,16,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#852316","QuestBattle#0","盛夏农庄",-1,0,6,False,"重生之境",0,0,19,"克拉克希奥的决心",False,False,0,False,False,False,False
135,"s1f2","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,"拉诺西亚","拉诺西亚","拉诺西亚低地","s1f2/00","LoadingImage#2",0,1,"",False,17,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#853721","QuestBattle#0","莫拉比造船厂",-1,0,7,False,"重生之境",0,0,19,"克拉克希奥的决心",False,False,0,False,False,False,False
136,"s1h1_test","ffxiv/sea_s1/hou/s1h1/level/s1h1",1,"拉诺西亚","拉诺西亚","海雾村","s1h1/01","LoadingImage#2",0,0,"",False,14,False,0,False,False,False,False,"BGMSituation#1083",,,,"QuestBattle#0","利姆萨·罗敏萨下层甲板",-1,0,8,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
137,"s1f3","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,"拉诺西亚","拉诺西亚","东拉诺西亚","s1f3/01","LoadingImage#2",0,1,"",False,18,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#853427","QuestBattle#0","太阳海岸",-1,0,9,False,"重生之境",0,0,19,"永远的海雄旅团",False,False,0,False,False,False,False
138,"s1f4","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,"拉诺西亚","拉诺西亚","西拉诺西亚","s1f4/00","LoadingImage#2",0,1,"",False,19,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#852317","QuestBattle#0","雨燕塔殖民地",-1,0,10,False,"重生之境",0,0,19,"疯狂的歌声",False,False,0,False,False,False,False
139,"s1f5","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,"拉诺西亚","拉诺西亚","拉诺西亚高地","s1f5/00","LoadingImage#2",0,1,"",False,20,False,0,True,True,True,False,"BGMSituation#1021",,,,"QuestBattle#0","石绿湖营地",-1,0,11,False,"重生之境",0,0,19,"愤怒土神泰坦",False,False,0,False,False,False,False
140,"w1f1","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,"萨纳兰","萨纳兰","西萨纳兰","w1f1/00","LoadingImage#4",0,1,"",False,9,False,0,True,True,True,False,"BGMSituation#1036",,,"ArrayEventHandler#852089","QuestBattle#0","地平关",-1,0,12,False,"重生之境",0,0,19,"克拉克希奥的决心",False,False,0,False,False,False,False
141,"w1f2","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,"萨纳兰","萨纳兰","中萨纳兰","w1f2/00","LoadingImage#4",0,1,"",False,10,False,0,True,True,True,False,"BGMSituation#1036",,,"ArrayEventHandler#852111","QuestBattle#0","黑尘驿站",-1,0,13,False,"重生之境",0,0,19,"克拉克希奥的决心",False,False,0,False,False,False,False
142,"w1d7_battle","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,"萨纳兰","萨纳兰","日影地修炼所","default/00","LoadingImage#4",2,10,"艾玛吉娜杯斗技大会决赛",False,0,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,68,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
143,"r1fd","ffxiv/roc_r1/fld/r1fd/level/r1fd",1,"库尔札斯","库尔札斯","云廊","r1fd/00","LoadingImage#5",2,24,"皇都伊修加德保卫战",False,28,False,2,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,88,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
144,"w1eb","ffxiv/wil_w1/evt/w1eb/level/w1eb",1,"萨纳兰","萨纳兰","金碟游乐场","w1eb/00","LoadingImage#4",0,23,"",False,0,False,0,True,False,False,False,"BGMSituation#1143",,,"ArrayEventHandler#854311","QuestBattle#0","金碟游乐场",-1,77,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
145,"w1f3","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,"萨纳兰","萨纳兰","东萨纳兰","w1f3/00","LoadingImage#4",0,1,"",False,11,False,0,True,True,True,False,"BGMSituation#1036",,,"ArrayEventHandler#853019","QuestBattle#0","枯骨营地",-1,0,14,False,"重生之境",0,0,19,"远方来客",False,False,0,False,False,False,False
146,"w1f4","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,"萨纳兰","萨纳兰","南萨纳兰","w1f4/01","LoadingImage#4",0,1,"",False,12,False,0,True,True,True,False,"BGMSituation#1036",,,"ArrayEventHandler#852388","QuestBattle#0","小阿拉米格",-1,0,15,False,"重生之境",0,38,19,"虫肉很美味",False,False,0,False,False,False,False
