key,0,1,2,3,4,5,6,7
#,MaxTotalStats,MaxEachStat,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],Image,
int32,uint16,uint16,BaseParam,BaseParam,BaseParam,BaseParam,Image,byte
0,0,0,"","","","",,0
32669,834,364,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080812.tex",0
32670,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080813.tex",0
32671,1167,510,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080814.tex",0
32672,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080815.tex",0
32673,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080816.tex",0
32674,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080821.tex",0
32675,1167,510,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080823.tex",0
32676,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080822.tex",0
32677,1167,510,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080817.tex",0
32678,1167,510,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080818.tex",0
32679,1167,510,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080819.tex",0
32680,1167,510,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080820.tex",0
32681,1167,510,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080824.tex",0
32682,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080825.tex",0
32683,1167,510,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080826.tex",0
32684,1167,510,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080827.tex",0
32685,1167,510,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080828.tex",0
32686,333,146,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080811.tex",0
33462,844,379,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080832.tex",1
33463,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080833.tex",1
33464,1182,531,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080834.tex",1
33465,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080835.tex",1
33466,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080836.tex",1
33467,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080841.tex",1
33468,1182,531,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080843.tex",1
33469,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080842.tex",1
33470,1182,531,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080837.tex",1
33471,1182,531,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080838.tex",1
33472,1182,531,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080839.tex",1
33473,1182,531,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080840.tex",1
33474,1182,531,"信仰","クリティカル","意思力","スペルスピード","ui/icon/080000/080844.tex",1
33475,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080845.tex",1
33476,1182,531,"ダイレクトヒット","クリティカル","意思力","スペルスピード","ui/icon/080000/080846.tex",1
33477,1182,531,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080847.tex",1
33478,1182,531,"ダイレクトヒット","クリティカル","意思力","スキルスピード","ui/icon/080000/080848.tex",1
33479,338,152,"不屈","クリティカル","意思力","スキルスピード","ui/icon/080000/080831.tex",0
