key,0,1,2,3,4,5
#,,CompanyCraftType,CompanyCraftProcess[0],CompanyCraftProcess[1],CompanyCraftProcess[2],
int32,byte,CompanyCraftType,CompanyCraftProcess,CompanyCraftProcess,CompanyCraftProcess,uint16
0,0,"","CompanyCraftProcess#0","CompanyCraftProcess#0","CompanyCraftProcess#0",0
1,1,"ホイールスタンド","CompanyCraftProcess#1","CompanyCraftProcess#2","CompanyCraftProcess#3",0
2,2,"ホイールスタンド","CompanyCraftProcess#50","CompanyCraftProcess#51","CompanyCraftProcess#52",0
3,3,"ホイールスタンド","CompanyCraftProcess#100","CompanyCraftProcess#101","CompanyCraftProcess#102",0
4,4,"ホイールスタンド","CompanyCraftProcess#105","CompanyCraftProcess#106","CompanyCraftProcess#107",0
5,5,"ホイールスタンド","CompanyCraftProcess#110","CompanyCraftProcess#111","CompanyCraftProcess#112",0
100,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
101,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
102,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
103,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
104,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
105,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
106,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
107,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
108,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
109,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
110,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
111,2,"ホイール","CompanyCraftProcess#6","CompanyCraftProcess#0","CompanyCraftProcess#0",0
112,2,"ホイール","CompanyCraftProcess#5","CompanyCraftProcess#0","CompanyCraftProcess#0",0
113,2,"ホイール","CompanyCraftProcess#5","CompanyCraftProcess#0","CompanyCraftProcess#0",0
114,2,"ホイール","CompanyCraftProcess#5","CompanyCraftProcess#0","CompanyCraftProcess#0",0
115,2,"ホイール","CompanyCraftProcess#5","CompanyCraftProcess#0","CompanyCraftProcess#0",0
116,2,"ホイール","CompanyCraftProcess#4","CompanyCraftProcess#0","CompanyCraftProcess#0",0
200,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
201,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
202,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
203,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
204,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
205,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
206,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
207,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
208,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
209,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
210,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
211,3,"ホイール","CompanyCraftProcess#55","CompanyCraftProcess#0","CompanyCraftProcess#0",0
212,3,"ホイール","CompanyCraftProcess#54","CompanyCraftProcess#0","CompanyCraftProcess#0",0
213,3,"ホイール","CompanyCraftProcess#54","CompanyCraftProcess#0","CompanyCraftProcess#0",0
214,3,"ホイール","CompanyCraftProcess#54","CompanyCraftProcess#0","CompanyCraftProcess#0",0
215,3,"ホイール","CompanyCraftProcess#54","CompanyCraftProcess#0","CompanyCraftProcess#0",0
216,3,"ホイール","CompanyCraftProcess#53","CompanyCraftProcess#0","CompanyCraftProcess#0",0
300,1,"飛空艇：船体","CompanyCraftProcess#500","CompanyCraftProcess#501","CompanyCraftProcess#502",0
301,4,"飛空艇：船体","CompanyCraftProcess#503","CompanyCraftProcess#504","CompanyCraftProcess#505",0
302,2,"飛空艇：船体","CompanyCraftProcess#506","CompanyCraftProcess#507","CompanyCraftProcess#508",0
303,5,"飛空艇：船体","CompanyCraftProcess#509","CompanyCraftProcess#510","CompanyCraftProcess#511",0
304,3,"飛空艇：船体","CompanyCraftProcess#512","CompanyCraftProcess#513","CompanyCraftProcess#514",0
305,6,"飛空艇：船体","CompanyCraftProcess#515","CompanyCraftProcess#516","CompanyCraftProcess#517",0
306,7,"飛空艇：船体","CompanyCraftProcess#518","CompanyCraftProcess#519","CompanyCraftProcess#520",0
400,1,"飛空艇：艤装","CompanyCraftProcess#550","CompanyCraftProcess#551","CompanyCraftProcess#552",0
401,4,"飛空艇：艤装","CompanyCraftProcess#553","CompanyCraftProcess#554","CompanyCraftProcess#555",0
