key,0,1,2,3
#,,,,
int32,str,int32,int32,byte
0,"",0,0,0
1,"PvPチーム「<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>」が結成されました。",0,1,0
2,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>が加入しました。",2,0,0
3,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>が脱退しました。",2,0,0
4,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>が脱退しました。",2,0,0
5,"",2,0,0
6,"",2,0,0
7,"チーム名が「<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>」に変更されました。",0,1,0
8,"チームクレストが変更されました。",0,0,0
9,"チームの階級が「<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>」に昇級しました。",0,3,0
10,"チームの階級が「<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>」に降級しました。",0,3,0
11,"新たなシーズンが開始されました。",0,0,0
12,"一定期間リーダーが不在のためリーダーが<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>に委譲されました。",2,0,0
13,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>がサブリーダーに任命されました。",2,0,0
14,"リーダーが<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>に委譲されました。",2,0,0
