key,0,1,2,3
#,Name,ENPC,,
int32,str,ENpcResident,byte,byte
0,"",,0,0
1,"",,0,0
2,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,8
3,"次の作業で、第一期区画の施設を完成させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,8
4,"第一期整備計画の完了、ご苦労だった！
第二期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,8
5,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,8
6,"次の作業で、第二期区画の施設を完成させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,8
7,"第二期整備計画の完了、ご苦労だった！
第三期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,8
8,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,8
9,"次の作業で、第三期区画の施設を完成させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,8
10,"「名も無き者たちの広場」整備計画の全工程、これにて完了だ！
みんな、ご苦労だったなッ！！","共同作業の現場監督",8,8
11,"",,0,0
12,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
13,"「十字鍬通り」第一期整備計画の完了、ご苦労だった！
第二期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
14,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
15,"「十字鍬通り」第二期整備計画の完了、ご苦労だった！
第三期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
16,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
17,"次の作業で、「十字鍬通り」第三期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
18,"「十字鍬通り」第三期整備計画の完了、ご苦労だった！
第四期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
19,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
20,"次の作業で、「十字鍬通り」第四期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
21,"「十字鍬通り」整備計画の全工程、これにて完了だ！ご苦労だった！
次は「聖ロエル広場」の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",8,10
22,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
23,"「聖ロエル広場」第一期整備計画の完了、ご苦労だった！
第二期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
24,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
25,"「聖ロエル広場」第二期整備計画の完了、ご苦労だった！
第三期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
26,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
27,"次の作業で、「聖ロエル広場」第三期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
28,"「聖ロエル広場」第三期整備計画の完了、ご苦労だった！
第四期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
29,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
30,"「聖ロエル広場」整備計画の全工程、これにて完了だ！ご苦労だった！
次は「ニューネスト居住区」の整備計画のために納品を頼む！","共同作業の現場監督",8,10
31,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
32,"「ニューネスト居住区」第一期整備計画の完了、ご苦労だった！
第二期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
33,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
34,"「ニューネスト居住区」第二期整備計画の完了、ご苦労だった！
第三期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
35,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
36,"「ニューネスト居住区」第三期整備計画の完了、ご苦労だった！
第四期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
37,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
38,"次で「ニューネスト居住区」第四期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
39,"「ニューネスト居住区」第四期整備計画の完了、ご苦労だった！
第五期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
40,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
41,"次で「ニューネスト居住区」第五期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
42,"「ニューネスト居住区」第五期整備計画の完了、ご苦労だった！
第六期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
43,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
44,"次で「ニューネスト居住区」第六期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
45,"「ニューネスト居住区」第六期整備計画の完了、ご苦労だった！
第七期の整備計画のために、窓口へ資材の納品を頼む！","共同作業の現場監督",3,10
46,"充分な資材が集まったので、復興共同作業を行います。
復興事業掲示板で、作業開始時刻を確認してください。",,0,10
47,"次で「ニューネスト居住区」第七期整備計画を完了させる予定だ！
開始の時刻は、復興事業掲示板で確認してくれ！","共同作業の現場監督",3,10
48,"「ニューネスト居住区」整備計画の全工程、これにて完了だ！
みんな、ご苦労だったなッ！！","共同作業の現場監督",8,10
