key,0,1,2,3,4,5,6,7,8,9,10
#,,Roles(1),JapaneseCast(1),EnglishCast(1),FrenchCast(1),GermanCast(1),Roles(2),JapaneseCast(2),EnglishCast(2),FrenchCast(2),GermanCast(2)
int32,byte,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast,CreditCast
0.0,0,"","","","","","","","","",""
1.0,1,"Title Logo Designer and Image Illustrator","Yoshitaka Amano","","","","","","","",""
1.1,1,"Main Theme Composer","Nobuo Uematsu","","","","","","","",""
1.2,3,"Alphinaud","Shinnosuke Tachibana","Colin Ryan","Sébastien Desjours","Markus Haase","Tataru","Mariya Ise","Carina Reeves","Kelly Marot","Annette Gunkel"
1.3,3,"Y'shtola","Ai Kayano","Robyn Addison","Laëtitia Lefebvre","Annette Schreier","Urianger","KENN","Timothy Watson","Raphaël Cohen","Florian Hoffmann"
1.4,3,"Cid","Rikiya Koyama","Gwilym Lee","Lionel Tua","Achim Barrenstein","Biggs","Go Inoue","Antony Byrne","Eric Peter","Gordon Piedesack"
1.5,3,"Aymeric","Tatsuhisa Suzuki","Blake Ritson","Sylvain Agaesse ","Tino Kießling","Lucia","Sayaka Ohara","Lydia Leonard","Celine Melloul","Kim Pfeiffer"
1.6,3,"Midgardsormr","Taketora","Allan Corduner ","Emmanuel Bonami","Tino Kießling","Estinien","Kenji Hamada","Robert Vernon","Gilduin Tissier","Michael Pink"
1.7,2,"Shiva, Iceheart","Maaya Uchida","Siobhan Hewlett","Laurence Crouzet ","Sonja Firker","","","","",""
1.8,3,"Hilda","Yuka Keicho","Jaye Jacobs","Olivia Nicosia","Katja Hirsch","Matoya","Yu Sugimoto","Sheila Steafel / Sheila Reid","Cathy Cerda","Ulrike Hübschmann"
1.9,3,"Raubahn Aldynn","Hiroki Yasumoto","Nick Boulton","Frédéric Souterelle","Gordon Piedesack","Kan-E-Senna","Rie Tanaka","Hannah Arterton","Kelly Marot","Annette Gunkel"
1.10,3,"Merlwyb Bloefhiswyn","Atsuko Tanaka","Tracy Ann Oberman","Marie Gamory","Ellen Schulz","Yugiri","Rina Satoh","Syan Blake","Marie Zidi","Marianne Graffam "
1.11,3,"Lolorito","Hisashi Izumi","Simon Greenall","Bertrand Liebert","Roland Wolf","Dewlala","Gara Takashima","Rosie Cavaliero","Fily Keita","Natascha Bub"
1.12,3,"Pipin","Nobuyuki Hiyama","Adam Howden","Benjamin Bollen","Benjamin Stöwe","Eynzahr Slafyrsyn","Shigeo Kiyama","Allan Corduner","Serge Biavan","Helmut Krauss"
1.13,3,"Ilberd","Hiroshi Shirokuma","Antony Byrne","Thierry Mercier ","Thomas Schmuckert","Meriel","Yu Sugimoto","Hannah Arterton","Laëtitia Lefebvre","Annette Schreier"
1.14,3,"Zephirin","Yasuaki Takumi","Nick Boulton","Taric Mehani","Arne Stephan","Charibert","Kiyotaka Furushima","Ryan Gage","Bertrand Liebert","Michael Che Koch"
1.15,3,"Varis","Jouji Nakata","Michael Maloney","Philippe Valmont","Romanus Fuhrmann","Regula","Jurota Kosugi","Stephen Campbell","Loïc Houdré","Jan Uplegger"
1.16,3,"Thordan","Shinpachi Tsuji","Brian Protheroe","Jean-Claude Sachot","Bernd Vollbrecht","Elidibus","Akira Ishida","Matt Stokoe","Cyrille Monge","Rainer Döring"
1.17,3,"Lahabrea","Shuichi Ikeda","Alec Newman","Gabriel Le Doze","Michael Che Koch","Igeyorhm","Ai Orikasa","Gemma Whelan","Stéphanie Lafforgue","Vera Bunk"
1.18,2,"Hydaelyn","Masako Ikeda","Joanna Roth","Véronique Augereau","Sonngard Dressler","","","","",""
1.19,2,"Edmont","Ikuya Sawaki","Stephen Critchlow","Pierre Dourlens","Andreas Sparberg","","","","",""
1.20,2,"Haurchefant","Masakazu Nishida","Jason La Shea","Benoit Du Pac","Daniel Montoya","","","","",""
2.0,1,"Title Logo Designer and Image Illustrator","Yoshitaka Amano","","","","","","","",""
2.1,1,"Main Theme Composer","Nobuo Uematsu","","","","","","","",""
2.2,3,"Alphinaud","Shinnosuke Tachibana","Colin Ryan","Sébastien Desjours","Markus Haase","Tataru","Mariya Ise","Carina Reeves","Kelly Marot","Annette Gunkel"
2.3,3,"Y'shtola","Ai Kayano","Robyn Addison","Laëtitia Lefebvre","Annette Schreier","Urianger","KENN","Timothy Watson","Raphaël Cohen","Florian Hoffmann"
2.4,3,"Cid","Rikiya Koyama","Gwilym Lee","Lionel Tua","Achim Barrenstein","Biggs","Go Inoue","Antony Byrne","Eric Peter","Gordon Piedesack"
2.5,3,"Aymeric","Tatsuhisa Suzuki","Blake Ritson","Sylvain Agaesse ","Tino Kießling","Lucia","Sayaka Ohara","Lydia Leonard","Celine Melloul","Kim Pfeiffer"
2.6,3,"Midgardsormr","Taketora","Allan Corduner ","Emmanuel Bonami","Tino Kießling","Estinien","Kenji Hamada","Robert Vernon","Gilduin Tissier","Michael Pink"
2.7,2,"Shiva, Iceheart","Maaya Uchida","Siobhan Hewlett","Laurence Crouzet ","Sonja Firker","","","","",""
2.8,3,"Hilda","Yuka Keicho","Jaye Jacobs","Olivia Nicosia","Katja Hirsch","Matoya","Yu Sugimoto","Sheila Steafel / Sheila Reid","Cathy Cerda","Ulrike Hübschmann"
2.9,3,"Raubahn Aldynn","Hiroki Yasumoto","Nick Boulton","Frédéric Souterelle","Gordon Piedesack","Kan-E-Senna","Rie Tanaka","Hannah Arterton","Kelly Marot","Annette Gunkel"
