key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,TextCommandParam,uint32
1,1,0,0,0,0,"/record","","/replay(/record)
コンテンツリプレイのメニューを開く。","/replay","","pack",0
2,2,1,0,0,0,"/recordready","","/replayready(/recordready) サブコマンド
リプレイレディチェックの操作を行う。
>>サブコマンド
“秒数(5-30)”
　…リプレイレディチェックを実行し、全員が「はい」を押したら指定した秒数で戦闘開始カウントを実行する。リプレイ記録の確認完了後に使用した場合は、基本の「レディチェック＋戦闘開始カウント」として機能する。
※サブコマンド省略
　…リプレイレディチェックのメニューを開く。","/replayready","","on",0
3,1,0,0,0,0,"/pvpteamcmd","","/pvpteamcmd
PvPチームのメニューを開く。","","","on",0
4,1,0,0,0,0,"/saddlebag","","/chocobobag(/saddlebag)
チョコボかばんのメニューを開く。","/chocobobag","","on",0
5,1,0,0,0,0,"/magiaright","","/magiaright
マギアボードを時計回りに回転する。
","","","on",0
6,1,0,0,0,0,"/magialeft","","/magialeft
マギアボードを反時計回りに回転する。
","","","on",0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/cwlinkshellcmd(/cwlcmd)
クロスワールドリンクシェルのメニューを開く。","","","on",0
8,3,1,17,0,0,"/quickchat","/qchat","/quickchat(/qchat) クイックチャット 代名詞
クイックチャットを送信する。
※クリスタルコンフリクト内でのみ送信可能。
実行例
/quickchat 号令：攻撃
　…クイックチャット「号令：攻撃」を送信する。
/quickchat 攻撃：ターゲット <t>
　…ターゲット中のキャラクターを対象としてクイックチャット「攻撃：ターゲット」を送信する。","","","<reply>",0
9,4,3,2,18,2,"/bluespellbook","","/bluespellbook サブコマンド
青魔法のアクティブアクションの設定を行う。
>>サブコマンド
set 青魔法名 on
　…指定した青魔法をアクティブアクションに登録する。
set 青魔法名 off
　…指定した青魔法をアクティブアクションから解除する。
preset アクティブセット番号(1-5)
　…アクティブセットを指定した番号に置き換える。
clear
　…現在のアクティブセットのアクションを全解除する。
※サブコマンド省略
　…青魔道書を開く。

実行例
/bluespellbook set 水鉄砲
　…青魔法「水鉄砲」をアクティブアクションに登録／解除する。
/bluespellbook preset 2
　…アクティブアクションをアクティブセット2に置き換える。","","","head",0
10,2,1,2,0,0,"/magiaattack","","/magiaattack 代名詞
マギアボードの属性を選択対象の「反属性」に切り替える。代名詞は省略可能。

実行例
/magiaattack <t>
　…マギアボードをターゲット対象の反属性に切り替える。","","","on",0
11,2,1,2,0,0,"/magiadefense","","/magiadefense 代名詞
マギアボードの属性を選択対象と「同属性」に切り替える。代名詞は省略可能。

実行例
/magiadefense <t>
　…マギアボードをターゲット対象の同属性に切り替える。","","","on",0
12,2,1,2,0,0,"/magiaauto","","/magiaauto サブコマンド
マギアボードの自動調整の設定を行う。自動調整が有効になっている場合、ターゲット選択を行った際、自動的にマギアボードの属性を切り替える。
>>サブコマンド
attack(atk)
　…自動調整を「攻撃タイプ」にする。
defense(def)
　…自動調整を「防御タイプ」にする。
off
　…自動調整を解除する。
※サブコマンド省略
　…設定を順番に切り替える。

実行例
/magiaauto attack
　…マギアボードを「攻撃タイプ」に自動調整する。","","","on",0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/cwlinkshell1(/cwl1) 文章
クロスワールドリンクシェル：チャンネル1に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell1のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル1に切り替え、アクティブにする。

実行例
/cwlinkshell1 こんにちは。
　…クロスワールドリンクシェル：チャンネル1に「こんにちは。」という発言をする。
/cwlinkshell1
　…デフォルトの会話モードをCWLS-1に変更する。","","","<reply>",0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/cwlinkshell2(/cwl2) 文章
クロスワールドリンクシェル：チャンネル2に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell2のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル2に切り替え、アクティブにする。

実行例
/cwlinkshell2 こんにちは。
　…クロスワールドリンクシェル：チャンネル2に「こんにちは。」という発言をする。
/cwlinkshell2
　…デフォルトの会話モードをCWLS-2に変更する。","","","<reply>",0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/cwlinkshell3(/cwl3) 文章
クロスワールドリンクシェル：チャンネル3に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell3のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル3に切り替え、アクティブにする。

実行例
/cwlinkshell3 こんにちは。
　…クロスワールドリンクシェル：チャンネル3に「こんにちは。」という発言をする。
/cwlinkshell3
　…デフォルトの会話モードをCWLS-3に変更する。","","","<reply>",0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/cwlinkshell4(/cwl4) 文章
クロスワールドリンクシェル：チャンネル4に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell4のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル4に切り替え、アクティブにする。

実行例
/cwlinkshell4 こんにちは。
　…クロスワールドリンクシェル：チャンネル4に「こんにちは。」という発言をする。
/cwlinkshell4
　…デフォルトの会話モードをCWLS-4に変更する。","","","<reply>",0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/cwlinkshell5(/cwl5) 文章
クロスワールドリンクシェル：チャンネル5に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell5のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル5に切り替え、アクティブにする。

実行例
/cwlinkshell5 こんにちは。
　…クロスワールドリンクシェル：チャンネル5に「こんにちは。」という発言をする。
/cwlinkshell5
　…デフォルトの会話モードをCWLS-5に変更する。","","","<reply>",0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/cwlinkshell6(/cwl6) 文章
クロスワールドリンクシェル：チャンネル6に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell6のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル6に切り替え、アクティブにする。

実行例
/cwlinkshell6 こんにちは。
　…クロスワールドリンクシェル：チャンネル6に「こんにちは。」という発言をする。
/cwlinkshell6
　…デフォルトの会話モードをCWLS-6に変更する。","","","<reply>",0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/cwlinkshell7(/cwl7) 文章
クロスワールドリンクシェル：チャンネル7に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell7のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル7に切り替え、アクティブにする。

実行例
/cwlinkshell7 こんにちは。
　…クロスワールドリンクシェル：チャンネル7に「こんにちは。」という発言をする。
/cwlinkshell7
　…デフォルトの会話モードをCWLS-7に変更する。","","","<reply>",0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/cwlinkshell8(/cwl8) 文章
クロスワールドリンクシェル：チャンネル8に参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshell8のみを入力した場合は、デフォルトの会話モードをクロスワールドリンクシェル：チャンネル8に切り替え、アクティブにする。

実行例
/cwlinkshell8 こんにちは。
　…クロスワールドリンクシェル：チャンネル8に「こんにちは。」という発言をする。
/cwlinkshell8
　…デフォルトの会話モードをCWLS-8に変更する。","","","<reply>",0
21,2,0,0,0,0,"/graphicpresets","/gpresets","/graphicpresets(/gpresets) プリセット番号
グラフィック設定を指定したプリセットに切り替える。

>>プリセット番号(1-5)
<If(Equal(PlayerParameter(78),3))>1:Standard (Mac)
2:Middle (Mac)
3:High (Mac)
4:Extra-High (Mac)：64bitアプリのみ
5:Maximum (Mac)：64bitアプリのみ

実行例
/graphicpresets 1
　…グラフィック設定を「Standard (Mac)」に変更する。
/graphicpresets 3
　…グラフィック設定を「High (Mac)」に変更する。<Else/>1:標準品質（ノートPC）
2:標準品質（デスクトップPC）
3:高品質（ノートPC）
4:高品質（デスクトップPC）
5:最高品質

実行例
/graphicpresets 1
　…グラフィック設定を「標準品質（ノートPC）」に変更する。
/graphicpresets 5
　…グラフィック設定を「最高品質」に変更する。</If>","","",,0
22,1,0,0,0,0,"/fellowship","/fs","/fellowship(/fs)
フェローシップリストのメニューを開く。","","","pack",0
23,1,0,0,0,0,"/fellowshipfinder","/fsfinder","/fellowshipfinder(/fsfinder)
フェローシップ募集のメニューを開く。","","","pack",0
24,1,0,0,0,0,"/collection","/coll","/collection(/coll)
だいじなもののメニューを開く。","","","pack",0
25,1,0,0,0,0,"/newgame+","/ng+","/newgame+(/ng+)
つよくてニューゲームのメニューを開く。","","","pack",0
26,2,1,2,0,0,"/dice","","/dice 会話モード 上限値
0～999の数字の1つをランダムに抽選して、現在アクティブな会話モード、もしくは指定した会話モードに発言する。
>>指定可能な会話モード
party(p)
alliance(al)
freecompany(fc)
pvpteam
linkshell[1-8](l1-l8)
cwlinkshell[1-8](cwl1-cwl8)
会話モード指定を省略した場合、アクティブな会話モードにダイスメッセージを発言する。
※マクロへの設定時は会話モードの省略はできない。

>>上限値(2-999)
ランダムな数字を抽選する際の上限値を指定する。上限値が指定された場合、値の範囲は「1～上限値」の範囲になる。省略した場合は「0～999」の範囲での抽選となる。

実行例
/dice
　…アクティブな会話モードにダイスメッセージを発言する。
/dice 16
　…アクティブな会話モードに1～16の間でランダムな数字のダイスメッセージを発言する。
/dice cwl1
　…クロスワールドリンクシェル1にダイスメッセージを発言する。
/dice cwl1 16
　…クロスワールドリンクシェル1に1～16の間でランダムな数字のダイスメッセージを発言する。","","","head",1000
27,3,1,2,0,0,"/nameplatetype","","/nameplatetype 対象 設定番号
PCの「ネームプレートの名前の表示タイプ」を設定する。
>>対象
all
　…すべてのPC
self
　…自分
party
　…パーティメンバー
alliance
　…アライアンスメンバー
other
　…他人
friend
　…フレンド
feast
　…クリスタルコンフリクトの敵

>>設定番号(1-4)
1:フルネーム
2:姓のみイニシャル
3:名のみイニシャル
4:姓名ともにイニシャル

実行例
/nameplatetype all 4
　…「すべてのPC」の名前の表示タイプを「姓名ともにイニシャル」に設定する。","","","head",0
28,3,1,2,0,0,"/nameplatedisp","","/nameplatedisp 対象 設定番号
PCの「ネームプレートの表示設定」を設定する。
>>対象
all
　…すべてのPC
self
　…自分
party
　…パーティメンバー
alliance
　…アライアンスメンバー
other
　…他人
friend
　…フレンド
feast
　…クリスタルコンフリクトの敵

>>設定番号(1-4)
1:常に表示
2:戦闘時
3:ターゲット時
4:表示しない

実行例
/nameplatedisp all 4
　…「すべてのPC」のネームプレートの表示設定を「表示しない」に設定する。","","","head",0
29,2,1,20,0,0,"/fashion","","/fashion “ファッションアクセサリー名”
指定したファッションアクセサリーを実行する。

実行例
/fashion パラソル
　…ファッションアクセサリー「パラソル」を実行する。","","","head",0
30,1,0,0,0,0,"/fashionguide","","/fashionlist(/fashionguide)
ファッションアクセサリーのメニューを開く。","/fashionlist","","pack",0
