key,0,1,2
#,Effect,Icon,Value
int32,str,Image,int16
0,"",,0
1,"Increased HP","ui/icon/009000/009875.tex",500
2,"Increased Action Speed","ui/icon/009000/009876.tex",-3
3,"Increased Damage Dealt","ui/icon/009000/009877.tex",3
4,"Decreased Damage Taken","ui/icon/009000/009878.tex",-3
5,"Increased Healing Potency","ui/icon/009000/009879.tex",5
6,"Decreased Recast Time","ui/icon/009000/009880.tex",-10
7,"Increased Resistance Duration","ui/icon/009000/009881.tex",50
8,"Increased MP Regeneration","ui/icon/009000/009882.tex",25
9,"Increased TP Regeneration","ui/icon/009000/009883.tex",40
