key,0,1,2,3,4,5,6,7,8
#,,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7]
int32,byte,HousingExterior,HousingExterior,HousingExterior,HousingExterior,HousingExterior,HousingExterior,HousingExterior,HousingExterior
327680,255,"HousingExterior#0","HousingExterior#0","HousingExterior#0","HousingExterior#0","HousingExterior#0","HousingExterior#0","HousingExterior#0","HousingExterior#0"
327681,0,"HousingExterior#1034","HousingExterior#3594","HousingExterior#2564","HousingExterior#516","HousingExterior#1548","HousingExterior#4106","HousingExterior#2060","HousingExterior#3088"
327682,1,"HousingExterior#1035","HousingExterior#3595","HousingExterior#2564","HousingExterior#516","HousingExterior#1548","HousingExterior#4106","HousingExterior#2060","HousingExterior#3088"
327683,2,"HousingExterior#1036","HousingExterior#3596","HousingExterior#2564","HousingExterior#516","HousingExterior#1548","HousingExterior#4106","HousingExterior#2060","HousingExterior#3088"
327684,0,"HousingExterior#1046","HousingExterior#3594","HousingExterior#2568","HousingExterior#520","HousingExterior#1549","HousingExterior#4107","HousingExterior#2061","HousingExterior#3084"
327685,1,"HousingExterior#1047","HousingExterior#3595","HousingExterior#2568","HousingExterior#520","HousingExterior#1549","HousingExterior#4107","HousingExterior#2061","HousingExterior#3084"
327686,2,"HousingExterior#1048","HousingExterior#3596","HousingExterior#2568","HousingExterior#520","HousingExterior#1549","HousingExterior#4107","HousingExterior#2061","HousingExterior#3084"
327687,0,"HousingExterior#1058","HousingExterior#3594","HousingExterior#2572","HousingExterior#524","HousingExterior#1547","HousingExterior#4108","HousingExterior#2059","HousingExterior#3080"
327688,1,"HousingExterior#1059","HousingExterior#3595","HousingExterior#2572","HousingExterior#524","HousingExterior#1547","HousingExterior#4108","HousingExterior#2059","HousingExterior#3080"
327689,2,"HousingExterior#1060","HousingExterior#3596","HousingExterior#2572","HousingExterior#524","HousingExterior#1547","HousingExterior#4108","HousingExterior#2059","HousingExterior#3080"
327690,0,"HousingExterior#1061","HousingExterior#3594","HousingExterior#2573","HousingExterior#525","HousingExterior#1546","HousingExterior#4109","HousingExterior#2058","HousingExterior#3076"
327691,1,"HousingExterior#1062","HousingExterior#3595","HousingExterior#2573","HousingExterior#525","HousingExterior#1546","HousingExterior#4109","HousingExterior#2058","HousingExterior#3076"
327692,2,"HousingExterior#1063","HousingExterior#3596","HousingExterior#2573","HousingExterior#525","HousingExterior#1546","HousingExterior#4109","HousingExterior#2058","HousingExterior#3076"
327693,0,"HousingExterior#1064","HousingExterior#3615","HousingExterior#2574","HousingExterior#526","HousingExterior#1550","HousingExterior#4110","HousingExterior#2062","HousingExterior#3089"
327694,1,"HousingExterior#1065","HousingExterior#3616","HousingExterior#2574","HousingExterior#526","HousingExterior#1550","HousingExterior#4110","HousingExterior#2062","HousingExterior#3089"
327695,2,"HousingExterior#1066","HousingExterior#3617","HousingExterior#2574","HousingExterior#526","HousingExterior#1550","HousingExterior#4110","HousingExterior#2062","HousingExterior#3089"
327696,0,"HousingExterior#1067","HousingExterior#3618","HousingExterior#2575","HousingExterior#527","HousingExterior#1551","HousingExterior#4111","HousingExterior#2063","HousingExterior#3090"
327697,1,"HousingExterior#1068","HousingExterior#3619","HousingExterior#2575","HousingExterior#527","HousingExterior#1551","HousingExterior#4111","HousingExterior#2063","HousingExterior#3090"
327698,2,"HousingExterior#1069","HousingExterior#3620","HousingExterior#2575","HousingExterior#527","HousingExterior#1551","HousingExterior#4111","HousingExterior#2063","HousingExterior#3090"
327699,0,"HousingExterior#1070","HousingExterior#3621","HousingExterior#2576","HousingExterior#528","HousingExterior#1552","HousingExterior#4112","HousingExterior#2064","HousingExterior#3091"
