key,0,1,2
#,SceneOut,SceneIn,BGMFadeType
int32,int32,int32,BGMFadeType
0,11,11,"BGMFadeType#4"
1,11,10,"BGMFadeType#8"
2,11,9,"BGMFadeType#4"
3,10,11,"BGMFadeType#8"
4,10,10,"BGMFadeType#8"
5,10,9,"BGMFadeType#4"
6,9,11,"BGMFadeType#4"
7,9,10,"BGMFadeType#4"
8,9,9,"BGMFadeType#4"
9,1,1,"BGMFadeType#5"
10,1,11,"BGMFadeType#7"
11,1,10,"BGMFadeType#7"
12,1,9,"BGMFadeType#7"
13,11,1,"BGMFadeType#6"
14,10,1,"BGMFadeType#6"
15,9,1,"BGMFadeType#6"
16,0,0,"BGMFadeType#0"
17,0,0,"BGMFadeType#0"
18,0,0,"BGMFadeType#0"
19,0,0,"BGMFadeType#0"
20,0,0,"BGMFadeType#0"
21,0,0,"BGMFadeType#0"
22,0,0,"BGMFadeType#0"
23,0,0,"BGMFadeType#0"
24,0,0,"BGMFadeType#0"
25,0,0,"BGMFadeType#0"
