key,0,1,2,3
#,ExpReward,GilReward,Expansion,CurrencyReward
int32,uint32,uint16,ExVersion,uint16
0,0,0,"重生之境",0
1,0,1000,"苍穹之禁城",8
2,0,2000,"苍穹之禁城",20
3,0,5000,"苍穹之禁城",100
4,14742,1000,"红莲之狂潮",3
5,15444,1000,"红莲之狂潮",4
6,16146,1500,"红莲之狂潮",15
7,0,5000,"红莲之狂潮",100
8,30900,1000,"红莲之狂潮",3
9,31800,1000,"红莲之狂潮",4
10,32700,1500,"红莲之狂潮",15
11,0,5000,"红莲之狂潮",100
12,66096,1000,"暗影之逆焰",3
13,67392,1000,"暗影之逆焰",4
14,68688,1500,"暗影之逆焰",15
15,0,5000,"暗影之逆焰",100
16,208490,1000,"暗影之逆焰",3
17,220070,1000,"暗影之逆焰",4
18,231660,1500,"暗影之逆焰",15
19,0,5000,"暗影之逆焰",100
