key,0,1,2,3,4,5,6,7,8,9,10,11
#,,Name,Color,,TextString,,,,,,,
int32,byte,str,ContentGaugeColor,bit&01,str,int16,sbyte,byte,int16,sbyte,byte,int16
0,0,"","ContentGaugeColor#0",True,"",-1,1,0,-1,1,0,0
1,0,"","ContentGaugeColor#0",False,"",0,0,0,0,0,0,0
2,0,"","ContentGaugeColor#0",False,"",0,0,0,0,0,0,0
3,0,"偏属性エーテル","ContentGaugeColor#4",True,"ContentGaugeMax_negative",80,1,2,-1,1,0,0
4,0,"エーテル充填率","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
5,0,"土の契約","ContentGaugeColor#3",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
6,0,"懐事情","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
7,0,"魅惑の抱擁","ContentGaugeColor#4",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
8,0,"統制者ハシュマリムの魔力","ContentGaugeColor#3",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
9,0,"バハムートエーテル","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
10,0,"虚無","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
11,0,"フォルドラのエーテル","ContentGaugeColor#1",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
12,0,"マティウスエーテル","ContentGaugeColor#1",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
13,0,"エーテル加速度","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
14,0,"玄武の霊気","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
15,0,"絆の力","ContentGaugeColor#2",False,"",60,1,3,90,1,1,0
16,0,"ダウンゲージ","ContentGaugeColor#3",False,"ContentGaugeMax_positive",30,-1,2,-1,1,0,0
17,0,"怨念","ContentGaugeColor#1",True,"ContentGaugeMax_negative",50,1,3,80,1,2,0
18,0,"セイテンタイセイの妖力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
19,0,"アルテマエーテル","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
20,0,"鬼龍ヤズマットの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
21,0,"魔人ベリアスの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
22,0,"神器の妖力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
23,0,"朱の旋律","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
24,0,"ミドガルズオルムエーテル","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
25,0,"メテオ落着まで","ContentGaugeColor#3",True,"ContentGaugeMax_negative",80,1,2,-1,1,0,0
26,0,"黒水晶の魔力","ContentGaugeColor#1",False,"ContentGaugeMax_negative",50,1,3,80,1,2,0
27,0,"雷力集中度","ContentGaugeColor#1",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
28,0,"聖剣技","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
29,0,"青龍の神通力","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
30,0,"魔法障壁耐久度","ContentGaugeColor#2",False,"",30,1,3,50,1,1,0
31,0,"エーテル充填率","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
32,0,"全剣技","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
33,0,"ティターニアの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
34,0,"イノセンスの威光","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
35,0,"古代人の祈り","ContentGaugeColor#1",True,"ContentGaugeMax_negative",100,1,2,-1,1,0,0
36,0,"エネルギー充填率","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
37,0,"ハッキング進捗率","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
38,0,"光の氾濫","ContentGaugeColor#4",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
39,0,"エネルギー充填率","ContentGaugeColor#3",True,"ContentGaugeMax_negative",80,1,2,-1,1,0,0
40,0,"ダラガブエーテル密度","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
41,0,"LIMIT BREAK","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
42,0,"マザーポークシーの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
43,0,"ガイアの記憶","ContentGaugeColor#2",False,"",35,1,3,50,1,1,0
44,0,"ザ・ダの魂変異率","ContentGaugeColor#3",False,"",-1,1,0,-1,1,0,0
45,0,"エーテル充填率","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
46,0,"混沌","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
47,0,"絶望","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
48,0,"六合結界の術式展開度","ContentGaugeColor#1",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
49,0,"敵軍警戒度","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
50,0,"ゾディアークの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
51,0,"エーテル充填率","ContentGaugeColor#4",True,"ContentGaugeMax_negative",100,1,2,-1,1,0,0
52,0,"","ContentGaugeColor#0",False,"",0,0,0,0,0,0,0
53,0,"邪竜の影の支配率","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
54,1,"","ContentGaugeColor#0",True,"",600,1,0,900,1,0,0
55,0,"ファーヴニルの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
56,0,"フェネクスの魔力","ContentGaugeColor#1",True,"ContentGaugeMax_negative",50,1,3,80,1,2,0
57,0,"ヴェーネスのエーテル","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
58,0,"ガイウスの剣気","ContentGaugeColor#1",True,"ContentGaugeMax_negative",60,1,3,80,1,2,0
59,0,"ミドガルズオルムエーテル","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
60,0,"スカルミリョーネの魔力","ContentGaugeColor#3",True,"ContentGaugeMax_negative",100,1,2,-1,1,0,0
61,0,"アシエン・ラハブレアの魔力","ContentGaugeColor#3",True,"ContentGaugeMax_negative",100,1,2,-1,1,0,0
62,0,"ニーズヘッグの魔力","ContentGaugeColor#2",True,"ContentGaugeMax_negative",-1,1,0,-1,1,0,0
63,0,"満腹度","ContentGaugeColor#2",False,"",30,1,3,50,1,1,0
64,0,"魔法障壁外層の耐久度","ContentGaugeColor#2",False,"",30,1,3,70,1,1,0
65,0,"ルキアたちの耐久力","ContentGaugeColor#2",False,"",30,1,3,70,1,1,0
66,0,"カイナッツォの魔力","ContentGaugeColor#1",True,"ContentGaugeMax_negative",100,1,2,-1,1,0,0
67,0,"魔法障壁中層の耐久度","ContentGaugeColor#2",False,"",30,1,3,70,1,1,0
68,0,"魔法障壁内層の耐久度","ContentGaugeColor#2",False,"",30,1,3,70,1,1,0
