key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,ResultItem,Category,CompanyCraftDraftCategory,CompanyCraftType,CompanyCraftDraft,CompanyCraftPart[0],CompanyCraftPart[1],CompanyCraftPart[2],CompanyCraftPart[3],CompanyCraftPart[4],CompanyCraftPart[5],CompanyCraftPart[6],CompanyCraftPart[7],Order
int32,Item,int32,CompanyCraftDraftCategory,CompanyCraftType,CompanyCraftDraft,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,uint32
0,"",0,"Aetherial Wheels","",,"CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",0
1,"Level 2 Aetherial Wheel Stand",1,"Aetherial Wheels","Wheel Stand",,"CompanyCraftPart#1","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",1
2,"Level 3 Aetherial Wheel Stand",1,"Aetherial Wheels","Wheel Stand","wheel stand prototype II","CompanyCraftPart#2","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",2
3,"Level 4 Aetherial Wheel Stand",1,"Aetherial Wheels","Wheel Stand","wheel stand prototype III","CompanyCraftPart#3","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",3
4,"Level 5 Aetherial Wheel Stand",1,"Aetherial Wheels","Wheel Stand","wheel stand prototype IV","CompanyCraftPart#4","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",4
5,"Level 6 Aetherial Wheel Stand",1,"Aetherial Wheels","Wheel Stand","wheel stand prototype V","CompanyCraftPart#5","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",5
6,"Grade 2 Wheel of Confrontation",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#100","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",1
7,"Grade 2 Wheel of Productivity",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#101","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",2
8,"Grade 2 Wheel of Industry",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#102","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",3
9,"Grade 2 Wheel of Longeing",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#103","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",4
10,"Grade 2 Wheel of Rivalry",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#104","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",5
11,"Grade 2 Wheel of Company",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#105","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",6
12,"Grade 2 Wheel of Recreation",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype II","CompanyCraftPart#116","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",7
13,"Grade 2 Wheel of Initiation",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#106","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",8
14,"Grade 2 Wheel of Capacity",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#107","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",9
15,"Grade 2 Wheel of Observation",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#108","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",10
16,"Grade 2 Wheel of Efficiency",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#109","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",11
17,"Grade 2 Wheel of Precision",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#110","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",12
18,"Grade 2 Wheel of Dedication",6,"Aetherial Wheels","Aetherial Wheel","aetherial wheel prototype III","CompanyCraftPart#111","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0","CompanyCraftPart#0",13
