key,0
#,GatheringPoint
int32,GatheringPoint
1.0,"GatheringPoint#30413"
1.1,"GatheringPoint#30437"
1.2,"GatheringPoint#30467"
1.3,"GatheringPoint#30520"
1.4,"GatheringPoint#30453"
1.5,"GatheringPoint#30479"
1.6,"GatheringPoint#30321"
1.7,"GatheringPoint#30373"
1.8,"GatheringPoint#30076"
1.9,"GatheringPoint#30102"
1.10,"GatheringPoint#30119"
2.0,"GatheringPoint#30441"
2.1,"GatheringPoint#30105"
2.2,"GatheringPoint#30111"
2.3,"GatheringPoint#30508"
2.4,"GatheringPoint#30504"
2.5,"GatheringPoint#30457"
2.6,"GatheringPoint#30992"
2.7,"GatheringPoint#30548"
2.8,"GatheringPoint#30108"
2.9,"GatheringPoint#30098"
2.10,"GatheringPoint#30012"
2.11,"GatheringPoint#30048"
2.12,"GatheringPoint#30325"
2.13,"GatheringPoint#30057"
2.14,"GatheringPoint#30060"
2.15,"GatheringPoint#31045"
2.16,"GatheringPoint#30365"
2.17,"GatheringPoint#30115"
2.18,"GatheringPoint#30063"
2.19,"GatheringPoint#30357"
3.0,"GatheringPoint#30495"
3.1,"GatheringPoint#30409"
3.2,"GatheringPoint#30536"
3.3,"GatheringPoint#30475"
3.4,"GatheringPoint#30544"
3.5,"GatheringPoint#30532"
3.6,"GatheringPoint#30012"
3.7,"GatheringPoint#30027"
3.8,"GatheringPoint#30031"
3.9,"GatheringPoint#30146"
3.10,"GatheringPoint#30042"
3.11,"GatheringPoint#30385"
3.12,"GatheringPoint#30034"
3.13,"GatheringPoint#30045"
4.0,"GatheringPoint#30528"
4.1,"GatheringPoint#30524"
4.2,"GatheringPoint#31049"
4.3,"GatheringPoint#30405"
4.4,"GatheringPoint#30540"
4.5,"GatheringPoint#30516"
4.6,"GatheringPoint#30552"
4.7,"GatheringPoint#30463"
4.8,"GatheringPoint#30487"
4.9,"GatheringPoint#30397"
4.10,"GatheringPoint#30011"
4.11,"GatheringPoint#30094"
4.12,"GatheringPoint#30016"
4.13,"GatheringPoint#31037"
4.14,"GatheringPoint#30024"
4.15,"GatheringPoint#30329"
4.16,"GatheringPoint#30080"
4.17,"GatheringPoint#30150"
4.18,"GatheringPoint#30369"
4.19,"GatheringPoint#30054"
5.0,"GatheringPoint#30409"
5.1,"GatheringPoint#30417"
5.2,"GatheringPoint#30491"
5.3,"GatheringPoint#30449"
5.4,"GatheringPoint#30556"
5.5,"GatheringPoint#30483"
5.6,"GatheringPoint#30471"
5.7,"GatheringPoint#30038"
5.8,"GatheringPoint#30389"
5.9,"GatheringPoint#30090"
5.10,"GatheringPoint#30086"
5.11,"GatheringPoint#30988"
5.12,"GatheringPoint#31041"
5.13,"GatheringPoint#30072"
5.14,"GatheringPoint#30333"
5.15,"GatheringPoint#30393"
6.0,"GatheringPoint#30499"
6.1,"GatheringPoint#30413"
6.2,"GatheringPoint#30421"
6.3,"GatheringPoint#30429"
6.4,"GatheringPoint#30433"
6.5,"GatheringPoint#30445"
6.6,"GatheringPoint#30401"
6.7,"GatheringPoint#30353"
6.8,"GatheringPoint#30349"
6.9,"GatheringPoint#30381"
6.10,"GatheringPoint#30337"
6.11,"GatheringPoint#30361"
6.12,"GatheringPoint#30068"
6.13,"GatheringPoint#30052"
7.0,"GatheringPoint#31322"
7.1,"GatheringPoint#31328"
7.2,"GatheringPoint#31346"
7.3,"GatheringPoint#32141"
7.4,"GatheringPoint#32159"
7.5,"GatheringPoint#33936"
7.6,"GatheringPoint#30479"
7.7,"GatheringPoint#31440"
7.8,"GatheringPoint#31444"
7.9,"GatheringPoint#31448"
7.10,"GatheringPoint#31490"
7.11,"GatheringPoint#32821"
7.12,"GatheringPoint#32638"
7.13,"GatheringPoint#32664"
7.14,"GatheringPoint#32670"
7.15,"GatheringPoint#33942"
