key,0,1,2,3,4,5,6,7,8
#,,,,,,,,,PlaceName
int32,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,str
1179648,1,0,0,0,0,0,0,0,"イベント君１行き"
1179649,0,0,0,0,0,0,0,0,"イベント君２行き"
1179650,16,2,4,18,8,12,0,0,"グリダニア"
1179651,6,0,0,0,0,0,0,0,"ホウソーン家の山塞"
1179652,21,24,0,0,0,0,0,0,"酒房「バスカロンドラザーズ」"
1179653,10,25,23,0,0,0,0,0,"クォーリーミル"
1179654,14,20,22,108,0,0,0,0,"キャンプ・トランキル"
1179655,17,27,0,0,0,0,0,0,"ハーストミル"
1179656,19,26,94,0,0,0,0,0,"フォールゴウド"
1179657,3,0,0,0,0,0,0,0,"ベントブランチ牧場"
1179658,42,32,44,30,48,52,38,28,"ウルダハ"
1179659,33,36,34,0,0,0,0,0,"ホライズン"
1179660,31,37,0,0,0,0,0,0,"べスパーベイ"
1179661,29,35,0,0,0,0,0,0,"シルバーバザー"
1179662,43,0,0,0,0,0,0,0,"ブラックブラッシュ停留所"
1179663,46,56,110,0,0,0,0,0,"キャンプ・ドライボーン"
1179664,50,58,0,0,0,0,0,0,"リトルアラミゴ"
1179665,54,59,0,0,0,0,0,0,"忘れられたオアシス"
1179666,40,60,0,0,0,0,0,0,"キャンプ・ブルーフォグ"
1179667,57,0,0,0,0,0,0,0,"ゴールドバザー"
1179668,61,0,0,0,0,0,0,0,"青燐精製所"
1179669,62,88,64,86,68,72,76,0,"リムサ・ロミンサ"
1179670,63,0,0,0,0,0,0,0,"サマーフォード庄"
1179671,66,93,0,0,0,0,0,0,"スウィフトパーチ入植地"
1179672,70,0,0,0,0,0,0,0,"エールポート"
1179673,74,0,0,0,0,0,0,0,"ワインポート"
1179674,79,0,0,0,0,0,0,0,"キャンプ・ブロンズレイク"
1179675,87,90,0,0,0,0,0,0,"モラビー造船廠"
1179676,89,91,0,0,0,0,0,0,"レッドルースター農場"
1179677,84,0,0,0,0,0,0,0,"コルタ・デル・ソル"
1179678,0,0,0,0,0,0,0,0,"（空き）"
1179679,98,0,0,0,0,0,0,0,"アドネール占星台"
1179680,99,101,102,96,0,0,0,0,"キャンプ・ドラゴンヘッド"
1179681,100,0,0,0,0,0,0,0,"ホワイトブリム前哨地"
1179682,104,106,0,0,0,0,0,0,"レヴナンツトール"
1179683,107,0,0,0,0,0,0,0,"聖コイナク財団の調査地"
1179684,140,0,0,0,0,0,0,0,"イシュガルド：下層"
1179685,141,112,114,0,0,0,0,0,"ファルコンネスト"
1179686,113,118,0,0,0,0,0,0,"聖フィネア連隊の露営地"
1179687,116,120,122,124,0,0,0,0,"テイルフェザー"
1179688,123,128,0,0,0,0,0,0,"不浄の三塔"
1179689,126,130,0,0,0,0,0,0,"ショートストップ野営地"
1179690,132,134,0,0,0,0,0,0,"モグモグホーム"
1179691,135,136,0,0,0,0,0,0,"アサー天空廊"
1179692,137,133,0,0,0,0,0,0,"白亜の宮殿"
1179693,138,0,0,0,0,0,0,0,"オク・ズンド"
1179694,139,0,0,0,0,0,0,0,"キャンプ・クラウドトップ"
1179695,145,148,151,152,0,0,0,0,"ラールガーズリーチ"
1179696,146,155,0,0,0,0,0,0,"カストルム・オリエンス"
1179697,149,156,157,0,0,0,0,0,"ピーリングストーンズ"
1179698,143,161,163,0,0,0,0,0,"アラガーナ"
1179699,153,159,162,166,0,0,0,0,"アラギリ"
1179700,165,168,169,0,0,0,0,0,"ポルタ・プレトリア"
1179701,170,0,0,0,0,0,0,0,"アラミガン・クォーター"
1179702,171,174,0,0,0,0,0,0,"クガネ"
1179703,172,177,179,195,0,0,0,0,"オノコロ島"
1179704,175,178,183,0,0,0,0,0,"碧のタマミズ"
1179705,181,185,187,0,0,0,0,0,"ナマイ村"
1179706,188,189,201,0,0,0,0,0,"烈士庵"
1179707,191,193,197,206,0,0,0,0,"再会の市"
1179708,198,203,0,0,0,0,0,0,"モル・イロー"
1179709,199,205,204,0,0,0,0,0,"明けの玉座"
1179710,207,212,213,0,0,0,0,0,"トメラの村"
1179711,208,209,216,0,0,0,0,0,"ライト村"
1179712,210,211,219,0,0,0,0,0,"スティルタイド"
1179713,215,218,221,0,0,0,0,0,"ユールモア"
1179714,222,224,0,0,0,0,0,0,"プラ・エンニ茸窟"
1179715,223,227,0,0,0,0,0,0,"ヴォレクドルフ"
1179716,225,226,236,251,0,0,0,0,"リダ・ラーン"
1179717,229,0,0,0,0,0,0,0,"ファノヴの里"
1179718,228,240,255,0,0,0,0,0,"スリザーバウ"
1179719,230,247,262,267,0,0,0,0,"トゥワイン"
1179720,231,265,0,0,0,0,0,0,"モルド・スーク"
1179721,244,259,0,0,0,0,0,0,"クリスタリウム"
1179722,233,249,253,257,260,0,0,0,"オスタル厳命城"
1179723,232,234,238,242,245,0,0,0,"ジョッブ砦"
1179724,264,266,0,0,0,0,0,0,"旅立ちの宿"
