key,0,1,2,3,4,5,6,7,8,9,10
#,Tier,Order,MaxSeals,RequiredSeals,Icon{Maelstrom},Icon{Serpents},Icon{Flames},Quest{Maelstrom},Quest{Serpents},Quest{Flames},
int32,byte,byte,uint32,uint32,Image,Image,Image,Quest,Quest,Quest,byte
0,0,0,0,0,,,,,,,0
1,1,1,10000,2000,"ui/icon/083000/083001.tex","ui/icon/083000/083051.tex","ui/icon/083000/083101.tex",,,,0
2,1,2,15000,3000,"ui/icon/083000/083002.tex","ui/icon/083000/083052.tex","ui/icon/083000/083102.tex",,,,0
3,1,3,20000,4000,"ui/icon/083000/083003.tex","ui/icon/083000/083053.tex","ui/icon/083000/083103.tex",,,,0
4,1,4,25000,5000,"ui/icon/083000/083004.tex","ui/icon/083000/083054.tex","ui/icon/083000/083104.tex",,,,0
5,2,5,30000,6000,"ui/icon/083000/083005.tex","ui/icon/083000/083055.tex","ui/icon/083000/083105.tex",,,,1
6,2,6,35000,7000,"ui/icon/083000/083006.tex","ui/icon/083000/083056.tex","ui/icon/083000/083106.tex",,,,0
7,2,7,40000,8000,"ui/icon/083000/083007.tex","ui/icon/083000/083057.tex","ui/icon/083000/083107.tex",,,,0
8,2,8,45000,9000,"ui/icon/083000/083008.tex","ui/icon/083000/083058.tex","ui/icon/083000/083108.tex","北方からの協力要請（黒渦団）","北方からの協力要請（双蛇党）","北方からの協力要請（不滅隊）",0
9,3,9,50000,10000,"ui/icon/083000/083009.tex","ui/icon/083000/083059.tex","ui/icon/083000/083109.tex","オーラムヴェイル掃討作戦（黒渦団）","オーラムヴェイル掃討作戦（双蛇党）","オーラムヴェイル掃討作戦（不滅隊）",2
10,3,10,80000,0,"ui/icon/083000/083010.tex","ui/icon/083000/083060.tex","ui/icon/083000/083110.tex",,,,0
11,3,11,90000,0,"ui/icon/083000/083011.tex","ui/icon/083000/083061.tex","ui/icon/083000/083111.tex",,,,0
12,4,12,100000,0,"ui/icon/083000/083012.tex","ui/icon/083000/083062.tex","ui/icon/083000/083112.tex",,,,0
13,4,13,100000,0,"ui/icon/083000/083013.tex","ui/icon/083000/083063.tex","ui/icon/083000/083113.tex",,,,0
14,4,14,100000,0,"ui/icon/083000/083014.tex","ui/icon/083000/083064.tex","ui/icon/083000/083114.tex",,,,0
15,5,15,150000,0,"ui/icon/083000/083015.tex","ui/icon/083000/083065.tex","ui/icon/083000/083115.tex",,,,0
16,5,16,150000,0,"ui/icon/083000/083016.tex","ui/icon/083000/083066.tex","ui/icon/083000/083116.tex",,,,0
17,5,17,150000,0,"ui/icon/083000/083017.tex","ui/icon/083000/083067.tex","ui/icon/083000/083117.tex",,,,0
18,5,18,150000,0,"ui/icon/083000/083018.tex","ui/icon/083000/083068.tex","ui/icon/083000/083118.tex",,,,0
19,6,19,200000,0,"ui/icon/083000/083019.tex","ui/icon/083000/083069.tex","ui/icon/083000/083119.tex",,,,0
