key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
#,,,,,,,,,PopType,Data,Invisibility,SgbPath,EyeCollision,DirectorControl,Target,EventHighAddition,,,AddedIn{5-3},
int32,bool,bool,bool,bool,bool,bool,bool,bool,byte,uint32,byte,ExportedSG,bit&01,bit&02,bit&04,byte,bit&08,byte,bit&10,bit&20
2000000,False,False,False,False,False,False,False,False,3,0,7,,True,False,True,0,False,0,False,False
2000001,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0042.sgb",True,False,True,0,False,0,False,False
2000002,False,False,False,False,False,False,False,False,3,65538,7,"bgcommon/world/evt/shared/for_pln/sgpl_a_evt_torch01_vfx01.sgb",True,False,True,0,False,0,False,False
2000003,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0042.sgb",True,False,True,0,False,0,False,False
2000004,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0042.sgb",True,False,True,0,False,0,False,False
2000006,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0042.sgb",True,False,True,0,False,0,False,False
2000007,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0042.sgb",True,False,True,0,False,0,False,False
2000008,False,False,False,False,False,False,False,False,3,65633,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0043.sgb",True,False,True,0,False,0,False,False
2000009,False,False,False,False,False,False,False,False,3,65635,7,"bgcommon/world/evt/shared/for_vfx/sgvf_w_evt_b0043.sgb",True,False,True,0,False,0,False,False
2000010,False,False,False,False,False,False,False,False,3,69391,7,"bgcommon/world/evt/shared/for_pln/sgpl_a_evt_egg02vfx01.sgb",True,False,True,0,False,0,False,False
2000011,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_pln/sgpl_a_evt_egg02vfx01.sgb",True,False,True,0,False,0,False,False
2000012,False,False,False,False,False,False,False,False,3,0,7,"bgcommon/world/evt/shared/for_pln/sgpl_a_evt_egg02vfx01.sgb",True,False,True,0,False,0,False,False
