key,0,1,2
#,ENPC,,
int32,ENpcBase,uint16,byte
0.0,,0,0
1.0,"ENpcBase#1032049",0,0
1.1,"ENpcBase#1032065",0,1
1.2,"ENpcBase#1032066",0,0
1.3,"ENpcBase#1032067",0,1
1.4,"ENpcBase#1032068",0,1
1.5,"ENpcBase#1032069",0,1
1.6,"ENpcBase#1032070",0,1
1.7,"ENpcBase#1032454",0,0
1.8,"ENpcBase#1032455",0,0
1.9,"ENpcBase#1032456",0,0
1.10,"ENpcBase#1032476",0,1
2.0,"ENpcBase#1032049",0,0
2.1,"ENpcBase#1032041",0,0
2.2,"ENpcBase#1032042",0,0
2.3,"ENpcBase#1032043",0,0
2.4,"ENpcBase#1032044",0,0
2.5,"ENpcBase#1032045",0,0
2.6,"ENpcBase#1032046",0,0
2.7,"ENpcBase#1032477",0,0
2.8,"ENpcBase#1032478",0,0
2.9,"ENpcBase#1032479",0,0
2.10,"ENpcBase#1032480",0,0
2.11,"ENpcBase#1032484",0,0
2.12,"ENpcBase#1032485",0,0
2.13,"ENpcBase#1032476",0,1
3.0,"ENpcBase#1032049",0,0
3.1,"ENpcBase#1032041",0,0
3.2,"ENpcBase#1032056",0,0
3.3,"ENpcBase#1032057",0,0
3.4,"ENpcBase#1032058",0,0
3.5,"ENpcBase#1032045",0,0
3.6,"ENpcBase#1032046",0,0
3.7,"ENpcBase#1032477",0,0
3.8,"ENpcBase#1032478",0,0
3.9,"ENpcBase#1032479",0,0
3.10,"ENpcBase#1032480",0,0
3.11,"ENpcBase#1032484",0,0
3.12,"ENpcBase#1032485",0,0
3.13,"ENpcBase#1032476",0,1
4.0,"ENpcBase#1032052",0,0
4.1,"ENpcBase#1032059",0,0
4.2,"ENpcBase#1032060",0,0
4.3,"ENpcBase#1032061",0,0
4.4,"ENpcBase#1032062",0,0
4.5,"ENpcBase#1032050",0,0
4.6,"ENpcBase#1032064",0,0
4.7,"ENpcBase#1032457",0,0
4.8,"ENpcBase#1032458",0,0
4.9,"ENpcBase#1032459",0,0
4.10,"ENpcBase#1032460",0,0
4.11,"ENpcBase#1032461",0,0
4.12,"ENpcBase#1032463",0,0
4.13,"ENpcBase#1032464",0,0
4.14,"ENpcBase#1032465",0,0
4.15,"ENpcBase#1032466",0,0
4.16,"ENpcBase#1032467",0,0
4.17,"ENpcBase#1032468",0,0
4.18,"ENpcBase#1032462",0,1
4.19,"ENpcBase#1032476",0,1
5.0,"ENpcBase#1032052",0,0
5.1,"ENpcBase#1032059",0,0
5.2,"ENpcBase#1032060",0,0
5.3,"ENpcBase#1032061",0,0
5.4,"ENpcBase#1032062",0,0
5.5,"ENpcBase#1032050",0,0
5.6,"ENpcBase#1032064",0,0
5.7,"ENpcBase#1032459",0,0
5.8,"ENpcBase#1032460",0,0
5.9,"ENpcBase#1032461",0,0
5.10,"ENpcBase#1032463",0,0
5.11,"ENpcBase#1032464",0,0
5.12,"ENpcBase#1032465",0,0
5.13,"ENpcBase#1032481",0,0
5.14,"ENpcBase#1032482",0,0
