key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,LeveRewardItemGroup[0],Probability<%>[0],LeveRewardItemGroup[1],Probability<%>[1],LeveRewardItemGroup[2],Probability<%>[2],LeveRewardItemGroup[3],Probability<%>[3],LeveRewardItemGroup[4],Probability<%>[4],LeveRewardItemGroup[5],Probability<%>[5],LeveRewardItemGroup[6],Probability<%>[6],LeveRewardItemGroup[7],Probability<%>[7]
int32,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte
0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
1,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
2,"LeveRewardItemGroup#1",90,"LeveRewardItemGroup#3",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
3,"LeveRewardItemGroup#2",90,"LeveRewardItemGroup#3",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
4,"LeveRewardItemGroup#4",90,"LeveRewardItemGroup#6",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
5,"LeveRewardItemGroup#5",90,"LeveRewardItemGroup#6",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
6,"LeveRewardItemGroup#7",90,"LeveRewardItemGroup#9",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
7,"LeveRewardItemGroup#8",90,"LeveRewardItemGroup#9",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
8,"LeveRewardItemGroup#10",90,"LeveRewardItemGroup#12",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
9,"LeveRewardItemGroup#11",90,"LeveRewardItemGroup#12",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
10,"LeveRewardItemGroup#13",90,"LeveRewardItemGroup#15",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
11,"LeveRewardItemGroup#14",90,"LeveRewardItemGroup#15",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
12,"LeveRewardItemGroup#16",90,"LeveRewardItemGroup#18",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
13,"LeveRewardItemGroup#17",90,"LeveRewardItemGroup#18",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
14,"LeveRewardItemGroup#19",70,"LeveRewardItemGroup#21",20,"LeveRewardItemGroup#371",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
15,"LeveRewardItemGroup#20",70,"LeveRewardItemGroup#21",20,"LeveRewardItemGroup#371",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
16,"LeveRewardItemGroup#22",80,"LeveRewardItemGroup#24",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
17,"LeveRewardItemGroup#23",80,"LeveRewardItemGroup#24",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
18,"LeveRewardItemGroup#25",80,"LeveRewardItemGroup#27",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
19,"LeveRewardItemGroup#26",80,"LeveRewardItemGroup#27",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
20,"LeveRewardItemGroup#28",40,"LeveRewardItemGroup#30",20,"LeveRewardItemGroup#386",40,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
21,"LeveRewardItemGroup#29",40,"LeveRewardItemGroup#30",20,"LeveRewardItemGroup#386",40,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
22,"LeveRewardItemGroup#31",90,"LeveRewardItemGroup#33",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
23,"LeveRewardItemGroup#32",90,"LeveRewardItemGroup#33",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
24,"LeveRewardItemGroup#34",90,"LeveRewardItemGroup#36",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
25,"LeveRewardItemGroup#35",90,"LeveRewardItemGroup#36",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
26,"LeveRewardItemGroup#37",90,"LeveRewardItemGroup#39",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
27,"LeveRewardItemGroup#38",90,"LeveRewardItemGroup#39",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
28,"LeveRewardItemGroup#40",90,"LeveRewardItemGroup#42",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
29,"LeveRewardItemGroup#41",90,"LeveRewardItemGroup#42",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
30,"LeveRewardItemGroup#43",90,"LeveRewardItemGroup#45",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
31,"LeveRewardItemGroup#44",90,"LeveRewardItemGroup#45",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
32,"LeveRewardItemGroup#46",90,"LeveRewardItemGroup#48",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
33,"LeveRewardItemGroup#47",90,"LeveRewardItemGroup#48",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
34,"LeveRewardItemGroup#49",70,"LeveRewardItemGroup#51",20,"LeveRewardItemGroup#372",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
35,"LeveRewardItemGroup#50",70,"LeveRewardItemGroup#51",20,"LeveRewardItemGroup#372",10,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
36,"LeveRewardItemGroup#52",80,"LeveRewardItemGroup#54",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
37,"LeveRewardItemGroup#53",80,"LeveRewardItemGroup#54",20,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0,"LeveRewardItemGroup#0",0
