key,0,1
#,,
int32,byte,str
0,0,""
1,0,"注目アイテム"
51,0,"ストアオリジナルアイテム"
52,0,"NPCコスチュームセット"
101,0,"FFXIII関連"
102,0,"降神祭"
103,0,"ヴァレンティオンデー"
104,0,"プリンセスデー"
105,0,"エッグハント"
106,0,"紅蓮祭"
107,0,"新生祭"
108,0,"ハンターズムーン"
109,0,"守護天節"
110,0,"星芒祭"
151,0,"その他コラボ"
201,0,"ファンフェスティバルアイテム"
202,0,"FFX関連"
1000,0,""
1001,0,""
1051,0,""
1101,0,""
1102,0,""
1103,0,""
1104,0,""
1105,0,""
1106,0,""
1151,0,""
1201,0,""
1202,0,""
1203,0,""
1204,0,""
1205,0,""
1206,0,""
1207,0,""
1208,0,""
1209,0,""
2000,0,""
2001,0,""
2002,0,""
2003,0,""
2004,0,""
2005,0,""
