key,0,1,2
#,Icon,Name,
int32,Image,byte,str
0,,0,""
1,"ui/icon/061000/061201.tex",1,"攻撃1"
2,"ui/icon/061000/061202.tex",2,"攻撃2"
3,"ui/icon/061000/061203.tex",3,"攻撃3"
4,"ui/icon/061000/061204.tex",4,"攻撃4"
5,"ui/icon/061000/061205.tex",5,"攻撃5"
6,"ui/icon/061000/061211.tex",9,"足止め1"
7,"ui/icon/061000/061212.tex",10,"足止め2"
8,"ui/icon/061000/061213.tex",11,"足止め3"
9,"ui/icon/061000/061221.tex",12,"禁止1"
10,"ui/icon/061000/061222.tex",13,"禁止2"
11,"ui/icon/061000/061231.tex",14,"汎用シカク"
12,"ui/icon/061000/061232.tex",15,"汎用マル"
13,"ui/icon/061000/061233.tex",16,"汎用プラス"
14,"ui/icon/061000/061234.tex",17,"汎用サンカク"
15,"ui/icon/061000/061206.tex",6,"攻撃6"
16,"ui/icon/061000/061207.tex",7,"攻撃7"
17,"ui/icon/061000/061208.tex",8,"攻撃8"
