key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Level,MinLevel,MaxLevel,Emote,MinTime,MaxTime,PlaceName,Icon{List},Icon{Discovered},Name,Impression,Description,Icon{Undiscovered},IsInitial
int32,Level,int32,byte,Emote,uint16,uint16,PlaceName,Image,Image,str,str,str,Image,bit&01
2162688,"Level#4876856",0,0,"見わたす",800,1159,"リムサ・ロミンサ","ui/icon/081000/081501.tex","ui/icon/081000/081001.tex","バラクーダ埠頭","――ある商人が見た景色。
眼下を見やれば、そこには赤き帆の軍艦が三隻。海都「リムサ・ロミンサ」の底力を感じた。","リムサ・ロミンサが誇る旗艦艦隊「黒渦艦隊」の軍艦が投錨する軍用埠頭。一般市民の立ち入りは制限されているが、見晴らしのいい場所からなら、総旗艦「トライアンフ号」をはじめとする軍艦の姿を見ることができる","ui/icon/081000/081451.tex",True
2162689,"Level#4876859",0,0,"見わたす",1800,459,"リムサ・ロミンサ","ui/icon/081000/081502.tex","ui/icon/081000/081002.tex","海賊船「アスタリシア号」","――ある海賊が見た景色。
酒を飲めば気分は大物。ヤバい奴らの縄張りで、大物気取りで港を一望。翌日、目が覚めたら吊されていた。","三大海賊の筆頭格である海賊団「断罪党」が保有するガレオン船。表向きは外国籍の商船とされているが、それが大海賊「ヒルフィル」の持ち船であることは公然の秘密。船内は、海賊諸派の社交場となっている","ui/icon/081000/081451.tex",True
2162690,"Level#4876905",0,0,"祈る",500,759,"中央ラノシア","ui/icon/081000/081503.tex","ui/icon/081000/081003.tex","シーソング石窟の慰霊碑","――ある船乗りが見た景色。
出漁前の俺だけの儀式。朝日届かぬ薄暗い洞穴で、逝った仲間に黙祷する。静かな雨音を、鎮魂歌に代えて。","船乗りたちの慰霊碑。魂を運ぶとされるウミネコの姿と共に、「私は支える波であり、私は導く風である。私は夜の星であり、私は朝の空である。私は海で生を受け、そして、海で死に向かう」との鎮魂歌が刻まれている","ui/icon/081000/081451.tex",True
2162691,"Level#4876907",0,0,"見わたす",1200,1659,"中央ラノシア","ui/icon/081000/081504.tex","ui/icon/081000/081004.tex","スカイリフト","――ある荷運び人が見た景色。
辛い力仕事の合間、休憩中に見る景色が好きだ。青空に浮かぶ気球の美しさよ。","第七霊災時の地殻変動によって生じた「デセント断崖」を乗り越えるために、リムサ・ロミンサの荷運び人たちが共同で建設、運営している昇降機。通常の昇降機のほか、気球を使った物資の上げ下ろしも行っている","ui/icon/081000/081451.tex",True
2162692,"Level#4876912",0,0,"見わたす",800,1159,"中央ラノシア","ui/icon/081000/081505.tex","ui/icon/081000/081005.tex","ラザグラン街道","――ある警備兵が見た景色。
灰色の空のように気分が晴れないときは、高所に登る。先人が拓いた街道を見て、開拓の苦労に思いを馳せる。","中央から低地を抜け、東ラノシアへと通じる街道。入植初期に、建国船「ガラディオン号」の航海士「デネベール」と共に、島を探検して地形把握に務めたエレゼン族冒険家「ラザグラン」の名にちなみ、そう呼ばれている","ui/icon/081000/081451.tex",True
2162693,"Level#4876920",0,0,"見わたす",1800,459,"低地ラノシア","ui/icon/081000/081508.tex","ui/icon/081000/081008.tex","ソルトストランド","――ある漁師が見た景色。
放浪の神に見守られ、釣り糸を垂らす。眼下に見える塩の柱を目に、5年前の惨劇を思う。","霊災時に砂浜に落着したダラガブの欠片が地脈を貫いた結果、エーテルが噴出し、偏属性クリスタルを形成した。その際、同時に海水の塩分が結晶化したらしく、ミルククラウンのような塩柱が残る結果となったようだ","ui/icon/081000/081451.tex",True
2162694,"Level#4876921",0,0,"見わたす",500,759,"低地ラノシア","ui/icon/081000/081509.tex","ui/icon/081000/081009.tex","レッドルースター農場の畑","――ある農夫が見た景色。
農夫の朝は早い。門の上に立ち、朝霧に濡れた畑を見て、地味な野良仕事に備えて心を奮い立たせるのが日課だ。","一人の園芸師が設立した実験農場。作物の栽培はもちろん、ドードーやシープの飼育も行う。なお、農場名は、赤い鶏と白い鶏のどちらが強いか賭けを行ったところ、双方が血塗れで真っ赤になったという出来事に由来する","ui/icon/081000/081451.tex",True
2162695,"Level#4876926",0,0,"見わたす",500,759,"西ラノシア","ui/icon/081000/081513.tex","ui/icon/081000/081013.tex","ブルワーズ灯台","――ある灯台守が見た景色。
青い空、青い海。船を導いていた灯台の灯りを消したあと、エールをひっかけながら見る海の眺めは最高だ。","崩落した雨燕塔の代替として建設された灯台。エールポートに出入りする船を見守るため、ブルワー（醸造家）の灯台と呼ばれている。水神「リヴァイアサン」の津波を警戒して、海に設置された消波帯の様子が一望できる","ui/icon/081000/081451.tex",True
2162696,"Level#4868036",0,0,"見わたす",1200,1659,"グリダニア","ui/icon/081000/081527.tex","ui/icon/081000/081027.tex","革細工師ギルド","――ある革細工師が見た景色。
子供だった頃、よく工房内を一望できる場所に立って、職人たちが働く姿を眺めたものだ。空が陰り、肌寒い日は特にな。","グリダニアが誇る革細工師たちが、森の恵みを活かした作品作りに没頭するアトリエ。特に熟練のギルド員のみが出品を許されるブランド、「フェン・イル」の製品は名品として名高く、予約待ちの状況が続いている","ui/icon/081000/081452.tex",True
2162697,"Level#4876928",0,0,"見わたす",1800,459,"グリダニア","ui/icon/081000/081528.tex","ui/icon/081000/081028.tex","アプカル滝","――ある少年が見た景色。
ざーざー流れる滝が、お気に入りの場所。寝たふりをして家を抜けだして、秘密の道を通って、大人が来れない高いところに行くんだ。","湧水が流れ落ちる小さな滝。その昔、この滝壺でアプカルという鳥の繁殖が試みられたことがあるため、そう呼ばれる。第六星暦末期にグリダニアを訪れた賢人ルイゾワが、思索の場として好んでいたことでも有名","ui/icon/081000/081452.tex",True
2162698,"Level#4877070",0,0,"座る",1200,1659,"黒衣森：中央森林","ui/icon/081000/081530.tex","ui/icon/081000/081030.tex","ベントブランチ牧場","――ある牧童が見た景色。
お天道様の日射しをうけて、気球のモーグリも気持ちよさそう。そんな日は、ついつい腰を下ろして休みたくなるね。","「モーグリギフトマウンツ」が運営するチョコボ牧場。本場であるイシュガルドより招いた厩務員の指導の下、チョコボの安定的な繁殖に挑んでいる。看板代わりに掲げられた、モーグリ印のバルーンがトレードマーク","ui/icon/081000/081452.tex",True
2162699,"Level#4877071",0,0,"祈る",800,1159,"黒衣森：東部森林","ui/icon/081000/081535.tex","ui/icon/081000/081035.tex","十二神大聖堂","――ある園芸師が見た景色。
陽光を受けると泉の水が輝いて、庭園は荘厳な空気に満ちる。そんな光景を見れば、不信心なヤツだって、祈りを捧げたくなるだろう。","大氷雪時代の直後に、食糧難と病の流行に悩まされた人々が、十二神全ての加護を得ようと建設した古き大聖堂。第七霊災後の困難な時代に、ふたたび神の加護を得ようと、グリダニアの民が協力して修繕した","ui/icon/081000/081452.tex",True
2162700,"Level#4877072",0,0,"見わたす",1800,459,"黒衣森：東部森林","ui/icon/081000/081536.tex","ui/icon/081000/081036.tex","シルフの仮宿","――ある博物学者が見た景色。
空を飛ぶシルフ族のキモチを、少しでも良く知りたいと、よじ登った屋根の上。闇夜にぼんやり浮かぶ街灯の美しさが忘れられない。","雷神「ラムウ」の召喚に反対するシルフ族の一派が、仮住まいとして築いた集落。実と枝を魔法によって変形させることで、奇妙な形状の住居を形作り、樹木から吊っている。飛行可能な種族らしく、ハシゴなどは一切ない","ui/icon/081000/081452.tex",True
2162701,"Level#4877073",0,0,"敬礼する",500,759,"ウルダハ","ui/icon/081000/081546.tex","ui/icon/081000/081046.tex","ロイヤルプロムナード","――ある近衛騎士が見た景色。
長い夜警を終え、三騎士を示す3枚の銀盤の上に立つ。交代の同僚に敬礼を交わし、吹き抜けから見える青空を見つつ、眠るために宿舎に戻るのだ。","ウルダハ政庁層に築かれた遊歩道。王宮に面しているため、近衛兵団「銀冑団」の騎士が警備に就いている。王権が強かった時代には、王族に謁見しようとする人々で賑わったが、今では富裕層が散歩に訪れる程度だという","ui/icon/081000/081453.tex",True
2162702,"Level#4877074",0,0,"見わたす",1200,1659,"ウルダハ","ui/icon/081000/081547.tex","ui/icon/081000/081047.tex","ゴールドコート","――ある軽業師が見た景色。
ケチな市民から投げ銭を得るには、雲を吹き飛ばすような芸が必須。吹き抜けの庭を跳び、東の街灯に華麗に飛び乗り、道行く奴らを見渡してやろう。","ウルダハの中心地にある吹き抜けの方庭。噴水を配した美しい庭は、涼を求める市民の憩いの場となっている。かつてはウルダハ王家の舞踏会場だったが、近年の王室財政では維持が困難となったため、市民に譲渡された","ui/icon/081000/081453.tex",True
