key,0,1,2,3,4,5,6,7,8
#,Item,,,Row{Required}[0],Row{Required}[1],Row{Required}[2],,State{Required},Patch
int32,Item,bit&01,int32,Row,Row,Row,byte,uint16,uint16
262144.0,"Potion of Strength",False,0,"","","",0,0,0
262144.1,"Potion of Dexterity",False,0,"","","",0,0,0
262144.2,"Potion of Vitality",False,0,"","","",0,0,0
262144.3,"Potion of Intelligence",False,0,"","","",0,0,0
262144.4,"Potion of Mind",False,0,"","","",0,0,0
262144.5,"Hi-Potion of Strength",False,0,"","","",0,0,0
262144.6,"Hi-Potion of Dexterity",False,0,"","","",0,0,0
262144.7,"Hi-Potion of Vitality",False,0,"","","",0,0,0
262144.8,"Hi-Potion of Intelligence",False,0,"","","",0,0,0
262144.9,"Hi-Potion of Mind",False,0,"","","",0,0,0
262144.10,"Mega-Potion of Strength",False,0,"","","",0,0,410
262144.11,"Mega-Potion of Dexterity",False,0,"","","",0,0,410
262144.12,"Mega-Potion of Vitality",False,0,"","","",0,0,410
262144.13,"Mega-Potion of Intelligence",False,0,"","","",0,0,410
262144.14,"Mega-Potion of Mind",False,0,"","","",0,0,410
262144.15,"X-Potion of Strength",False,0,"","","",0,0,420
262144.16,"X-Potion of Dexterity",False,0,"","","",0,0,420
262144.17,"X-Potion of Vitality",False,0,"","","",0,0,420
262144.18,"X-Potion of Intelligence",False,0,"","","",0,0,420
262144.19,"X-Potion of Mind",False,0,"","","",0,0,420
262145.0,"Potion",True,0,"","","",0,0,0
262145.1,"Leather Eyepatch",False,36,"","","",0,0,0
262145.2,"Hi-Potion",False,0,"The Princess and the Fish","","",0,0,0
262145.3,"Mega-Potion",False,0,"The Princess and the Fish","Every Fish Has a Silver Lining","",0,0,0
262145.4,"X-Potion",False,0,"The Princess and the Fish","","The Mob Squad III",0,0,0
262145.5,"Ether",False,0,"The Princess and the Fish","","The Mob Squad III",1,0,0
262145.6,"Hi-Ether",False,0,"The Princess and the Fish","Every Fish Has a Silver Lining","The Mob Squad III",0,0,0
262145.7,"Mega-Ether",False,0,"The Princess and the Fish","Every Fish Has a Silver Lining","The Mob Squad III",1,0,0
262151.0,"Gysahl Greens",False,0,"","","",0,100,0
262151.1,"Cherry Bomb",False,0,"","","",0,100,0
262151.2,"Mammet #001",False,0,"","","",0,100,0
262151.3,"Wayward Hatchling",False,0,"","","",0,100,0
262151.4,"Clear Prism",False,0,"","","",0,100,0
262151.5,"Glamour Dispeller",False,0,"","","",0,100,0
262151.6,"Wailers and Waterwheels Orchestrion Roll",False,0,"","","",0,100,0
262151.7,"Dance of the Fireflies Orchestrion Roll",False,0,"","","",0,100,0
262151.8,"Serenity Orchestrion Roll",False,0,"","","",0,100,0
262151.9,"Behind Closed Doors Orchestrion Roll",False,0,"","","",0,100,0
262152.0,"Lalafellin Tunic",False,0,"","","",0,100,0
262152.1,"Lalafellin Kaftan",False,0,"","","",0,100,0
262152.2,"Hempen Undershirt",False,46,"","","",0,100,0
262152.3,"Hempen Camise",False,36,"","","",0,100,0
262152.4,"Lalafellin Wristguards",False,0,"","","",0,100,0
262152.5,"Lalafellin Wristbands",False,0,"","","",0,100,0
262152.6,"Lalafellin Gaskins",False,0,"","","",0,100,0
262152.7,"Lalafellin Bloomers",False,0,"","","",0,100,0
262152.8,"Hempen Underpants",False,29,"","","",0,100,0
262152.9,"Hempen Pantalettes",False,36,"","","",0,100,0
262152.10,"Lalafellin Top Boots",False,0,"","","",0,100,0
262152.11,"Lalafellin Bootees",False,0,"","","",0,100,0
262153.0,"Roegadyn Harness",False,0,"","","",0,100,0
262153.1,"Roegadyn Bodice",False,0,"","","",0,100,0
262153.2,"Hempen Undershirt",False,46,"","","",0,100,0
262153.3,"Hempen Camise",False,36,"","","",0,100,0
262153.4,"Roegadyn Bracers",False,0,"","","",0,100,0
262153.5,"Roegadyn Armguards",False,0,"","","",0,100,0
262153.6,"Roegadyn Breeches",False,0,"","","",0,100,0
262153.7,"Roegadyn Legstraps",False,0,"","","",0,100,0
262153.8,"Hempen Underpants",False,29,"","","",0,100,0
262153.9,"Hempen Pantalettes",False,36,"","","",0,100,0
262153.10,"Roegadyn Boots",False,0,"","","",0,100,0
262153.11,"Roegadyn Sandals",False,0,"","","",0,100,0
262154.0,"Elezen Surcoat",False,0,"","","",0,100,0
262154.1,"Elezen Gown",False,0,"","","",0,100,0
262154.2,"Hempen Undershirt",False,46,"","","",0,100,0
262154.3,"Hempen Camise",False,36,"","","",0,100,0
262154.4,"Elezen Gloves",False,0,"","","",0,100,0
262154.5,"Elezen Halfgloves",False,0,"","","",0,100,0
262154.6,"Elezen Braccae",False,0,"","","",0,100,0
262154.7,"Elezen Tights",False,0,"","","",0,100,0
262154.8,"Hempen Underpants",False,29,"","","",0,100,0
262154.9,"Hempen Pantalettes",False,36,"","","",0,100,0
262154.10,"Elezen Jackboots",False,0,"","","",0,100,0
262154.11,"Elezen Shoes",False,0,"","","",0,100,0
262155.0,"Hyuran Tunic ",False,0,"","","",0,100,0
262155.1,"Hyuran Chemisette",False,0,"","","",0,100,0
262155.2,"Hempen Undershirt",False,46,"","","",0,100,0
262155.3,"Hempen Camise",False,36,"","","",0,100,0
262155.4,"Hyuran Gloves",False,0,"","","",0,100,0
262155.5,"Hyuran Halfgloves",False,0,"","","",0,100,0
