key,0,1,2,3,4,5,6
#,Currency,LowReward,MidReward,HighReward,ExpRatioLow,ExpRatioMid,ExpRatioHigh
int32,Currency,uint16,uint16,uint16,uint16,uint16,uint16
0,,0,0,0,0,0,0
1,,5,10,15,100,120,150
2,,5,5,6,56,64,72
3,,8,8,9,45,51,58
4,,8,8,10,44,50,57
5,,8,8,10,42,48,54
6,,8,8,9,300,330,360
7,,9,9,10,44,50,57
8,,9,9,11,42,48,54
9,,9,9,11,40,46,52
10,,9,9,10,300,330,360
11,,10,11,12,44,50,57
12,,10,11,12,300,330,360
13,,10,19,36,120,150,180
14,,10,11,13,32,36,41
15,,10,20,38,120,150,180
16,,12,13,14,300,345,390
17,,12,13,15,290,333,377
18,,12,13,14,300,330,360
19,,12,13,14,275,302,330
20,,12,13,14,250,275,300
21,,12,13,14,225,247,270
22,,12,13,14,200,220,240
23,,12,13,14,32,36,41
24,,13,14,15,300,345,390
25,,13,14,16,260,299,338
26,,13,14,15,30,34,39
27,,14,15,16,300,345,390
28,,14,15,16,30,34,39
29,,15,16,18,30,34,39
30,,18,36,68,120,150,180
31,,20,22,24,300,345,390
32,,20,23,26,220,253,286
33,,20,40,76,120,150,180
34,,22,24,26,300,345,390
35,,22,24,26,300,330,360
36,,22,25,28,180,207,234
37,,22,44,83,120,150,180
38,,23,25,27,290,333,377
39,,23,26,29,175,201,227
40,,25,27,32,175,201,227
41,,33,36,39,300,330,360
42,,33,36,39,200,220,240
43,,34,37,40,200,220,240
44,,35,38,45,175,201,227
45,,35,38,42,200,220,240
46,,36,39,43,200,220,240
47,,38,41,45,200,220,240
48,,40,44,52,175,201,227
49,,83,91,99,200,220,240
50,,200,220,240,300,330,360
51,,220,242,264,200,220,240
52,,680,748,816,200,220,240
53,,10,11,12,29,33,37
54,,18,36,68,120,150,180
55,,23,26,29,175,201,227
56,,25,28,32,175,201,227
57,,25,27,30,200,220,240
58,,30,34,39,175,201,227
59,,32,35,38,200,220,240
60,,42,46,50,200,220,240
61,,48,52,57,200,220,240
62,,74,81,88,200,220,240
63,,314,345,376,200,220,240
64,,416,457,499,200,220,240
65,,1383,1521,1659,200,220,240
66,,2,2,2,173,190,207
67,,2,2,2,250,275,300
68,,2,2,2,322,354,386
69,,3,3,3,235,258,282
70,,3,3,3,353,388,423
71,,4,4,4,188,206,225
72,,4,4,4,197,216,236
73,,4,4,4,599,658,718
74,,5,5,6,299,328,358
75,,5,5,6,316,347,379
76,,5,5,6,346,380,415
77,,5,5,6,353,388,423
78,,5,5,6,455,500,546
79,,6,6,7,158,173,189
80,,6,6,7,233,256,279
81,,6,6,7,477,524,572
82,,6,6,7,479,526,574
83,,6,6,7,526,578,631
84,,6,6,7,537,590,644
85,,6,6,7,557,612,668
86,,7,7,8,406,446,487
87,,7,7,8,455,500,546
88,,7,7,8,557,612,668
89,,8,8,9,188,206,225
90,,8,8,9,230,253,276
91,,8,8,9,286,314,343
92,,8,8,9,455,500,546
93,,8,8,9,541,595,649
94,,8,8,9,557,612,668
95,,9,9,10,104,114,124
96,,9,9,10,141,155,169
97,,9,9,10,353,388,423
98,,9,9,10,465,511,558
99,,9,9,10,557,612,668
100,,10,11,12,222,244,266
101,,10,11,12,323,355,387
102,,10,11,12,455,500,546
103,,10,11,12,679,746,814
104,,10,11,12,92,101,110
105,,11,12,13,283,311,339
106,,11,12,13,417,458,500
107,,11,12,13,455,500,546
108,,11,12,13,557,612,668
109,,11,12,13,762,838,914
110,,12,13,14,184,202,220
111,,12,13,14,417,458,500
112,,12,13,14,762,838,914
113,,13,14,15,168,184,201
114,,13,14,15,225,247,270
115,,13,14,15,455,500,546
116,,13,14,15,462,508,554
117,,13,14,15,762,838,914
118,,14,15,16,143,157,171
119,,14,15,16,181,199,217
120,,14,15,16,197,216,236
121,,14,15,16,239,262,286
122,,14,15,16,323,355,387
123,,14,15,16,417,458,500
124,,14,15,16,451,496,541
125,,14,15,16,511,562,613
126,,15,16,18,197,216,236
127,,15,16,18,323,355,387
128,,15,16,18,511,562,613
129,,15,16,18,557,612,668
130,,15,16,18,660,726,792
131,,15,16,18,762,838,914
132,,15,16,18,864,950,1036
133,,16,17,19,230,253,276
134,,16,17,19,417,458,500
135,,16,17,19,511,562,613
136,,17,18,20,1000,1100,1200
137,,17,18,20,179,196,214
138,,17,18,20,185,203,222
139,,17,18,20,203,223,243
140,,17,18,20,417,458,500
141,,17,18,20,762,838,914
142,,18,19,21,299,328,358
143,,18,19,21,307,337,368
144,,18,19,21,370,407,444
145,,18,19,21,445,489,534
146,,18,19,21,605,665,726
147,,19,20,22,158,173,189
148,,19,20,22,299,328,358
149,,19,20,22,308,338,369
150,,19,20,22,316,347,379
151,,19,20,22,368,404,441
152,,19,20,22,417,458,500
153,,19,20,22,511,562,613
154,,20,22,24,130,143,156
155,,20,22,24,239,262,286
156,,20,22,24,286,314,343
157,,20,22,24,299,328,358
158,,20,22,24,323,355,387
159,,20,22,24,511,562,613
160,,20,22,24,585,643,702
161,,20,22,24,605,665,726
162,,20,22,24,634,697,760
163,,21,23,25,110,121,132
164,,21,23,25,168,184,201
165,,21,23,25,189,207,226
166,,21,23,25,203,223,243
167,,21,23,25,205,225,246
168,,21,23,25,259,284,310
169,,21,23,25,277,304,332
170,,21,23,25,322,354,386
171,,21,23,25,358,393,429
172,,21,23,25,385,423,462
173,,21,23,25,462,508,554
174,,21,23,25,576,633,691
175,,21,23,25,605,665,726
176,,22,24,26,199,218,238
177,,22,24,26,239,262,286
178,,22,24,26,259,284,310
179,,22,24,26,358,393,429
180,,22,24,26,385,423,462
181,,22,24,26,417,458,500
182,,22,24,26,556,611,667
183,,23,25,27,182,200,218
184,,23,25,27,385,423,462
185,,23,25,27,427,469,512
186,,23,25,27,472,519,566
187,,24,26,28,168,184,201
188,,24,26,28,239,262,286
189,,24,26,28,308,338,369
190,,24,26,28,358,393,429
191,,24,26,28,472,519,566
192,,25,27,30,130,143,156
193,,25,27,30,272,299,326
194,,25,27,30,299,328,358
195,,25,27,30,323,355,387
196,,25,27,30,472,519,566
197,,25,27,30,556,611,667
198,,26,28,31,308,338,369
199,,26,28,31,358,393,429
200,,26,28,31,385,423,462
201,,26,28,31,438,481,525
202,,26,28,31,472,519,566
203,,26,28,31,605,665,726
204,,26,28,31,698,767,837
205,,27,29,32,168,184,201
206,,27,29,32,277,304,332
207,,27,29,32,308,338,369
208,,27,29,32,385,423,462
209,,27,29,32,409,449,490
210,,27,29,32,472,519,566
211,,27,29,32,558,613,669
212,,27,29,32,792,871,950
213,,28,30,33,120,132,144
214,,28,30,33,222,244,266
215,,28,30,33,259,284,310
216,,28,30,33,334,367,400
217,,28,30,33,356,391,427
218,,28,30,33,407,447,488
219,,28,30,33,472,519,566
220,,28,30,33,511,562,613
221,,28,30,33,516,567,619
222,,29,31,34,167,183,200
223,,29,31,34,308,338,369
224,,29,31,34,385,423,462
225,,29,31,34,472,519,566
226,,29,31,34,484,532,580
227,,30,33,36,134,147,160
228,,30,33,36,194,213,232
229,,30,33,36,299,328,358
230,,30,33,36,308,338,369
231,,30,33,36,334,367,400
232,,30,33,36,409,449,490
233,,30,33,36,472,519,566
234,,30,33,36,558,613,669
235,,30,33,36,79,86,94
236,,30,33,36,94,103,112
237,,31,34,37,308,338,369
238,,31,34,37,438,481,525
239,,31,34,37,472,519,566
240,,31,34,37,698,767,837
241,,32,35,38,141,155,169
242,,32,35,38,235,258,282
243,,32,35,38,246,270,295
244,,32,35,38,377,414,452
245,,32,35,38,472,519,566
246,,32,35,38,511,562,613
247,,32,35,38,558,613,669
248,,32,35,38,62,68,74
249,,32,35,38,645,709,774
250,,32,35,38,79,86,94
251,,33,36,39,120,132,144
252,,33,36,39,134,147,160
253,,33,36,39,175,192,210
254,,33,36,39,308,338,369
255,,33,36,39,334,367,400
256,,33,36,39,358,393,429
257,,33,36,39,409,449,490
258,,33,36,39,558,613,669
259,,33,36,39,645,709,774
260,,34,37,40,147,161,176
261,,34,37,40,205,225,246
262,,34,37,40,308,338,369
263,,34,37,40,334,367,400
264,,34,37,40,366,402,439
265,,34,37,40,377,414,452
266,,34,37,40,409,449,490
267,,34,37,40,438,481,525
268,,34,37,40,447,491,536
269,,35,38,42,120,132,144
270,,35,38,42,130,143,156
