key,0,1,2
#,Name,FCAuthorityCategory,
int32,str,FCAuthorityCategory,byte
0,"プロフィールの設定","設定管理",1
1,"","",0
2,"階級の設定","設定管理",2
3,"クレストデザインの設定","設定管理",3
4,"カンパニーチェストの設定","",0
5,"カンパニーへの招待","メンバー管理",1
6,"カンパニーへの加入申請の承認","メンバー管理",4
7,"カンパニーメンバーの除名","メンバー管理",2
8,"階級の任命","メンバー管理",3
9,"カンパニーボードの編集","コミュニティ管理",1
10,"","",0
11,"一言メモの利用","コミュニティ管理",2
12,"カンパニークレジットの利用","コンテンツ管理",1
13,"カンパニーアクションの使用","コンテンツ管理",2
14,"カンパニーアクションの破棄","コンテンツ管理",3
15,"","",0
16,"","",0
17,"","",0
18,"","",0
19,"","",0
20,"","",0
21,"","",0
22,"","",0
23,"","",0
24,"","",0
25,"","",0
26,"","",0
27,"","",0
28,"","",0
29,"","",0
30,"","",0
31,"","",0
32,"","",0
33,"","",0
34,"","",0
35,"","",0
36,"","",0
37,"","",0
38,"","",0
39,"","",0
40,"","",0
41,"","",0
42,"","",0
43,"ハウスへの入室","設定管理",1
44,"ハウスの名前編集","設定管理",2
45,"グリーティングメッセージの編集","設定管理",3
46,"土地の購入・放棄","土地・ハウスの管理",1
47,"ハウスの建築・撤去","土地・ハウスの管理",2
48,"外装と内装の変更","カスタマイズ管理",1
49,"調度品・庭具の変更不可","カスタマイズ管理",3
50,"調度品・庭具の追加/配置変更可","カスタマイズ管理",4
51,"調度品・庭具の追加/撤去/配置変更可","カスタマイズ管理",5
52,"外装・調度品・庭具の染色","カスタマイズ管理",2
53,"訪問者設定・ハウスアピール設定の編集","設定管理",4
54,"交流帳の管理","交流帳の管理",1
55,"畑・植木鉢への種まき","栽培の管理",1
56,"作物の収穫","栽培の管理",2
57,"作物の処分","栽培の管理",3
58,"マイチョコボを預ける","マイチョコボ育成の管理",1
59,"メンバーのチョコボの訓練","マイチョコボ育成の管理",2
60,"ホイールスタンドの利用","カスタマイズ管理",7
61,"リテイナーの設置・撤去","カスタマイズ管理",6
62,"地下工房の増築・撤去","地下工房の管理",1
63,"製作アイテムの決定・中止","カンパニークラフトの管理",1
64,"素材の納品","カンパニークラフトの管理",2
65,"工程進捗の実行","カンパニークラフトの管理",3
66,"製作アイテムの受け取り","カンパニークラフトの管理",4
67,"設計図の製図","カンパニークラフトの管理",5
68,"登録・解体","飛空艇・潜水艦の管理",1
69,"パーツ変更","飛空艇・潜水艦の管理",2
70,"パーツ染色","飛空艇・潜水艦の管理",3
71,"名前編集","飛空艇・潜水艦の管理",4
72,"ボイジャー出港の実行・中止","飛空艇・潜水艦の管理",5
73,"ボイジャーの完了確認","飛空艇・潜水艦の管理",6
74,"乗船探索の実行","",0
75,"オーケストリオンの管理","オーケストリオンの管理",1
