key,0,1,2,3
#,,,LogMessage,
int32,bit&01,byte,LogMessage,byte
0,False,0,"",0
1,False,0,"Unable to execute command under normal conditions.",200
2,False,0,"Unable to execute command while unconscious.",200
3,False,3,"Unable to execute command during an emote.",200
4,False,4,"Unable to execute command while mounted.",200
5,False,5,"Unable to execute command while crafting.",200
6,False,6,"Unable to execute command while gathering.",200
7,False,7,"Unable to execute command while melding materia.",200
8,False,8,"Unable to execute command while operating a siege machine.",200
9,False,0,"Unable to execute command while carrying an object.",200
10,False,0,"Unable to execute command while mounted.",200
11,False,11,"Unable to execute command while in that position.",200
12,False,0,"Unable to execute command while chocobo racing.",200
13,False,13,"Unable to execute command while playing a mini-game.",200
14,False,0,"Unable to execute command while playing Lord of Verminion.",200
15,False,0,"Unable to execute command while participating in a custom match.",200
16,False,16,"Unable to execute command while performing.",200
17,False,0,"",0
18,False,0,"",0
19,False,0,"",0
20,False,0,"",0
21,False,0,"",0
22,False,0,"",0
23,False,0,"",0
24,False,0,"",0
25,True,0,"Unable to execute command while occupied.",200
26,True,0,"Unable to execute command during combat.",200
27,True,27,"Unable to execute command while casting.",200
28,True,0,"Unable to execute command while suffering status affliction.",200
29,True,0,"Unable to execute command while suffering status affliction.",200
30,True,0,"Unable to execute command while occupied.",200
31,True,31,"Unable to execute command while occupied.",200
32,True,32,"Unable to execute command while occupied.",200
33,True,33,"Unable to execute command while occupied.",200
34,True,0,"Unable to execute command while bound by duty.",200
35,True,0,"Unable to execute command while occupied.",200
36,True,0,"Unable to execute command while in a dueling area.",200
37,True,37,"Unable to execute command while a trade is open.",200
38,True,0,"Unable to execute command while occupied.",200
39,True,39,"Unable to execute command while occupied.",200
40,True,0,"Unable to execute command while crafting.",200
41,True,0,"Unable to execute command while preparing to craft.",200
42,True,0,"Unable to execute command while gathering.",200
43,True,43,"Unable to execute command while fishing.",100
44,True,44,"",200
45,True,0,"Unable to execute command while between areas.",200
46,True,0,"Unable to execute command while stealthed.",200
47,False,0,"",200
48,False,0,"Unable to execute command while jumping.",200
49,True,0,"Unable to execute command while auto-run is active.",200
50,True,50,"Unable to execute command while occupied.",200
51,True,0,"Unable to execute command while between areas.",200
52,False,0,"Unable to execute command due to system error.",200
53,True,0,"Unable to execute command while logging out.",200
54,True,0,"Unable to execute command at this location.",1
55,True,0,"Unable to execute command while waiting for duty.",200
56,True,0,"Unable to execute command while bound by duty.",200
57,False,0,"Unable to execute command at this time.",200
58,True,58,"Unable to execute command while watching a cutscene.",200
59,True,0,"Unable to execute command while waiting for Duty Finder.",200
60,True,0,"Unable to execute command while creating a character.",200
61,True,61,"Unable to execute command while jumping.",200
62,True,0,"Unable to execute command while the PvP display is active.",200
63,True,0,"Unable to execute command while suffering status affliction.",200
64,True,64,"Unable to execute command while mounting.",200
65,True,65,"Unable to execute command while carrying an item.",200
66,True,66,"Unable to execute command while using the Party Finder.",200
67,True,67,"Unable to execute command while using housing functions.",200
68,True,0,"Unable to execute command while transformed.",200
69,True,0,"Unable to execute command while on the free trial.",250
70,True,70,"Unable to execute command while being moved.",200
71,True,71,"Unable to execute command while mounting.",200
72,True,0,"Unable to execute command while suffering status affliction.",200
73,True,0,"Unable to execute command while suffering status affliction.",200
74,False,0,"",0
75,False,0,"",0
76,True,76,"Unable to execute command while waiting for a Triple Triad match.",200
77,True,0,"Unable to execute command while in flight.",200
78,True,78,"Unable to execute command while watching a cutscene.",200
79,True,0,"Unable to execute command while delving into a deep dungeon.",200
80,True,0,"Unable to execute command while swimming.",200
81,True,0,"Unable to execute command while diving.",200
82,True,0,"Unable to execute command while registering for a Triple Triad match.",200
83,True,0,"Unable to execute command while waiting for a Triple Triad match.",200
84,True,0,"Unable to execute command while participating in a cross-world party or alliance.",200
85,True,0,"",200
86,True,0,"Unable to execute command while playing duty record.",200
87,True,0,"Unable to execute command while casting.",200
88,True,0,"Unable to execute command in this state.",200
89,True,0,"Unable to execute command in this state.",200
90,True,0,"Unable to execute command while role-playing.",200
91,True,0,"Unable to execute command while bound by duty.",200
92,True,0,"Unable to execute command while readying to visit another World.",200
93,True,0,"Unable to execute command while waiting to visit another World.",200
94,True,0,"Unable to execute command while using a fashion accessory.",100
95,True,0,"Unable to execute command while bound by duty.",200
96,True,0,"Cannot execute at this time.",200
97,True,0,"Unable to execute command in this state.",200
98,True,66,"Unable to execute command while recruiting for a non-cross-world party.",220
99,False,0,"",0
