key,0,1,2,3,4,5
#,Item{Animus},Item{Scroll},MateriaLimit,Item{Novus},Icon,
int32,Item,Item,byte,Item,Image,sbyte
0,"","",0,"",,0
1,"コルタナ・アニムス","聖剣のスフィアスクロール",53,"コルタナ・ノウス","ui/icon/080000/080152.tex",1
2,"スファライ・アニムス","双豹のスフィアスクロール",75,"スファライ・ノウス","ui/icon/080000/080153.tex",0
3,"ブラビューラ・アニムス","戦斧のスフィアスクロール",75,"ブラビューラ・ノウス","ui/icon/080000/080154.tex",0
4,"ゲイボルグ・アニムス","竜槍のスフィアスクロール",75,"ゲイボルグ・ノウス","ui/icon/080000/080155.tex",0
5,"アルテミスボウ・アニムス","神弓のスフィアスクロール",75,"アルテミスボウ・ノウス","ui/icon/080000/080156.tex",0
6,"タイラス・アニムス","霊杖のスフィアスクロール",75,"タイラス・ノウス","ui/icon/080000/080157.tex",0
7,"スターダストロッド・アニムス","星杖のスフィアスクロール",75,"スターダストロッド・ノウス","ui/icon/080000/080158.tex",0
8,"ウイユヴェール・アニムス","魔書のスフィアスクロール",75,"ウイユヴェール・ノウス","ui/icon/080000/080159.tex",0
9,"マダレムジエン・アニムス","稀書のスフィアスクロール",75,"マダレムジエン・ノウス","ui/icon/080000/080160.tex",0
10,"ホーリーシールド・アニムス","聖盾のスフィアスクロール",22,"ホーリーシールド・ノウス","ui/icon/080000/080151.tex",2
11,"吉光【入魂】","短刀のスフィアスクロール",75,"吉光【新生】","ui/icon/080000/080161.tex",0
