key,0,1,2,3,4,5,6,7,8,9
#,GatheringType,GatheringLevel,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7]
int32,GatheringType,byte,Row,Row,Row,Row,Row,Row,Row,Row
0,"採掘",0,"","","","","","","",""
1,"採掘",0,"","","","","","","",""
2,"採掘",0,"","","","","","","",""
3,"採掘",0,"","","","","","","",""
4,"採掘",0,"","","","","","","",""
5,"採掘",0,"","","","","","","",""
6,"採掘",0,"","","","","","","",""
7,"採掘",0,"","","","","","","",""
8,"採掘",0,"","","","","","","",""
9,"採掘",0,"","","","","","","",""
10,"伐採",10,"","ラノシアオレンジ","ククルビーン","","","","","アースシャード"
11,"伐採",5,"ラテックス","メープル原木","メープルの枝","アラガンスネイル","","","アイスシャード","ウィンドシャード"
12,"伐採",5,"ラテックス","メープル原木","メープルの枝","","","","","アースシャード"
13,"伐採",5,"メープル樹液","シナモン","蜜蜂の巣","","","","","アースシャード"
14,"草刈",15,"クルザスカロット","モコ草","グラスバイパー","ライ麦","","","","ウォーターシャード"
15,"伐採",10,"アッシュ原木","ティノルカミスルトゥ","アッシュの枝","","","","","アースシャード"
16,"伐採",10,"アッシュ原木","ティノルカミスルトゥ","アッシュの枝","クロウの羽根","","","","ウィンドシャード"
17,"伐採",15,"エルム原木","チェスナット","","","","","","ウィンドシャード"
18,"草刈",15,"ガーリック","ワイルドオニオン","オーガパンプキン","","","","","ウォーターシャード"
19,"草刈",15,"マージョラム","バッファロービーン","ツリートード","腐葉土","","","","ウィンドシャード"
20,"砕岩",40,"グレネードの灰","","","","","","","ウィンドシャード"
21,"草刈",15,"カーネーション","草綿","ラベンダー","シャンテレール","","","","ウィンドシャード"
22,"伐採",20,"フェアリーアップル","ユー原木","ユーの枝","","","","","ウィンドシャード"
23,"草刈",20,"ギルバン","ベラドンナ","ガラゴミント","黒衣森の苗","","","","ウィンドシャード"
24,"伐採",25,"ノフィカミスルトゥ","ウォルナット","ウォルナット原木","","","","","アイスシャード"
25,"草刈",15,"パースニップ","ジンセン","ブラックペッパー","","","","","ライトニングシャード"
26,"草刈",30,"ジェードピー","エッグプラント","ミッドランドキャベツ","ムアリーチ","","","","アースシャード"
27,"伐採",30,"アリゲーターペア","チョコボの羽根","","","","","","アイスシャード"
28,"伐採",35,"オーク原木","オークの枝","タランチュラ","","","","","アイスシャード"
29,"草刈",35,"ホワイトトリュフ","フェザントの羽根","亜麻","","","","","アイスシャード"
30,"草刈",15,"小麦","麦わら","ラノシアレタス","ルビートマト","","","","ファイアシャード"
31,"草刈",15,"オリーヴ","ハイランドパセリ","スピナッチ","ローランドグレープ","","","","アースシャード"
32,"伐採",30,"","","","","パープルピグメント","","","ライトニングシャード"
33,"伐採",20,"ノパル","","","","","","","ライトニングシャード"
34,"伐採",20,"サンレモン","","","","","","","アースシャード"
35,"伐採",20,"","","","","","コールマターG1","","アイスシャード"
36,"砕岩",35,"霊銀砂","","","","","","","ライトニングシャード"
37,"伐採",30,"","","","","グリーンピグメント","","","ウィンドシャード"
38,"草刈",20,"ポポト","ホワイトスコーピオン","ザナラーンの苗","","","","","ファイアシャード"
39,"草刈",20,"パプリカ","レンティル","ラノシアの苗","","","","","アイスシャード"
40,"草刈",25,"ボタンマッシュルーム","アラミゴマスタード","パールジンジャー","ミリオンコーン","","","","ファイアシャード"
41,"草刈",25,"ピクシープラム","カモミール","スティッキーライス","ノーブルグレープ","","","","アースシャード"
42,"伐採",30,"","","","","レッドピグメント","","","ファイアシャード"
43,"伐採",50,"","","","","","","","ライトニングシャード"
44,"伐採",30,"","","","","グレイピグメント","","","アイスシャード"
45,"砕岩",30,"","","","","グレイピグメント","","","アイスシャード"
46,"砕岩",45,"青金砂","大理石","","","","","","アースシャード"
47,"採掘",25,"銀鉱","ソーダ水","","","","","","アイスシャード"
48,"砕岩",25,"土性岩","氷性岩","風性岩","銀砂","","","","アイスシャード"
49,"採掘",40,"スピネル原石","トルマリン原石","ブラックアルメン","","","","","アイスシャード"
50,"伐採",30,"","","","ブラウンピグメント","イエローピグメント","","","アースシャード"
51,"伐採",5,"調査地域のメープル原木","トレントのどんぐり","","","","","",""
52,"伐採",5,"アッシュの若木","東岸のミスルトゥ","","","","","",""
53,"伐採",5,"たき火用の薪","","","","","","",""
54,"伐採",5,"不純物のないラテックス","","","","","","",""
55,"伐採",10,"択伐地のアッシュ原木","良質なアッシュ原木","","","","","",""
56,"伐採",10,"天柱樹の根","天柱樹の丈夫な根","","","","","",""
57,"伐採",10,"オチューの種子","","","","","","",""
58,"伐採",10,"胞子が張り付いた樹皮","","","","","","",""
59,"伐採",15,"大ぶりのチェスナット","黄金のチェスナット","","","","","",""
60,"伐採",15,"アッシュの若木","西岸のミスルトゥ","","","","","",""
61,"伐採",15,"柵に適したアッシュ原木","","","","","","",""
62,"伐採",15,"ローズレットの種子","ローズレットの芽吹いた種子","","","","","",""
63,"草刈",20,"ハキダメ草","クチナシ草","","","","","",""
64,"伐採",20,"特濃メープル樹液","","","","","","",""
65,"伐採",20,"印が刻まれた樹皮","","","","","","",""
66,"伐採",20,"大イバラの蜜","乾燥ムントゥイ豆","","","","","",""
67,"草刈",20,"ティノルカアヤメ","囓られたガラゴミント","","","","","",""
68,"伐採",25,"露出した樹木の根","丈夫な樹木の根","","","","","",""
69,"草刈",25,"上質のガラゴミント","","","","","","",""
70,"伐採",25,"ゲルモラ時代の古銭","","","","","","",""
71,"伐採",25,"たき火用の薪","","","","","","",""
72,"伐採",30,"伸びすぎた枝","毛虫","","","","","",""
73,"草刈",30,"ハキダメ草","クチナシ草","","","","","",""
74,"草刈",30,"アカトゲの実","","","","","","",""
75,"伐採",30,"ブラックシュラウドアップル","","","","","","",""
76,"伐採",30,"謎めいたキノコ","","","","","","",""
77,"伐採",35,"サゴパームの幹","サゴパームの種","","","","","",""
78,"草刈",35,"しなびた葉","","","","","","",""
79,"草刈",35,"オシュオンローゼルのガク","","","","","","",""
80,"伐採",35,"椰子の実","","","","","","",""
81,"草刈",40,"クルザスミント","良質のクルザスミント","","","","","",""
82,"伐採",40,"良質のオーク原木","","","","","","",""
83,"草刈",40,"ショートウィード","","","","","","",""
84,"伐採",40,"流木の枝","流木の幹","","","","","",""
85,"伐採",45,"マダラカミキリ","病に冒された樹皮","","","","","",""
86,"伐採",45,"真っ直ぐな枝","","","","","","",""
87,"伐採",45,"ハイランドチークの原木","","","","","","",""
88,"伐採",45,"傷ついた樹皮","符号が刻まれた樹皮","","","","","",""
89,"草刈",50,"遺物の欠片","汚れたアラガンストーン","","","","","",""
90,"伐採",50,"足場用の木材","","","","","","",""
91,"草刈",50,"結晶化した下草","","","","","","",""
92,"伐採",50,"半結晶化した枝","半結晶化した幹","","","","","",""
93,"採掘",5,"薄汚れたレンガ","硬いレンガ","","","","","",""
94,"採掘",5,"風化した岩盤の欠片","硬い岩盤の欠片","","","","","",""
95,"採掘",5,"良質の黄銅鉱","","","","","","",""
96,"採掘",5,"低純度の銅鉱","","","","","","",""
97,"採掘",10,"薄汚れたレンガ","硬いレンガ","","","","","",""
98,"採掘",10,"サンプル用の岩石","サンプル用の鉱石","","","","","",""
99,"採掘",10,"茶色の石塊","","","","","","",""
100,"採掘",10,"良質の亜鉛鉱","","","","","","",""
101,"採掘",15,"薄汚れた石材","綺麗な石材","","","","","",""
102,"採掘",15,"サンプル用の岩石","サンプル用の鉱石","","","","","",""
103,"採掘",15,"ペイストの薄皮","","","","","","",""
104,"採掘",15,"風化した岩盤の欠片","硬い岩盤の欠片","","","","","",""
105,"採掘",20,"サンプル用の岩石","サンプル用の鉱石","","","","","",""
106,"採掘",20,"アースパワーストーン","","","","","","",""
107,"採掘",20,"墓石用の石材","","","","","","",""
108,"採掘",20,"赤茶けた岩石","魔力を帯びた岩石","","","","","",""
109,"採掘",25,"輝きのない砂利","わずかに輝く砂利","","","","","",""
110,"砕岩",25,"苔むした石材","","","","","","",""
111,"砕岩",25,"良質のシルト岩","","","","","","",""
112,"採掘",25,"石壁用の石材","","","","","","",""
113,"採掘",30,"土まみれの石","文字が刻まれた石","","","","","",""
114,"採掘",30,"醸造庫用の火打石","","","","","","",""
115,"採掘",30,"石壁の欠片","","","","","","",""
116,"採掘",30,"守灯籠用の石材","","","","","","",""
117,"採掘",35,"茶色に輝く小石","緑色に輝く小石","","","","","",""
118,"採掘",35,"良質の鉄鉱","","","","","","",""
119,"採掘",35,"古代の貝殻","","","","","","",""
120,"採掘",35,"モラビーオイスター","","","","","","",""
121,"採掘",40,"補修用の石材","良質の補修用の石材","","","","","",""
122,"採掘",40,"圧雪ブロック","","","","","","",""
123,"採掘",40,"クルザス石灰岩","","","","","","",""
124,"採掘",40,"青霊銀鉱","良質の青霊銀鉱","","","","","",""
125,"採掘",45,"大氷壁の氷片","大氷壁の硬い氷片","","","","","",""
126,"採掘",45,"白鉄鉱","","","","","","",""
127,"採掘",45,"修繕用の石材","","","","","","",""
128,"採掘",45,"クルザスの凍土","クルザスの永久凍土","","","","","",""
129,"採掘",50,"飛空戦艦の装甲材","飛空戦艦の超硬合金","","","","","",""
130,"採掘",50,"遺跡のクリスタル","","","","","","",""
131,"砕岩",50,"傷ついたアラガンストーン","","","","","","",""
132,"採掘",50,"結晶化した根","結晶化した幹","","","","","",""
133,"草刈",35,"アロエ","ローレル","デザートサフラン","ブラッドグラス","","","","ライトニングシャード"
134,"草刈",35,"ミッドランドバジル","マンドレイク","リーキ","ドラゴンペッパー","","","","ウォーターシャード"
135,"伐採",40,"","","","","","","","ウィンドシャード"
136,"伐採",40,"","","","","","","","アイスシャード"
137,"伐採",40,"アイアンエーコン","マホガニー原木","ナツメグ","アーモンド","","","","ウォーターシャード"
138,"伐採",30,"","","","","ブルーピグメント","","","ウォーターシャード"
139,"伐採",30,"","","","","レッドピグメント","","ファイアクリスタル","ファイアシャード"
140,"草刈",40,"タイム","ブラッドカーラント","","","","","","アイスシャード"
141,"草刈",40,"マグワート","アーティチョーク","ズッキーニ","","","","","ウォーターシャード"
142,"伐採",45,"シャインアップル","ミスルトゥ","","","","","","アイスシャード"
143,"草刈",45,"サゴリーセージ","ブラックスコーピオン","ロランベリー","ダートフロッグ","","","","アースシャード"
144,"伐採",50,"","","","","","","","ファイアシャード"
145,"伐採",40,"","","","","","","",""
146,"伐採",50,"","","","","","","","ウォーターシャード"
147,"伐採",50,"ローズウッド原木","ローズウッドの枝","","","","","","ウィンドシャード"
148,"伐採",10,"コックの羽根","クローヴ","","","","","","ライトニングシャード"
149,"草刈",50,"ザナラーン茶葉","ラーヴァトード","メイデングラス","","","","","ライトニングシャード"
150,"砕岩",50,"","","","","","","アースクリスタル","アースシャード"
151,"砕岩",50,"","","","","","","","ウォーターシャード"
152,"採掘",10,"ラピスラズリ原石","粘土","","","","","","アースシャード"
153,"採掘",5,"銅鉱","濁水","","","","","ウィンドシャード","ライトニングシャード"
