key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,ModelKey,HousingItemCategory,UsageType,UsageParameter,,AquariumTier,CustomTalk,Item,DestroyOnRemoval,Tooltip,,,,,
int32,uint16,byte,byte,uint32,byte,byte,CustomTalk,Item,bit&01,HousingPlacement,byte,byte,byte,bit&04,bit&08
196608,0,0,0,0,0,0,,"",False,"",0,0,0,False,False
196609,1,13,0,0,0,0,,"ラノシアン・ラウンドテーブル",False,"",0,0,0,True,False
196610,2,13,0,0,0,0,,"ザナラーン・ラウンドテーブル",False,"",0,0,0,True,False
196611,3,13,0,0,0,0,,"シュラウド・ラウンドテーブル",False,"",0,0,0,True,False
196612,4,12,0,0,0,0,,"ラノシアン・ウッドチェア",False,"",0,0,0,True,False
196613,5,12,0,0,0,0,,"ザナラーン・ウッドチェア",False,"",0,0,0,True,False
196614,6,12,0,0,0,0,,"シュラウド・ウッドチェア",False,"",0,0,0,True,False
196615,7,13,0,0,0,0,,"ウッドキャビネット",False,"",0,0,0,True,False
196616,8,13,0,0,0,0,,"ダイニングテーブル",False,"",0,0,0,True,False
196617,9,13,0,0,0,0,,"カルトニエ",False,"",0,0,0,True,False
196618,10,14,14,0,77,0,"HouFurVisitNote_00477","メッセージブックスタンド",False,"",0,0,0,True,True
196619,11,14,0,0,0,0,,"プリケット",False,"",0,0,0,True,False
196620,12,15,0,0,0,0,,"グリダニアン・バナー",False,"",0,0,0,True,False
196621,13,12,0,0,0,0,,"シュラウド・ベンチ",False,"",0,0,0,True,False
196622,14,15,0,0,0,0,,"海都の風景画",False,"",0,0,0,True,False
196623,15,12,0,0,0,0,,"ザナラーン・ベッド",False,"",0,0,0,True,False
196624,16,12,0,0,0,0,,"素焼きの壺",False,"",0,0,0,True,False
196625,17,12,0,0,0,0,,"マゲイの鉢植",False,"",0,0,0,True,False
196626,18,12,0,0,0,0,,"ラノシアン・ベッド",False,"",0,0,0,True,False
196627,19,12,0,0,3,0,"ComDefCompanyChest_00099","カンパニーチェスト",False,"このアイテムは一度設置すると、中古品となり
マーケットへの出品ができなくなります。

<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>また、ハウス・家具の種類によっては、
以下のようなケースで権利喪失があり得ます。
・他プレイヤーによる撤去
・フリーカンパニー除名・脱退
・ハウスシェアリングの解除
・土地の撤去<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

設置してよろしいでしょうか？",0,0,0,True,False
196628,20,15,0,0,0,0,,"ロミンサン・バナー",False,"",0,0,0,True,False
196629,21,15,0,0,0,0,,"ウルダハン・バナー",False,"",0,0,0,True,False
196630,22,12,0,0,25,0,"CmnDefRetainerBell_00544","リテイナーベル",False,"",0,0,0,True,False
196631,23,12,4,8,22,0,"CmnDefHousingCraftFacility_00152","ウッドワークベンチ",False,"",0,0,0,True,False
196632,24,12,4,9,22,0,"CmnDefHousingCraftFacility_00152","スミシングベンチ",False,"",0,0,0,True,False
196633,25,16,0,0,0,0,,"ラノシアン・フリンジドラグ",False,"",0,0,0,True,False
196634,26,16,0,0,0,0,,"ラノシアン・オーバルラグ",False,"",0,0,0,True,False
196635,27,16,0,0,0,0,,"シープラグ",False,"",0,0,0,True,False
196636,28,12,0,0,0,0,,"ラノシアン・ピラー",False,"",0,0,0,True,False
196637,29,12,0,0,0,0,,"ラノシアン・パーティション",False,"",0,0,0,True,False
196638,30,15,0,0,0,0,,"エオルゼア全図",False,"",0,0,0,True,False
196639,31,14,0,0,0,0,,"文房具一式",False,"",0,0,0,True,False
196640,32,15,0,0,0,0,,"ガレアス船の操舵輪",False,"",0,0,0,True,False
196641,33,13,0,0,0,0,,"シュラウド・カルトニエ",False,"",0,0,0,True,False
196642,34,13,0,0,0,0,,"シュラウド・サイドボード",False,"",0,0,0,True,False
196643,35,13,0,0,0,0,,"シュラウド・ドロワーテーブル",False,"",0,0,0,True,False
196644,36,13,0,0,0,0,,"ザナラーン・ストール",False,"",0,0,0,True,False
196645,37,12,4,10,22,0,"CmnDefHousingCraftFacility_00152","メタルワークフォージ",False,"",0,0,0,True,False
196646,38,12,4,11,22,0,"CmnDefHousingCraftFacility_00152","ゴールドワークベンチ",False,"",0,0,0,True,False
196647,39,12,4,12,22,0,"CmnDefHousingCraftFacility_00152","レザーワークベンチ",False,"",0,0,0,True,False
196648,40,16,0,0,0,0,,"ザナラーン・ラグ",False,"",0,0,0,True,False
196649,41,16,0,0,0,0,,"ザナラーン・アーガイルラグ",False,"",0,0,0,True,False
196650,42,16,0,0,0,0,,"ザナラーン・リーフラグ",False,"",0,0,0,True,False
196651,43,12,4,13,22,0,"CmnDefHousingCraftFacility_00152","クロースクラフトルーム",False,"",0,0,0,True,False
196652,44,12,4,14,22,0,"CmnDefHousingCraftFacility_00152","アルケミーファーナス",False,"",0,0,0,True,False
196653,45,12,4,15,22,0,"CmnDefHousingCraftFacility_00152","クッキングストーブ",False,"",0,0,0,True,False
196654,46,16,0,0,0,0,,"シュラウド・ラグ",False,"",0,0,0,True,False
196655,47,16,0,0,0,0,,"シュラウド・フリンジドラグ",False,"",0,0,0,True,False
196656,48,16,0,0,0,0,,"シュラウド・ラウンドラグ",False,"",0,0,0,True,False
196657,49,12,0,0,0,0,,"ラノシアン・バスタブ",False,"",0,0,0,True,False
196658,50,12,0,0,0,0,,"ザナラーン・バスタブ",False,"",0,0,0,True,False
196659,51,12,0,0,0,0,,"シュラウド・バスタブ",False,"",0,0,0,True,False
196660,52,15,0,0,7,0,,"イフリートの瓦灯",False,"",0,0,0,True,False
196661,53,12,0,0,9,0,,"ガルーダの長椅子",False,"",0,0,0,True,False
196662,54,12,0,0,0,0,,"ザナラーン・ピラー",False,"",0,0,0,True,False
196663,55,12,0,0,0,0,,"ザナラーン・パーティション",False,"",0,0,0,True,False
196664,56,12,0,0,0,0,,"シュラウド・ピラー",False,"",0,0,0,True,False
196665,57,12,0,0,0,0,,"シュラウド・パーティション",False,"",0,0,0,True,False
196666,58,16,0,0,0,0,,"グゥーブーラグ",False,"",0,0,0,True,False
196667,59,16,0,0,0,0,,"モグモグラグ",False,"",0,0,0,True,False
196668,60,15,0,0,8,0,,"焔神イフリートの瓦灯",False,"",0,0,0,True,False
