key,0,1,2
#,Item,SGB,Name
int32,Item,ExportedSG,EObjName
0,"",,
1,"海岛新薯","bgcommon/mji/feed/0001/asset/fee_f0_m0001.sgb","海岛新薯"
2,"海岛甘蓝","bgcommon/mji/feed/0006/asset/fee_f0_m0006.sgb","海岛甘蓝"
3,"海岛莓果","bgcommon/mji/feed/0003/asset/fee_f0_m0003.sgb","海岛莓果"
4,"海岛南瓜","bgcommon/mji/feed/0005/asset/fee_f0_m0005.sgb","海岛南瓜"
5,"海岛洋葱","bgcommon/mji/feed/0007/asset/fee_f0_m0007.sgb","海岛洋葱"
6,"海岛番茄","bgcommon/mji/feed/0008/asset/fee_f0_m0008.sgb","海岛番茄"
7,"海岛小麦","bgcommon/mji/feed/0021/asset/fee_f0_m0021.sgb","海岛小麦"
8,"海岛玉米","bgcommon/mji/feed/0013/asset/fee_f0_m0013.sgb","海岛玉米"
9,"海岛高山萝卜","bgcommon/mji/feed/0016/asset/fee_f0_m0016.sgb","海岛高山萝卜"
10,"海岛小萝卜","bgcommon/mji/feed/0010/asset/fee_f0_m0010.sgb","海岛小萝卜"
11,"海岛红辣椒","bgcommon/mji/feed/0020/asset/fee_f0_m0020.sgb","海岛红辣椒"
12,"海岛韭葱","bgcommon/mji/feed/0009/asset/fee_f0_m0009.sgb","海岛韭葱"
