key,0,1,2,3
#,Name,,Charges,
int32,Action,uint32,byte,byte
0,"",0,0,0
1,"Smoke Screen",0,9,0
2,"Vril",0,3,0
3,"Aetheric Siphon",0,0,0
4,"Anti-gravity Gimbal",0,0,0
5,"Vril",0,1,0
6,"Anti-gravity Gimbal",0,0,0
7,"Deflect",0,0,0
8,"Chocobo Brush",0,0,0
9,"",0,0,0
10,"Mega Potion",0,10,0
11,"Black Paint",0,0,0
12,"Omega Jammer",0,0,0
13,"",0,0,0
14,"Unusable",0,0,0
15,"Warp-strike",0,0,0
16,"Unusable",0,0,0
17,"Solicit Siphon Snout",0,0,0
18,"",0,0,0
19,"",0,0,0
20,"",0,0,0
