key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
852031," ケジメをつけろ","消えた造船師",," 白き黒猫",,,,,,,,,,,,
852032,"不敵なる矛先","行人を脅かすもの","クバの鍛錬",,,,,,,,,,,,,
852033,,"墓所に手向ける花",,,,,,,,,,,,,,
852034,"新作のアイデア",,"オロボンを追っ払え！","酒場の一員","根渡り沼の落とし物",,,,,,,,,,,
852036,"ペイストの瞳",,,,,,,,,,,,,,,
852037,"仮宿暮らしの困りごと",,,"採掘場の切り裂き魔",,,,,,,,,,,,
852038,"生かされているんだ","無明の内地","森に潜む罠","焼かれし者どもの浄化","いけない罠",,,,,,,,,,,
852039,"時代遅れの製錬法","はばたけ、お前",,,,,,,,,,,,,,
852040,"勇気の丸石","勇気の丸石","道を拓く刃","時を告げし血",,,,,,,,,,,,
852041,"風の試練","風の試練",,,,,,,,,,,,,,
852042,"シルフィーの試練",,,,,,,,,,,,,,,
852044,"蛮勇の槍術士","くさ～いイタズラ","かわいそうなセンチネル",,"護衛任務の代役",,,,,,,,,,,
852045,"水の試練","シルフィーの試練",,,,,,,,,,,,,,
852046,"防腐の妙法",,,,,,,,,,,,,,,
852047,"切り裂きクラブ",,,,,,,,,,,,,,,
852048,"開拓者リウルフの発起","現実を創出する魔紋","迷惑な巣の掃除",,,,,,,,,,,,,
852049,"疾風の格闘士","最強の剣術士","生物図鑑の上梓に向けて","深淵に臨む呪術士","呪具が望む破壊","汝、剣を取れ","拳の一撃","海蛇は災禍を招く",,,,,,,,
852050,"真心仕込みのオレンジ","黒渦団新兵、発奮す",,,,,,,,,,,,,,
852051,"黒渦団新兵、焦燥す",,"ゴールドバザーの活気","小さな墓石",,,,,,,,,,,,
852052,"闘魂に火をつけろ","薫陶の佳肴","謎の彫金師","それは男の夢",,,,,,,,,,,,
852053,,"角薬が繋ぐ縁",,,,,,,,,,,,,,
852055,,"浜辺のカイ事件",,,,,,,,,,,,,,
852056,"最後の晩餐","時神の境地",,,,,,,,,,,,,,
852057,"疾風迅雷の如く","疾風迅雷の如く","侵入者に制裁を！",,,,,,,,,,,,,
852058,"疾風の格闘士","拳の一撃","深淵に臨む呪術士","呪具が望む破壊","最強の剣術士","汝、剣を取れ","青は藍より出でて",,,,,,,,,
852060,"銀色に輝く故郷",,,,,,,,,,,,,,,
852062,"新農法の試行錯誤",,,,,,,,,,,,,,,
852063,"迷子橋落ちない","戦場を圧する斧術士","豪胆なる斧","戦況を絡繰る巴術士","魔道書と魔紋と","双振りの剣を手に",,,,,,,,,,
852064,"戦場を圧する斧術士","豪胆なる斧","高級レストランたる由縁","双振りの剣を手に",,,,,,,,,,,,
852065,"イクサル族斥候を排除せよ",,,,,,,,,,,,,,,
852066,"因縁のコボルド族","シダーウッド紛争","つまみ食いはホドホドに","強行偵察部隊の捜索","ゾ・ガの野望を挫け","鉱山に咲く花",,,,,,,,,,
852067,"因縁のコボルド族","シダーウッド紛争","強行偵察部隊の捜索","つまみ食いはホドホドに","ヒトの威を借るコボルド","鉱山に咲く花",,,,,,,,,,
852068,"枯れ果てし危機","枯れ果てし危機","干からびた骨","チャカの気心","囚われし民草の解放",,,,,,,,,,,
852069,"戦斧を砕く剣風","港の獣たち",,,,,,,,,,,,,,
852070,"拳の聖人",,,,,,,,,,,,,,,
852071,"銀色に輝く故郷",,,,,,,,,,,,,,,
852072,"銀色に輝く故郷",,,,,,,,,,,,,,,
852073,"OpeningGridania",,,,,,,,,,,,,,,
852074,"刃鳴は響くか",,"テテルンのふるまい酒",,,,,,,,,,,,,
852075,"共謀者の影","自由騎士の誓約",,,,,,,,,,,,,,
852076,"OpeningLimsaLominsa",,,,,,,,,,,,,,,
852077,"OpeningUldah",,,,,,,,,,,,,,,
852078,"冒険者への手引き","冒険者への手引き","冒険者への手引き",,,,,,,,,,,,,
852079,"冒険者への手引き","冒険者への手引き",,,,,,,,,,,,,,
852080,"直る物と直らぬ物","砕けたガラクタ",,,,,,,,,,,,,,
852081,"剣閃は槍を折る","剣閃は槍を折る",,,,,,,,,,,,,,
852082,"戦斧を砕く剣風",,,,,,,,,,,,,,,
852083,"見知らぬ贈り物",,,,,,,,,,,,,,,
852084,"果たし合う剣と拳",,,,,,,,,,,,,,,
852085,"CtsEtcBoosterLogin_00392","融和への船出",,,,,,,,,,,,,"Warp#131102","Warp#131104"
852086,"CtsEtcBoosterLogin_00392","カストルム・セントリからの救出","カッパーベルで消える夢","暴虐の嵐神ガルーダ","不可視の脅威","プリンセスデーと小さな冒険者","草原に燃ゆる",,,,,,,,"Warp#131103","Warp#131105"
852087,"CtsEtcBoosterLogin_00392","ストーンヴィジルに眠る翼","オメガ起動","相棒はジリ・アリアポー",,,,,,,,,,,"Warp#131101","Warp#131106"
852088,"CtsEtcBoosterLogin_00392","Warp#131377",,,,,,,,,,,,,,"Warp#131107"
852089,"十二賢者の行進","正義を銅の刃に宿し","新生祭と監獄の魔洞",,,,,,,,,,,,,"Warp#131108"
852090,"ナルザルの双剣",,,,,,,,,,,,,,,
852091,"ナルザルの双剣",,,,,,,,,,,,,,,
852092,"ナルザルの双剣",,,,,,,,,,,,,,,
852093,"Story#1703951","Story#1703937","灯りの消えた日","森からの帰還","究極幻想アルテマウェポン","ラウバーン奪還作戦","砂都からの報せ","ルヴェユールの双子","星影に零れて",,,,,,,
852094,"",,,,,,,,,,,,,,,
852095,"",,,,,,,,,,,,,,,
852096,"",,,,,,,,,,,,,,,
852097,"矢衾から見える勝機",,,,,,,,,,,,,,,
852098,"CtsEtcBoosterLogin_00392","CmnDefInnBed_00020",,,,,,,,,,,,,,
852099,"枯れ果てし危機","枯れ果てし危機",,,,,,,,,,,,,,
852100,"急場の閃き",,,,,,,,,,,,,,,
852101,"イクサル族斥候を排除せよ",,,,,,,,,,,,,,,
852102,"イクサル族斥候を排除せよ",,,,,,,,,,,,,,,
852103,"CtsEtcBoosterLogin_00392","エッグハントの賢者様","エッグハントは新たな旅立ち","殺害予告？ 人気演奏家を護れ！",,,,,,,,,,,,
852104,,"木立を縫う者",,"偽りの敬礼"," なりゆきお礼参り","第四分隊の危機","帝国軍迎撃作戦","少女ノ目",,"帝国兵なりきり装備",,,,,,
852105,"第四分隊の危機",,"秘石の塔の監視任務",,,"帝国軍迎撃作戦","犯人をとっちめろ！","帝国兵なりきり装備",,,,,,,,
852106,"第四分隊の危機","木立を縫う者","秘石の塔の監視任務",,,"森を乱す侵略者","帝国軍迎撃作戦","帝国兵なりきり装備",,,,,,,,
852107,"木立を縫う者","秘石の塔の監視任務",,,"第四分隊の危機","帝国兵なりきり装備",,,,,,,,,,
852108,"木々を貪る魔物","ダンスタン監視哨の悩み",,,,,,,,,,,,,,
852109,"ハゲしい想い",,,,,,,,,,,,,,,
852110,"その者、ナプリアレス","真の友","終わりの始まり","「暁」の少年","英雄への鎮魂歌","白き誓約、黒き密約","クリスタルの残光","黎明の死闘","戦いと犠牲","暁月のフィナーレ",,,,,,
852111,"至宝の影で蠢く闇","ストーンヴィジルに眠る翼","ササガン大王樹の下で","成功の表と裏","プリンセスデーと名無しの少女","大鎌の意味",,,,,,,,,,
852112,"巡礼者に安らぎを","サハギン族と戦う術",,,,,,,,,,,,,,
852114,"無残なる臨検戦術","月影島の闘争","闇黒の死",,,,,,,,,,,,,
852115,"無残なる臨検戦術","闇黒の死",,,,,,,,,,,,,,
852117,"Story#1703937","Warp#131088",,,,,,,,,,,,,,
852119,"Story#1703937","Warp#131090",,,,,,,,,,,,,,
852120,"ラムトンウォームの肉",,"チャカの気がかり",,,,,,,,,,,,,
852123,"凍てつく大地","砦に宛てられた荷物"," 流れ者どもの哀歌","別働隊を叩け","雪中の福音","異端者の出自",,,,,,,,,,
852124,"凍てつく大地","砦に宛てられた荷物"," 流れ者どもの哀歌","別働隊を叩け","雪中の福音",,,,,,,,,,,
852129,"サボテンダーは希望の雫",,,,,,,,,,,,,,,
852133,"大型甲殻類の恐怖",,,,,,,,,,,,,,,
852135,"望郷の決意",,,,,,,,,,,,,,,
852137,"異国の香り","空路を護れ",,,,,,,,,,,,,,
852138,"つまみ食いはホドホドに","ボムまっしぐら","強行偵察部隊の捜索",,"ゾ・ガの野望を挫け","鉱山に咲く花","飛んで火に入る燃えるボム","最新型には新兵器で",,,,,,,,
852140,"博物学者マルセット",,,,,,,,,,,,,,,
852142,"地を揺らす音",,,,,,,,,,,,,,,
852144,"チャカの気心",,,,,,,,,,,,,,,
852146,"妥協なきコルク",,,,,,,,,,,,,,,
852147,"コボルド族の補給を絶て","奇岩には爆弾を"," ケンカも上等","魔法都市「マハ」の陰謀","「ズンズン戦闘団」危機一髪！","モグートの勉強",,,,,,,,,,
852149,,"モグコンの成長","「ズンズン戦闘団」危機一髪！",,,,,,,,,,,,,
852150,,"クルザスの蛮神事情","イクサル族の暗躍",,,,,,,,,,,,,
852152,"難破船の宝物",,,,,,,,,,,,,,,
852154,"チャカの気心",,,,,,,,,,,,,,,
852155,,"即席の雷波塔","軍学式の治療法","結晶樹","沈黙する真実",,,,,,,,,,,
852156,"秘石の塔の監視任務",,,"森を乱す侵略者","第四分隊の危機","帝国兵なりきり装備",,,,,,,,,,
852157,"クリスタルタワーの謎を追って","夢見る隠し味",,,,,,,,,,,,,,
852158,"黒羊たちが沈黙",,,,,,,,,,,,,,,
852160,"美しき白銀の毛並",,,,,,,,,,,,,,,
852161,"浜辺のカイ魚","失望と怒りと責任と",,"月影島に棲まうもの","双振りの剣を手に",,,,,,,,,,,
852162,,"シルフ族と不思議な種","蘇る古の武器（ウイユヴェール）","甘くベトベトな罠","あらぬ噂と悪だくみ",,,,,,,,,,,
852165,"ある少壮騎士の悲劇",," カチ込みワイルドダイル",,,,,,,,,,,,,
852167,"もっとハゲしい想い",,,,,,,,,,,,,,,
852168,"採掘師と変種のコブラン","たなびく軍旗",,,,,,,,,,,,,,
852171,,,"安らかな調査のために",,,,,,,,,,,,,
852173,"くさ～いイタズラ",,"私のキャロットちゃん"," 硬派一筋職人魂",,,,,,,,,,,,
852174,"恐怖の亡霊騎士",,,,,,,,,,,,,,,
852177,,"冷たい妨害者","野戦病院の蒸留器",,,,,,,,,,,,,
852178,"吹雪の中の鳥退治","森の見張りをやっつけろ",,,,,,,,,,,,,,
852179,"迫る巨人族","巨人たちの聖地",,,,,,,,,,,,,,
852180,,"羊料理が大好物",,,,,,,,,,,,,,
852181,"貴重な薬","推理は踊る","異郷なる友",,,,,,,,,,,,,
852182,"風の試練","風の試練",,,,,,,,,,,,,,
852183,"戦術策定の鍵","戦術策定の鍵",,,,,,,,,,,,,,
852184,"剣閃は槍を折る","剣閃は槍を折る",,,,,,,,,,,,,,
852185,,"弓兵の戦歌",,,,,,,,,,,,,,
852186,,"弓兵の戦歌",,,,,,,,,,,,,,
852187,,"弓兵の戦歌",,,,,,,,,,,,,,
852188,"結晶樹",,,,,,,,,,,,,,,
852190,"ラムブルースからの依頼",,,,,,,,,,,,,,,
852191,"大好き！ クラゲの刺身","大嫌い！ クラゲの刺身",,,,,,,,,,,,,,
852193,"シルフ族と不思議な種","蘇る古の武器（ウイユヴェール）","夢見る隠し味",,,"甘くベトベトな罠","かわいそうなセンチネル",,,,,,,,,
852194,"シルフ族と不思議な種","蘇る古の武器（ウイユヴェール）","森の見張りをやっつけろ","宝箱に気をつけて","甘くベトベトな罠",,,,,,,,,,,
852195,"戦神の槍",,,,,,,,,,,,,,,
852196,"エールポートの事件",,,,,,,,,,,,,,,
852197,"エールポートの事件",,,,,,,,,,,,,,,
852199,"消えぬ爪痕",,,,,,,,,,,,,,,
852200,"消えぬ爪痕",,,,,,,,,,,,,,,
852201,"策士ドリスナグル",,,,,,,,,,,,,,,
852203,"突入！ 海蛇の巣穴","海蛇は災禍を招く","舷側の奇襲者",,,,,,,,,,,,,
852204,"突入！ 海蛇の巣穴","海蛇は災禍を招く",,,,,,,,,,,,,,
852205,"突入！ 海蛇の巣穴","海蛇は災禍を招く","波濤を裂く爪",,,,,,,,,,,,,
852211,,"最後の偏属性クリスタル",,,,,,,,,,,,,,
852212,"邪竜の声",,,,,,,,,,,,,,,
852214,"英雄巡礼",,,,,,,,,,,,,,,
852215,"英雄巡礼",,,,,,,,,,,,,,,
852216,"英雄巡礼",,,,,,,,,,,,,,,
852217,"Story#1703937","森の都グリダニアへ",,,,,,,,,,,,,,
852218,"Story#1703937","森の都グリダニアへ",,,,,,,,,,,,,,
852219,"Story#1703937","海の都リムサ・ロミンサへ",,,,,,,,,,,,,,
852220,"Story#1703937","海の都リムサ・ロミンサへ",,,,,,,,,,,,,,
852221,"Story#1703937","砂の都ウルダハへ",,,,,,,,,,,,,,
852222,"Story#1703937","砂の都ウルダハへ",,,,,,,,,,,,,,
852223,"Story#1703937","砂の都ウルダハへ",,,,,,,,,,,,,,
852224,"森の嘆き",,,,,,,,,,,,,,,
852225,"角尊の誇り",,,,,,,,,,,,,,,
852226,"角尊の誇り",,,,,,,,,,,,,,,
852227,"サハギン族は風に囁く","蘇る古の武器（マダレムジエン）","魔鮫の戦頭","三振りの銛",,"水神に捧げる霧","蘇る古の武器（吉光）",,,,,,,,,
852231,"防波壁陽動作戦","蘇る古の武器（マダレムジエン）","海鳴のまじない師","海辺に棲まう獣","三振りの銛","蘇る古の武器（吉光）",,,,,,,,,,
852233,"英雄巡礼",,,,,,,,,,,,,,,
852234,"腕くらべ",,,,,,,,,,,,,,,
852235,"双竜の邂逅",,,,,,,,,,,,,,,
852236,"双竜の邂逅",,,,,,,,,,,,,,,
852237,"双竜の邂逅",,,,,,,,,,,,,,,
852238,"双竜の邂逅",,,,,,,,,,,,,,,
852239,"竜の眼",,,,,,,,,,,,,,,
852240,"不埒者への報い",,,,,,,,,,,,,,,
852241,"不埒者への報い",,,,,,,,,,,,,,,
852242,"不埒者への報い",,,,,,,,,,,,,,,
852243,"死を運ぶ魔物",,,,,,,,,,,,,,,
852244,"獄の底から響く声","事件は砂塵に消ゆ"," 英雄の軌跡","たったひとつの「家族」","時をかける願い",,,,,,,,,,,
852246,"ダルタンクール家の悲劇","不審者を追って","大樹で蠢く闇の鼓動","ウォーレン牢獄の影","開かれた道の先へ",,,,,,,,,,,
852247,"ストーンヴィジルに眠る翼","極まりし嵐神ガルーダ","潜入スノークローク大氷壁","氷神シヴァの輝き","イシュガルド防衛戦","四国合同演習","天険の谷へ","強襲、銃士隊",,,,,,,,
852249,"もぎとれ！ 研究素材",,,,,,,,,,,,,,,
852252,"異邦の絆",,,,,,,,,,,,,,,
852253,"闇取引の捜査協力","陽動の狼煙",,,,,,,,,,,,,,
852255,"雪原に潜む戦慄",,,,,,,,,,,,,,,
852257,"潔白の証明",,,,,,,,,,,,,,,
852259,"交わる毒心",,,,,,,,,,,,,,,
852260,"交わる毒心",,,,,,,,,,,,,,,
852264,"青き古戦場",,,,,,,,,,,,,,,
852266,"不和から至る旋律",,,,,,,,,,,,,,,
852267,"壁をぶち壊せ",,,,,,,,,,,,,,,
852268,"チャクラの波紋",,,,,,,,,,,,,,,
852270,"無明の内地",,,,,,,,,,,,,,,
852271,"声を聞きし者","ビッグスの捜索","護衛任務の代役",,,,,,,,,,,,,
852272,"弔いは胃袋の中で",,,,,,,,,,,,,,,
852273,"横領疑惑","炸裂、ドブラン！",,,,,,,,,,,,,,
852274,"道を求むる旅",,,,,,,,,,,,,,,
852275,"道を求むる旅",,,,,,,,,,,,,,,
852276,"蘇る古の武器（ブラビューラ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（スファライ）","蘇る古の武器（コルタナ）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（タイラス）","蘇る古の武器（吉光）",,,,,,
852277,"蘇る古の武器（ブラビューラ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（スファライ）","蘇る古の武器（コルタナ）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（タイラス）","蘇る古の武器（吉光）",,,,,,
852278,"貴重な薬",,,,,,,,,,,,,,,
852279,"貴重な薬",,,,,,,,,,,,,,,
852280,"彼方より来たりて",,,,,,,,,,,,,,,
852281,"小さな略奪者",,,,,,,,,,,,,,,
852282,"小さな略奪者",,,,,,,,,,,,,,,
852283,"アラグの装束",,,,,,,,,,,,,,,
852284,"黒き召喚士の影",,,,,,,,,,,,,,,
852285,"黒き召喚士の影",,,,,,,,,,,,,,,
852286,"異端の禁書",,,,,,,,,,,,,,,
852287,"不倶戴天",,,,,,,,,,,,,,,
852289,"クリスタル破壊命令",,,,,,,,,,,,,,,
852292,"クリスタル破壊命令",,,,,,,,,,,,,,,
852293,"時神の境地",,,,,,,,,,,,,,,
852295,"蘇る古の武器（ブラビューラ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","爆弾魔の欲しいもの","みんなのものはワガハイのもの","その場しのぎのかんしゃく玉",,,,,,,,,,
852296,"蘇る古の武器（ブラビューラ）","足は引っぱるもの","みんなのものはワガハイのもの","培養炉にサヨナラ","飛んで火に入る燃えるボム","最新型には新兵器で",,,,,,,,,,
852297,"蘇る古の武器（ブラビューラ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","嫌がらせ！ 第59洞穴団","みんなのものはワガハイのもの","ヒトの威を借るコボルド",,,,,,,,,,
852299,"逢魔が時に光る瞳",,,,,,,,,,,,,,,
852300,"匠たちへの頼み",,,,,,,,,,,,,,,
852302,"対決！ 骸旅団",,,,,,,,,,,,,,,
852303,"対決！ 骸旅団",,,,,,,,,,,,,,,
852304,"対決！ 骸旅団",,,,,,,,,,,,,,,
852305,"祈りは退治の後で","リテイナーの冒険（海都）",,,,,,,,,,,,,,
852306,"北方からの協力要請（不滅隊）","北方からの協力要請（双蛇党）","北方からの協力要請（黒渦団）","パパナ借金道","アンフェリスのお願い",,,,,,,,,,,
852307,"蘇る古の武器（ブラビューラ）","蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（吉光）","母の想い、息子の願い","謎めいた地図","アンジェレトのお願い",,,
852308,"蘇る古の武器（ブラビューラ）","蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（吉光）"," 人造精霊の相棒","紛れていた白金の輝き",,,,
852309,"蘇る古の武器（ブラビューラ）","蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（吉光）","岩神を喚ぶ声"," 人造精霊の相棒",,,,
852310,"蘇る古の武器（ブラビューラ）","蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","蘇る古の武器（ゲイボルグ）","蘇る古の武器（星屑のロッド）","蘇る古の武器（タイラス）","蘇る古の武器（アルテミスの弓）","蘇る古の武器（マダレムジエン）","蘇る古の武器（ウイユヴェール）","蘇る古の武器（吉光）"," 人造精霊の相棒","紛れていた白金の輝き",,,,
852315,"",,,,,,,,,,,,,,,
852316,"シーソング石窟に潜む者","裏切りの代償",,,,,,,,,,,,,,
852317,"スウィフトパーチで蠢く闇","金に換わる命","制圧巨塔 シリウス大灯台"," 英雄の軌跡","紫炎と真紅","",,,,,,,,,,
852318,"ヴェイスケートの腕試し",,,,,,,,,,,,,,,
852319,"人の命運、ワインの運命",,,,,,,,,,,,,,,
852320,"巨人たちの聖地",,,,,,,,,,,,,,,
852321,"悪神覚醒",,,,,,,,,,,,,,,
852322,"メメゾフ錬金薬",,,,,,,,,,,,,,,
852323,"蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","炎牙衆精鋭の誅滅","反逆の焔",,"ザハラク戦陣斥候の誅滅","囚われしミコッテ族の解放","残されし虜囚の解放","炎牙衆雑兵の誅滅",,,,,,,
852324,"蘇る古の武器（コルタナ）","蘇る古の武器（スファライ）","邪なる祭器の強奪",,"高位祈祷師の誅滅","奪われし誇りの奪還","軟弱なる新兵への屈辱",,,,,,,,,
852325,"蘇る古の武器（コルタナ）","ザハラク戦陣斥候の誅滅","邪なる祭器の強奪","高位祈祷師の誅滅",,,,,,,,,,,,
852326,"大型甲殻類の恐怖",,,,,,,,,,,,,,,
852327,"ウ族の試練",,,,,,,,,,,,,,,
852328,"コボルド族の補給を絶て",,,,,,,,,,,,,,,
852329,"蘇る古の武器（スファライ）","奪われし誇りの奪還","炎牙衆雑兵の誅滅","炎牙衆精鋭の誅滅",,,,,,,,,,,,
852330,"蘇る古の武器（ゲイボルグ）","蘇る古の武器（アルテミスの弓）",,,,,,,,,,,,,,
