key,0,1,2,3,4,5,6,7
#,Item,Quantity[0],Quantity[1],Quantity[2],Quantity[3],Quantity[4],GatheringLog,FishingLog
int32,Item,byte,byte,byte,byte,byte,GatheringItem,Row
0,"",0,0,0,0,0,"",""
1,"柔らかな粗皮",5,7,10,12,15,"",""
2,"丈夫な腱",5,7,10,12,15,"",""
3,"シュリークシュルーム",5,7,10,12,15,"",""
4,"蜂蜜",5,7,10,12,15,"",""
5,"ラムの角",5,7,10,12,15,"",""
6,"百獣の血",5,7,10,12,15,"",""
7,"マーモットの肉",5,7,10,12,15,"",""
8,"ざらついた粗皮",5,7,10,12,15,"",""
9,"マトンのロイン",5,7,10,12,15,"",""
10,"バットの牙",5,7,10,12,15,"",""
11,"ローズリングの葉",5,7,10,12,15,"",""
12,"しなやかな腱",5,7,10,12,15,"",""
13,"ドードーの笹身",5,7,10,12,15,"",""
14,"ジェリーフィッシュの刺胞",5,7,10,12,15,"",""
15,"モールの肉",5,7,10,12,15,"",""
16,"プークの翼",5,7,10,12,15,"",""
17,"スラッグの粘液",5,7,10,12,15,"",""
18,"ドードーの卵",5,7,10,12,15,"",""
19,"バットの翼",5,7,10,12,15,"",""
20,"アンテロープの角",5,7,10,12,15,"",""
21,"グゥーブーの牙",5,7,10,12,15,"",""
22,"ラセットヤーゾンの足",5,7,10,12,15,"",""
23,"インプの翼",5,7,10,12,15,"",""
24,"ジェリーフィッシュの傘",5,7,10,12,15,"",""
25,"アルドゴートの粗皮",5,7,10,12,15,"",""
26,"ドードーの羽根",5,7,10,12,15,"",""
27,"メガロクラブの甲殻",5,7,10,12,15,"",""
28,"アンテロープのスネ肉",5,7,10,12,15,"",""
29,"メガロクラブの足",5,7,10,12,15,"",""
30,"アリオンの酸液",5,7,10,12,15,"",""
31,"ダイアマイトウェブ",5,7,10,12,15,"",""
32,"アルドゴートの角",5,7,10,12,15,"",""
33,"甲鱗の血",5,7,10,12,15,"",""
34,"ウルフの牙",5,7,10,12,15,"",""
35,"トレントの樹液",5,7,10,12,15,"",""
36,"アルドゴートの肩ロース",5,7,10,12,15,"",""
37,"ダイアマイトの腱",5,7,10,12,15,"",""
38,"ギガントードの粗皮",5,7,10,12,15,"",""
39,"ボムの灰",5,7,10,12,15,"",""
40,"プークの卵",5,7,10,12,15,"",""
41,"ワイルドミルク",5,7,10,12,15,"",""
42,"オロボンの肝臓",5,7,10,12,15,"",""
43,"ボッグヤーゾンの足",5,7,10,12,15,"",""
44,"サボテンダーの針",5,7,10,12,15,"",""
45,"サンドウォームの牙",5,7,10,12,15,"",""
46,"フライトラップの葉",5,7,10,12,15,"",""
47,"モルボルのつる",5,7,10,12,15,"",""
48,"蟻酸",5,7,10,12,15,"",""
49,"ラプトルのモモ肉",5,7,10,12,15,"",""
50,"ヒッポグリフの腱",5,7,10,12,15,"",""
51,"ボアの粗皮",5,7,10,12,15,"",""
52,"ペイストの粗皮",5,7,10,12,15,"",""
53,"フリース",5,7,10,12,15,"",""
54,"六識の血",5,7,10,12,15,"",""
55,"カラクールの粗皮",5,7,10,12,15,"",""
56,"グレネードの灰",5,7,10,12,15,"",""
57,"ラプトルの腱",5,7,10,12,15,"",""
58,"オチューのつる",5,7,10,12,15,"",""
59,"プリンの肉",5,7,10,12,15,"",""
60,"バジリスクの卵",5,7,10,12,15,"",""
61,"バッファローのサーロイン",5,7,10,12,15,"",""
