key,0,1,2,3
#,MenuOrder,HideOrder,Icon,Category
int32,byte,byte,Image,Addon
0,0,0,,""
1,1,0,"ui/icon/061000/061828.tex","アーティファクト装備"
2,2,0,"ui/icon/061000/061826.tex","シーズナル装備（その1）"
3,7,0,"ui/icon/061000/061830.tex","アチーブメント報酬装備"
4,8,0,"ui/icon/061000/061831.tex","購入特典その他"
5,3,0,"ui/icon/061000/061826.tex","シーズナル装備（その2）"
6,4,0,"ui/icon/061000/061826.tex","シーズナル装備（その3）"
7,5,0,"ui/icon/061000/061826.tex","シーズナル装備（その4）"
8,6,0,"ui/icon/061000/061826.tex","シーズナル装備（その5）"
9,9,1,"ui/icon/061000/061849.tex","なりきり装備"
10,10,1,"ui/icon/061000/061849.tex","おしゃれ装備"
11,11,1,"ui/icon/061000/061849.tex","マスコット装備"
