Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？,12:？,13:？,14:？,15:？,16:？
0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.0,0.05000000074505806,1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,1.100000023841858,1.100000023841858,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0
2,1,0.0,0.05000000074505806,-1.5,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,1.100000023841858,1.2000000476837158,1.0,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,0.800000011920929,1.100000023841858
3,1,-1.2999999523162842,0.05000000074505806,0.0,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,1.100000023841858,1.100000023841858,1.0,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,0.800000011920929,1.0499999523162842
4,1,1.2999999523162842,0.05000000074505806,0.0,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,1.100000023841858,1.100000023841858,1.0,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,0.800000011920929,1.0499999523162842
5,1,-0.800000011920929,-0.05000000074505806,0.800000011920929,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,1.100000023841858,1.100000023841858,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0499999523162842
6,1,0.800000011920929,-0.05000000074505806,0.800000011920929,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,1.100000023841858,1.100000023841858,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0499999523162842
7,1,-0.8999999761581421,-0.05000000074505806,-1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,1.100000023841858,1.2000000476837158,1.0,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,0.800000011920929,1.100000023841858
8,1,0.8999999761581421,-0.05000000074505806,-1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,1.100000023841858,1.2000000476837158,1.0,1.0,0.699999988079071,0.8999999761581421,1.2999999523162842,0.800000011920929,1.100000023841858
9,2,0.0,0.05000000074505806,0.6000000238418579,0.949999988079071,0.800000011920929,0.949999988079071,1.2000000476837158,1.100000023841858,1.5,1.149999976158142,1.0,0.800000011920929,1.100000023841858,1.100000023841858,1.0,1.0
10,2,0.0,0.05000000074505806,-0.800000011920929,0.949999988079071,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.7000000476837158,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.100000023841858
11,2,-0.699999988079071,0.05000000074505806,0.0,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.649999976158142,1.149999976158142,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0
12,2,0.699999988079071,0.05000000074505806,0.0,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.649999976158142,1.149999976158142,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0
13,2,-0.4000000059604645,-0.05000000074505806,0.4000000059604645,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.5499999523162842,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
14,2,0.4000000059604645,-0.05000000074505806,0.4000000059604645,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.5499999523162842,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
15,2,-0.4000000059604645,-0.05000000074505806,-0.699999988079071,1.0,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.649999976158142,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.100000023841858
16,2,0.4000000059604645,-0.05000000074505806,-0.699999988079071,1.0,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.649999976158142,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.100000023841858
17,3,0.0,0.0,2.0,1.0,0.5,0.800000011920929,1.0,1.100000023841858,1.0,1.0,1.0,0.5,0.800000011920929,1.0,0.800000011920929,0.800000011920929
18,3,0.0,0.0,-2.299999952316284,1.0,0.6000000238418579,0.800000011920929,1.2000000476837158,1.100000023841858,1.100000023841858,1.0,1.0,0.6000000238418579,0.800000011920929,1.2000000476837158,0.800000011920929,0.8999999761581421
19,3,-2.200000047683716,0.0,0.0,1.0,0.5,0.800000011920929,1.100000023841858,1.100000023841858,1.0499999523162842,1.0,1.0,0.5,0.800000011920929,1.100000023841858,0.800000011920929,0.800000011920929
20,3,2.200000047683716,0.0,0.0,1.0,0.5,0.800000011920929,1.100000023841858,1.100000023841858,1.0499999523162842,1.0,1.0,0.5,0.800000011920929,1.100000023841858,0.800000011920929,0.800000011920929
21,3,-1.399999976158142,-0.10000000149011612,1.399999976158142,1.0,0.5,0.800000011920929,1.100000023841858,1.100000023841858,1.0499999523162842,1.0,1.0,0.5,0.800000011920929,1.100000023841858,0.800000011920929,0.800000011920929
22,3,1.399999976158142,-0.10000000149011612,1.399999976158142,1.0,0.5,0.800000011920929,1.100000023841858,1.100000023841858,1.0499999523162842,1.0,1.0,0.5,0.800000011920929,1.100000023841858,0.800000011920929,0.800000011920929
