key,0,1,2,3,4,5,6,7
#,Condition,ConditionValue,,BonusType,BonusValue,,,
int32,GatheringCondition,uint32,uint16,GatheringPointBonusType,uint16,uint16,bit&01,uint32
0,"",0,0,"",0,0,False,0
1,"DEX <Value>IntegerParameter(1)</Value>以上",30,0,"採集回数／耐久＋<Value>IntegerParameter(1)</Value>",1,0,False,0
2,"チェイン数 <Value>IntegerParameter(1)</Value>以上",2,0,"獲得率＋<Value>IntegerParameter(1)</Value>％",10,0,False,0
3,"DEX <Value>IntegerParameter(1)</Value>以上",20,0,"格上レベルアイテム獲得率＋<Value>IntegerParameter(1)</Value>％",15,0,False,0
4,"DEX <Value>IntegerParameter(1)</Value>以上",30,0,"自レベル以下のアイテム獲得率＋<Value>IntegerParameter(1)</Value>％",20,0,False,0
5,"技術力 <Value>IntegerParameter(1)</Value>以上",42,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
6,"技術力 <Value>IntegerParameter(1)</Value>以上",52,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
7,"技術力 <Value>IntegerParameter(1)</Value>以上",62,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
8,"技術力 <Value>IntegerParameter(1)</Value>以上",81,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
9,"技術力 <Value>IntegerParameter(1)</Value>以上",98,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
10,"技術力 <Value>IntegerParameter(1)</Value>以上",126,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
11,"技術力 <Value>IntegerParameter(1)</Value>以上",153,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
12,"技術力 <Value>IntegerParameter(1)</Value>以上",182,0,"獲得数ボーナス発生率＋<Value>IntegerParameter(1)</Value>%",40,0,False,0
