key,0
#,LevelId
int32,Level
0.0,
1.0,"Level#7816677"
1.1,"Level#7816686"
1.2,"Level#7816824"
1.3,"Level#7816855"
1.4,"Level#7816856"
1.5,"Level#7816858"
1.6,"Level#7816863"
1.7,"Level#7816864"
1.8,"Level#7816868"
1.9,"Level#7816870"
1.10,"Level#7816871"
1.11,"Level#7816874"
1.12,"Level#7816878"
1.13,"Level#7816884"
1.14,"Level#7816887"
1.15,"Level#7816888"
1.16,"Level#7816890"
1.17,"Level#7816893"
1.18,"Level#7816898"
1.19,"Level#7816901"
1.20,"Level#7816902"
1.21,"Level#7816904"
1.22,"Level#7816906"
1.23,"Level#7817034"
1.24,"Level#7817036"
1.25,"Level#7817038"
1.26,"Level#7817040"
1.27,"Level#7817042"
1.28,"Level#7817043"
1.29,"Level#7817044"
1.30,"Level#7817047"
1.31,"Level#7817048"
1.32,"Level#7817049"
1.33,"Level#7817051"
1.34,"Level#7817052"
1.35,"Level#7817055"
1.36,"Level#7817057"
1.37,"Level#7817059"
1.38,"Level#7817062"
1.39,"Level#7817063"
1.40,"Level#7817215"
1.41,"Level#7817492"
1.42,"Level#7817502"
1.43,"Level#7817506"
1.44,"Level#7817515"
1.45,"Level#7817518"
1.46,"Level#7817528"
1.47,"Level#7817715"
2.0,"Level#7817718"
2.1,"Level#7817719"
2.2,"Level#7817720"
2.3,"Level#7817721"
2.4,"Level#7817722"
2.5,"Level#7817723"
2.6,"Level#7817724"
2.7,"Level#7817725"
2.8,"Level#7817726"
2.9,"Level#7817727"
2.10,"Level#7817728"
2.11,"Level#7817729"
2.12,"Level#7817730"
2.13,"Level#7817731"
2.14,"Level#7817732"
2.15,"Level#7817733"
2.16,"Level#7817734"
2.17,"Level#7817735"
2.18,"Level#7817736"
2.19,"Level#7817737"
2.20,"Level#7817738"
2.21,"Level#7817739"
2.22,"Level#7817740"
2.23,"Level#7817741"
2.24,"Level#7817742"
2.25,"Level#7817743"
2.26,"Level#7817744"
2.27,"Level#7817745"
2.28,"Level#7817746"
2.29,"Level#7817747"
2.30,"Level#7817748"
2.31,"Level#7817749"
2.32,"Level#7817750"
2.33,"Level#7817751"
2.34,"Level#7817752"
2.35,"Level#7817753"
2.36,"Level#7817754"
2.37,"Level#7817755"
2.38,"Level#7817756"
2.39,"Level#7817757"
2.40,"Level#7817758"
2.41,"Level#7817759"
2.42,"Level#7817760"
2.43,"Level#7817761"
2.44,"Level#7817762"
2.45,"Level#7817763"
2.46,"Level#7817764"
2.47,"Level#7817765"
