key,0,1,2,3,4,5,6,7,8,9
#,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3],Reward,Name
int32,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,byte,byte,byte,byte,uint32,str
10001,"レディバグ","","","",3,0,0,0,75,"剣術士01"
10002,"マーモット","","","",3,0,0,0,180,"剣術士02"
10003,"カクター","","","",3,0,0,0,360,"剣術士03"
10004,"スナッピング・シュルー","","","",3,0,0,0,410,"剣術士04"
10005,"ハンマービーク","","","",3,0,0,0,530,"剣術士05"
10006,"アントリング・ワーカー","","","",3,0,0,0,980,"剣術士06"
10007,"アーススプライト","","","",3,0,0,0,1100,"剣術士07"
10008,"スプリガン・グレイブラバー","","","",3,0,0,0,1300,"剣術士08"
10009,"キキルン・シェルスウィーパー","","","",3,0,0,0,1600,"剣術士09"
10010,"アントリング・ソルジャー","モングレル","","",3,3,0,0,1700,"剣術士10"
10011,"ボム","カッパーコブラン","","",3,3,0,0,2300,"剣術士11"
10012,"コチニールカクター","","","",3,0,0,0,3200,"剣術士12"
10013,"キヴロン家の侍衛","","","",3,0,0,0,4000,"剣術士13"
10014,"ジャイアントトータス","","","",3,0,0,0,4500,"剣術士14"
10015,"シックシェル","","","",3,0,0,0,5000,"剣術士15"
10016,"スカフィテ","","","",3,0,0,0,5300,"剣術士16"
10017,"ツコツコ","","","",3,0,0,0,5500,"剣術士17"
10018,"ミオトラグス・ビリー","","","",3,0,0,0,5700,"剣術士18"
10019,"ヴァンドロス・インプ","","","",3,0,0,0,5900,"剣術士19"
10020,"ロッティング・ノーブル","ブローテッド・ボギー","","",3,3,0,0,6100,"剣術士20"
10021,"ストーンシェル","ケッドトラップ","","",4,3,0,0,6300,"剣術士21"
10022,"レッドコブラン","","","",4,0,0,0,6500,"剣術士22"
10023,"オーバーグロウン・オファリング","","","",4,0,0,0,6700,"剣術士23"
10024,"クァール・パップ","","","",4,0,0,0,6900,"剣術士24"
10025,"バルーン","","","",4,0,0,0,7100,"剣術士25"
10026,"サボテンダー","","","",4,0,0,0,7600,"剣術士26"
10027,"キキルン・ロウランナー","","","",4,0,0,0,8600,"剣術士27"
10028,"ゴブリン・サグ","","","",4,0,0,0,9400,"剣術士28"
10029,"クァールクロウ・カッター","","","",4,0,0,0,9700,"剣術士29"
10030,"アプカル","テロック","","",4,3,0,0,10000,"剣術士30"
10031,"フローティングアイ","マムージャ・ソフィスト","","",4,3,0,0,11000,"剣術士31"
10032,"ウラグナイト","アダマンタス","","",4,3,0,0,12000,"剣術士32"
10033,"サンドウォーム","","","",4,0,0,0,12500,"剣術士33"
10034,"デスゲイズ","","","",4,0,0,0,13000,"剣術士34"
10035,"ヴェロキラプトル","","","",4,0,0,0,13500,"剣術士35"
